genus	S149	S150	S152	S153	S157	S113	S114	S130	S146	S802	S20	S27	S32	S45	S107	taxonomy
g_Microlunatus A	41.0729	0	0	0	0	0	0	3.4071	0	0	0	3.1051	0	0	24.0399	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Propionibacteriales;f_Propionibacteriaceae;g_Microlunatus A
g_Unclassified_f_Alkalibacillaceae	10.564	0	0	0	0	0	0	0	0	40.1857	0	1.19	0	0	19.6107	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales D;f_Alkalibacillaceae;g_Unclassified_f_Alkalibacillaceae
g_Frederiksenia	0	0	0	0	0	0	51.9799	0	7.1598	0	10.6438	1.7459	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Pasteurellaceae;g_Frederiksenia
g_JADKGA01	20.0432	0	0	0	0	0	0	0	0	0	0	2.2578	0	0	49.0977	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Dermatophilaceae;g_JADKGA01
g_Nereida	0	0	24.0451	0	0	47.3136	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Nereida
g_Thauera A	19.105	52.1179	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Rhodocyclaceae;g_Thauera A
g_Aquabacterium A	0	0	0	0	0	0	0	0	0	0	0	55.2204	15.8152	0	0.1083	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Aquabacterium A
g_CAG-465	0	0	0	0	0	0	0	62.205	0	0	0	0	0	0	8.7171	d_Bacteria;p_Firmicutes A;c_Clostridia;o_TANB77;f_CAG-465;g_CAG-465
g_Phocaeicola	0	0	0	70.8376	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Phocaeicola
g_CADBRF01	47.5938	0	0	0	0	0	0	0	10.9927	7.5437	0	0	0	0	4.6821	d_Bacteria;p_Actinobacteriota;c_Coriobacteriia;o_Coriobacteriales;f_QAMH01;g_CADBRF01
g_Cloacibacterium	0	0	0	0	0	0	0	5.9465	0	0	0	61.1506	0	0	3.269	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Flavobacteriales;f_Weeksellaceae;g_Cloacibacterium
g_Ornithinimicrobium	4.8173	0	0	0	0	0	0	7.6078	0	0	0	15.6122	3.6314	0	38.5943	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Dermatophilaceae;g_Ornithinimicrobium
g_Metabacillus	16.3857	0	0	0	0	0	0	0	0	7.7915	1.8754	0	18.528	0	25.6249	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Bacillaceae;g_Metabacillus
g_JAHIVO01	36.8007	0	0	0	0	0	0	0	0	0	4.212	0	27.7414	0	1.0861	d_Bacteria;p_Patescibacteria;c_ABY1;o_UBA10025;f_JAHIVO01;g_JAHIVO01
g_Clostridium N	54.7522	0	0	0	0	0	0	0	0	0	0	0	5.1592	0	9.8975	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Clostridium N
g_Egerieicola	0	0	0	0	0	0	10.085	2.8332	0	0	53.0036	0.3387	2.2669	0	1.1538	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_Egerieicola
g_Ochrobactrum C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69.2805	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales A;f_Rhizobiaceae A;g_Ochrobactrum C
g_Rhodopseudomonas	0	0	0	0	0	0	0	0	0	0	0	2.5749	0	0	66.6224	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Xanthobacteraceae;g_Rhodopseudomonas
g_Gallimonas	0	0	0	0	0	0	53.5831	0	0	0	0	0	3.2543	0	12.3586	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Christensenellales;f_Borkfalkiaceae;g_Gallimonas
g_Sulfitobacter F	0	0	0	0	0	0	0	0	0	0	0	68.8609	0	0	0.239	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Sulfitobacter F
g_Sideroxydans	0	0	16.4107	0	0	0	0	0	8.4421	0	0	0	0	13.2587	30.893	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Gallionellaceae;g_Sideroxydans
g_UBA3210	0	0	68.7198	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Firmicutes;c_Bacilli;o_RFN20;f_CAG-449;g_UBA3210
g_GCA-2746795	3.0072	0	0	0	4.9255	0	0	0	0	32.043	0.3442	0	15.8682	0	12.3388	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Promineofilales;f_Promineofilaceae;g_GCA-2746795
g_JAADIA01	0	0	0	0	0	37.5375	0	0	0	0	0	0	0	30.8254	0	d_Bacteria;p_NPL-UPA2;c_NPL-UPA2;o_NPL-UPA2;f_JAADIA01;g_JAADIA01
g_Alkalicella	0	0	0	0	0	22.0768	0	0	46.1733	0	0	0	0	0	0	d_Bacteria;p_Firmicutes D;c_Proteinivoracia;o_Proteinivoracales;f_Proteinivoraceae;g_Alkalicella
g_Arthrobacter C	56.6521	0	0	0	0	0	0	0	0	0	3.242	2.38	0	0	5.6146	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae;g_Arthrobacter C
g_Pannonibacter	0	0	0	0	0	0	0	0	0	0	0	52.6785	0	0	15.127	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Stappiaceae;g_Pannonibacter
g_Plantactinospora	67.5987	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1663	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Micromonosporaceae;g_Plantactinospora
g_Niveibacterium	31.287	0	0	0	0	0	0	29.4769	0	0	0	0	0	0	6.9253	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Rhodocyclaceae;g_Niveibacterium
g_JAGVVH01	18.4003	0	0	0	0	0	0	47.6735	0	0	0	1.0364	0	0	0.5431	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_WCHB1-69;g_JAGVVH01
g_DTKJ01	0	0	67.568	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Desulfobacterota;c_Desulfobaccia;o_Desulfobaccales;f_0-14-0-80-60-11;g_DTKJ01
g_CAIOYC01	0	0	0	0	0	0	0	0	0	0	0	67.4701	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Caulobacterales;f_Caulobacteraceae;g_CAIOYC01
g_Fluviibacterium	67.1773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Fluviibacterium
g_63-22	0	0	0	0	0	0	0	0	0	0	0	17.8268	0	0	49.2806	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales A;f_Rhizobiaceae A;g_63-22
g_Dermatophilus	14.1333	0	0	0	0	0	0	0	19.5861	13.4409	0.5392	0.5307	14.2055	0	4.3102	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Dermatophilaceae;g_Dermatophilus
g_AA152	0	0	32.866	0	0	0	0	0	33.8144	0	0	0	0	0	0	d_Bacteria;p_Acidobacteriota;c_Mor1;o_Gp22-AA2;f_AA152;g_AA152
g_Unclassified_o_UBA1369	0	0	0	0	0	0	0	0	0	0	0	2.8735	57.6895	0	6.0229	d_Bacteria;p_Patescibacteria;c_Gracilibacteria;o_UBA1369;f_Unclassified_o_UBA1369;g_Unclassified_o_UBA1369
g_JAFGWU01	0	0	0	0	0	66.477	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_GCA-2748055;g_JAFGWU01
g_Agitococcus	0	0	66.4543	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Moraxellaceae;g_Agitococcus
g_JAGNGI01	0	0	0	0	0	0	66.3297	0	0	0	0	0	0	0	0	d_Bacteria;p_Marinisomatota;c_UBA2242;o_UBA2242;f_UBA2242;g_JAGNGI01
g_Microlunatus C	12.0045	0	0	0	0	0	0	0	0	0	0	6.7612	0	0	47.4749	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Propionibacteriales;f_Propionibacteriaceae;g_Microlunatus C
g_Suttonella	0	0	0	0	0	0	0	0	66.1899	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Cardiobacteriales;f_Cardiobacteriaceae;g_Suttonella
g_Unclassified_f_Melioribacteraceae	0	0	0	0	0	0	0	0	0	66.0267	0	0	0	0	0	d_Bacteria;p_Bacteroidota;c_Ignavibacteria;o_Ignavibacteriales;f_Melioribacteraceae;g_Unclassified_f_Melioribacteraceae
g_CAIKVZ01	0	0	0	0	0	0	0	0	0	0	0	65.7064	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_CAIKVZ01
g_UBA2383	0	0	0	0	0	0	0	0	0	0	0	65.6805	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Competibacterales;f_Competibacteraceae;g_UBA2383
g_QNFC01	0	0	0	0	0	0	0	65.6047	0	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Immundisolibacterales;f_Immundisolibacteraceae;g_QNFC01
g_Pistricoccus	0	0	0	0	0	0	0	0	0	0	0	65.5266	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Halomonadaceae;g_Pistricoccus
g_JADGRB01	0	0	0	0	0	0	65.4645	0	0	0	0	0	0	0	0	d_Bacteria;p_Myxococcota;c_Polyangia;o_Palsa-1104 A;f_Fen-1088;g_JADGRB01
g_Filimonas	0	0	0	0	18.0681	0	0	5.1965	0	10.4907	2.5251	3.7278	0	24.0089	1.3023	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Chitinophagales;f_Chitinophagaceae;g_Filimonas
g_Z1-20	33.299	0	0	0	0	0	0	0	0	0	0	4.245	0	0	27.7506	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae;g_Z1-20
g_CAG-448	0	0	10.6749	0	0	0	13.2894	20.5337	0	0	18.5951	1.3391	0	0	0.3509	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_CAG-272;g_CAG-448
g_Unclassified_o_Victivallales	0	0	0	0	0	0	47.8375	8.3994	0	0	6.5304	2.0085	0	0	0	d_Bacteria;p_Verrucomicrobiota;c_Lentisphaeria;o_Victivallales;f_Unclassified_o_Victivallales;g_Unclassified_o_Victivallales
g_Unclassified_f_Rhodanobacteraceae	6.701	0	0	0	0	0	0	0	0	0	0	49.5902	0	0	8.1868	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Xanthomonadales;f_Rhodanobacteraceae;g_Unclassified_f_Rhodanobacteraceae
g_Pseudoscardovia	31.9172	0	0	0	0	0	0	0	29.4874	0	0	0	0	0	2.1979	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Bifidobacteriaceae;g_Pseudoscardovia
g_Nitratireductor A	0	0	0	0	0	0	0	0	0	0	0	1.0105	0	0	62.4797	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_Nitratireductor A
g_Coprovivens	0	0	0	0	0	0	0	13.26	0	0	1.6108	0.7927	47.743	0	0	d_Bacteria;p_Firmicutes;c_Bacilli;o_RF39;f_UBA660;g_Coprovivens
g_Verticiella	0	0	0	0	0	0	0	0	0	0	0	56.2578	0	0	6.8369	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Verticiella
g_JACIWX01	0	0	0	0	0	0	62.8678	0	0	0	0	0	0	0	0	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_UBA2200;f_UBA2200;g_JACIWX01
g_Rhizobium B	0	0	0	0	0	0	0	0	0	0	0	35.3419	2.1219	0	25.3794	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_Rhizobium B
g_Serpentinomonas	10.9862	0	0	0	0	0	0	0	0	0	0	50.3265	0	0	1.2969	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Serpentinomonas
g_Sphaerotilus	3.8804	0	0	0	0	0	0	0	0	0	0	58.4023	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Sphaerotilus
g_Lentibacillus	0	0	0	0	25.6524	0	0	0	7.2347	24.824	0	0.5881	3.9354	0	0	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales D;f_Amphibacillaceae;g_Lentibacillus
g_AC-32	9.0414	0	0	0	0	0	0	4.8676	0	0	0	3.9284	1.9473	0	42.3131	d_Bacteria;p_Actinobacteriota;c_Thermoleophilia;o_Gaiellales;f_Gaiellaceae;g_AC-32
g_QY30	7.642	0	0	0	0	0	0	0	0	0	0	51.2196	2.8804	0	0.3383	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_QY30
g_VAZQ01	52.6649	0	0	0	0	0	0	0	0	0	0	0	0	0	9.3258	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Xanthobacteraceae;g_VAZQ01
g_UBA4615	0	0	0	0	0	0	0	0	0	0	0	61.5242	0	0	0.4437	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_UBA4615
g_M50B92	0	0	0	0	0	0	0	41.1339	0	0	20.8209	0	0	0	0	d_Bacteria;p_Patescibacteria;c_Paceibacteria;o_Moranbacterales;f_GCA-2747515;g_M50B92
g_LD21	30.3357	0	0	0	0	0	0	0	0	0	0	0	0	0	31.453	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_VadinHA17;g_LD21
g_Unclassified_f_Leptotrichiaceae	0	0	0	0	0	0	22.848	0	0	0	0	0	25.6787	0	13.0388	d_Bacteria;p_Fusobacteriota;c_Fusobacteriia;o_Fusobacteriales;f_Leptotrichiaceae;g_Unclassified_f_Leptotrichiaceae
g_Pontibaca	0	0	0	0	0	0	0	0	0	0	0	60.559	0	0	0.85	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Pontibaca
g_Rhizobacter	0	0	0	0	0	0	0	0	42.0395	0	0	15.3772	0	0	3.9488	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Rhizobacter
g_Saccharopolyspora	13.7089	0	0	0	0	0	0	0	0	0	0	5.4675	0	0	41.8837	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Pseudonocardiaceae;g_Saccharopolyspora
g_Mycetocola	0	0	0	0	0	0	0	0	0	0	1.8352	0	0	0	58.9655	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Microbacteriaceae;g_Mycetocola
g_Kerstersia	5.1546	0	0	0	0	0	0	3.9643	0	0	0	7.7935	11.9286	0	31.9057	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Kerstersia
g_Unclassified_o_Euzebyales	57.1934	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5158	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Euzebyales;f_Unclassified_o_Euzebyales;g_Unclassified_o_Euzebyales
g_Desulfospira	0	0	0	0	0	0	0	49.0225	0	0	0	0	11.2068	0	0.4388	d_Bacteria;p_Desulfobacterota;c_Desulfobacteria;o_Desulfobacterales;f_Desulfobacteraceae;g_Desulfospira
g_RCIZ01	0	0	0	0	0	0	0	0	0	0	0	48.746	0	0	11.6773	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_RCIZ01
g_Tetragenococcus	3.7728	0	0	0	0	0	0	0	0	15.9777	0.4318	0	2.4123	8.2115	29.2363	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Enterococcaceae;g_Tetragenococcus
g_Schlegelella	0	0	0	0	0	0	0	0	0	0	0.3381	59.5576	0	0	0.0872	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Schlegelella
g_SLAK01	0	0	0	0	0	0	0	0	0	0	0	0	0	59.9487	0	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia;o_Tepidiformales;f_Tepidiformaceae;g_SLAK01
g_KMS-5	0	0	0	0	0	0	0	0	0	0	0	59.9318	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_KMS-5
g_Marinilactibacillus	0	0	0	0	0	0	0	0	0	0	0.5996	0	0	0	59.1024	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Carnobacteriaceae;g_Marinilactibacillus
g_Unclassified_f_MB11C04	6.782	0	0	0	11.1083	0	0	0	9.3986	32.2487	0	0	0	0	0	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Opitutales;f_MB11C04;g_Unclassified_f_MB11C04
g_SZUA-611	0	0	0	0	0	0	0	0	0	0	0	57.7019	0	0	1.7786	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_SZUA-611
g_JACPUX01	0	0	0	0	0	0	0	0	0	0	0	59.1934	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Casimicrobiaceae;g_JACPUX01
g_Alteraurantiacibacter	4.8642	0	0	0	0	0	0	0	0	0	0	46.9544	0	0	7.3215	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Alteraurantiacibacter
g_Xenophilus	0	0	0	0	0	0	0	0	0	0	0	59.0116	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Xenophilus
g_Unclassified_f_Desulfurivibrionaceae	0	0	0	0	58.8296	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Desulfobacterota;c_Desulfobulbia;o_Desulfobulbales;f_Desulfurivibrionaceae;g_Unclassified_f_Desulfurivibrionaceae
g_SCTL01	0	0	0	0	0	0	0	0	0	0	0	58.2086	0	0	0.5526	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Pedosphaerales;f_UBA11358;g_SCTL01
g_UBA2250	0	0	0	0	0	0	0	0	0	0	0	57.7778	0	0	0.8146	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Rhodocyclaceae;g_UBA2250
g_Unclassified_f_Shewanellaceae	0	0	0	0	0	0	42.0582	2.9539	0	0	10.0475	3.5317	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Shewanellaceae;g_Unclassified_f_Shewanellaceae
g_CF-134	0	0	0	0	0	0	58.5869	0	0	0	0	0	0	0	0	d_Bacteria;p_Dormibacterota;c_Dormibacteria;o_UBA8260;f_UBA8260;g_CF-134
g_Unclassified_f_Spirosomaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	58.5128	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Cytophagales;f_Spirosomaceae;g_Unclassified_f_Spirosomaceae
g_W3P20-009	0	0	0	0	0	0	0	44.2771	0	0	1.0758	1.0588	11.809	0	0.1849	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_W3P20-009;g_W3P20-009
g_Erysipelatoclostridium	0	0	0	0	0	0	0	9.1294	0	0	48.7982	0	0	0	0.1907	d_Bacteria;p_Firmicutes;c_Bacilli;o_Erysipelotrichales;f_Coprobacillaceae;g_Erysipelatoclostridium
g_RGIG1476	0	31.8122	0	0	0	0	0	0	0	11.0902	1.3347	0	8.7908	0	4.9904	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Bifidobacteriaceae;g_RGIG1476
g_Priestia	0	0	0	0	0	0	0	17.7729	0	0	0	0	0	0	40.1126	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Bacillaceae H;g_Priestia
g_Izhakiella	0	0	0	0	0	0	0	0	0	0	20.843	0	36.9597	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Izhakiella
g_UBA945	0	0	0	0	0	0	0	38.6885	0	6.3632	9.3999	0	0	0	3.1596	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_UBA945
g_Bog-752	0	0	0	0	0	0	0	0	47.9834	0	0	0	0	0	9.5376	d_Bacteria;p_Actinobacteriota;c_Thermoleophilia;o_UBA2241;f_UBA2241;g_Bog-752
g_Peptoniphilus B	56.3558	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1088	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Tissierellales;f_Peptoniphilaceae;g_Peptoniphilus B
g_Competibacter A	28.5967	0	0	0	0	0	0	0	0	0	0	0	10.7785	0	17.7236	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Competibacterales;f_Competibacteraceae;g_Competibacter A
g_Hafnia	22.7903	0	0	0	0	0	0	0	0	0	31.2932	2.5672	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Hafnia
g_Conyzicola	5.0108	0	0	0	0	0	0	0	0	0	0	2.2578	0	0	49.2456	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Microbacteriaceae;g_Conyzicola
g_Sphingomonas D	4.8961	0	0	0	0	0	0	2.1581	0	0	0	48.3636	0	0	1.0863	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Sphingomonas D
g_Halobacillus	0	0	0	0	0	0	0	7.2804	0	0	26.5332	3.4819	17.4756	0	1.3684	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales D;f_Halobacillaceae;g_Halobacillus
g_Plantibacter	0	0	0	0	0	0	11.4153	1.6035	0	0	0	5.368	35.9229	0	1.8083	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Microbacteriaceae;g_Plantibacter
g_Geminicoccus	50.8746	0	0	0	0	0	0	0	0	0	0	4.2981	0	0	0.7507	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Geminicoccales;f_Geminicoccaceae;g_Geminicoccus
g_Lacisediminimonas	0	0	0	0	0	0	0	0	0	0	0	55.911	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Lacisediminimonas
g_GCA-002780085	0	36.5058	0	0	0	0	0	0	0	19.0897	0	0	0	0	0	d_Bacteria;p_Patescibacteria;c_CPR3;o_CPR3;f_GCA-002780085;g_GCA-002780085
g_JAGOBP01	0	0	0	0	0	0	0	0	0	0	0	0	0	55.5207	0	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Thermoflexales;f_Fen-1058;g_JAGOBP01
g_Pseudomonas K	0	0	0	0	0	0	0	0	0	0	0	43.1853	0	0	12.3294	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Pseudomonadaceae;g_Pseudomonas K
g_Aromatoleum	0	0	0	0	0	0	0	0	0	0	0	55.4683	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Rhodocyclaceae;g_Aromatoleum
g_Unclassified_f_J045	0	0	0	0	0	0	0	0	0	55.451	0	0	0	0	0	d_Bacteria;p_Acidobacteriota;c_Mor1;o_J045;f_J045;g_Unclassified_f_J045
g_Peptoniphilus A	29.6602	0	0	0	0	0	0	0	0	0	0.3367	6.6283	6.6536	0	11.8798	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Tissierellales;f_Peptoniphilaceae;g_Peptoniphilus A
g_Nitrosospira	0	0	0	0	0	0	0	0	0	0	0	50.9819	3.4117	0	0.6625	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Nitrosomonadaceae;g_Nitrosospira
g_Ferrovibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.9215	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Ferrovibrionales;f_Ferrovibrionaceae;g_Ferrovibrio
g_UBA10449	0	0	0	0	54.6743	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Dormibacterota;c_Dormibacteria;o_Dormibacterales;f_Dormibacteraceae;g_UBA10449
g_Halosaccharopolyspora	12.2002	0	0	0	0	0	0	0	0	0	0	1.3743	0	0	41.0477	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Pseudonocardiaceae;g_Halosaccharopolyspora
g_Unclassified_c_Negativicutes	0	0	0	0	0	0	22.676	1.5926	0	0	15.4777	4.9508	2.5485	7.3582	0	d_Bacteria;p_Firmicutes C;c_Negativicutes;o_Unclassified_c_Negativicutes;f_Unclassified_c_Negativicutes;g_Unclassified_c_Negativicutes
g_Intrasporangium A	9.36	0	0	0	0	0	0	5.879	0	0	0	6.544	2.3519	0	30.4299	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Dermatophilaceae;g_Intrasporangium A
g_Tagaea	0	0	0	0	0	0	0	0	0	0	0	19.0356	0	0	35.4701	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_CACIAM-22H2;f_CACIAM-22H2;g_Tagaea
g_JAABQG01	0	0	0	0	0	0	0	0	0	0	0	54.084	0	0	0.2015	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_JAABQG01
g_Allobranchiibius	40.5206	0	0	0	0	0	0	0	0	0	0	4.5644	0	0	8.8496	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Dermatophilaceae;g_Allobranchiibius
g_Syntrophothermus	0	0	0	0	0	0	0	0	0	0	0	11.9601	34.3019	0	7.6101	d_Bacteria;p_Firmicutes B;c_Syntrophomonadia;o_Syntrophomonadales;f_Syntrophothermaceae;g_Syntrophothermus
g_JAAYTL01	0	0	0	0	0	0	0	5.4369	0	0	0	0	0	0	47.8043	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Tissierellales;f_Tissierellaceae;g_JAAYTL01
g_Frigidibacter	7.9959	0	0	0	0	0	0	0	0	0	0	41.2068	0	0	3.609	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Frigidibacter
