genus	S149	S150	S152	S153	S157	S113	S114	S130	S146	S802	S20	S27	S32	S45	S107	taxonomy
g_Unclassified_o_Pedosphaerales	0	0	262.9278	521.3497	0	602.3599	404.125	0	32.4901	0	0	0	0	53.1067	0	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Pedosphaerales;f_Unclassified_o_Pedosphaerales;g_Unclassified_o_Pedosphaerales
g_VGRW01	0	1695.835	46.518	0	0	0	0	0	0	131.3762	0	0	0	0	0	d_Bacteria;p_Myxococcota A;c_UBA9160;o_SZUA-336;f_SZUA-336;g_VGRW01
g_GCA-2722775	0	0	199.912	454.2973	212.7103	393.3679	124.4367	0	77.1303	0	0	0	0	403.7866	5.9852	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Thalassobaculales;f_Thalassobaculaceae;g_GCA-2722775
g_Pseudocitrobacter	0	0	0	0	0	0	0	14.5626	0	0	1393.3734	23.5529	436.6122	0	0.5433	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Pseudocitrobacter
g_Ginsengibacter	0	0	119.1594	764.0091	60.0302	711.7855	61.4565	0	101.5812	0	0	0	0	48.1361	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Chitinophagales;f_Chitinophagaceae;g_Ginsengibacter
g_Dictyobacter	107.4086	0	784.5196	0	879.629	0	0	0	0	0	0	0	0	93.5085	0	d_Bacteria;p_Chloroflexota;c_Ktedonobacteria;o_Ktedonobacterales;f_Ktedonobacteraceae;g_Dictyobacter
g_Thauera	5.3512	0	270.5479	980.9171	13.2023	42.7267	54.0641	0	22.3406	0	0	456.173	4.2787	0	12.0149	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Rhodocyclaceae;g_Thauera
g_Legionella	16.3261	0	307.8645	299.8362	26.7407	475.9752	164.2564	0	158.3743	0	0	0	0	355.3322	49.5345	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Legionellales;f_Legionellaceae;g_Legionella
g_JAABTR01	0	0	971.8937	61.3504	0	212.4889	67.218	0	55.5522	0	0	0	0	479.8572	0	d_Bacteria;p_Myxococcota;c_Polyangia;o_JAAYKL01;f_JAAYKL01;g_JAABTR01
g_CAG-267	22.5991	0	365.2755	230.5787	12.3384	459.2042	101.0526	0	260.9835	0	17.6233	0	0	377.0934	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_RF32;f_CAG-239;g_CAG-267
g_Alteribacter	0	48.6986	761.2343	83.9399	139.3769	237.1093	315.8386	0	70.5529	0	0	0	0	188.4956	0	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales H;f_Salisediminibacteriaceae;g_Alteribacter
g_UBA2834	88.3216	0	277.5828	0	0	0	691.1336	485.4029	40.799	13.9991	40.4349	0	0	192.2289	15.3419	d_Bacteria;p_Patescibacteria;c_Saccharimonadia;o_Saccharimonadales;f_Nanosyncoccaceae;g_UBA2834
g_Ottowia	72.3286	65.032	0	0	0	0	0	1.8717	21.2014	26.4496	2.4386	1584.1095	6.5717	0	61.4703	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Ottowia
g_Stappia	0	0	225.0172	575.2672	17.6772	55.3459	841.6907	0	0	0	0	33.1891	0	45.4495	36.9076	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Stappiaceae;g_Stappia
g_Deinococcus	1447.9799	22.3294	120.6603	0	20.4838	0	0	89.0226	17.331	4.8797	0	34.3992	49.3709	0	21.6983	d_Bacteria;p_Deinococcota;c_Deinococci;o_Deinococcales;f_Deinococcaceae;g_Deinococcus
g_Chelonobacter	0	0	45.455	25.0943	11.7471	22.6972	1232.4718	25.5377	51.2951	0	218.0007	103.3619	12.7625	67.0973	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Pasteurellaceae;g_Chelonobacter
g_Unclassified_o_Flavobacteriales	87.5028	0	256.5176	199.029	57.3851	78.0287	296.6865	0	56.3063	0	2.5287	778.5661	0	0	1.722	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Flavobacteriales;f_Unclassified_o_Flavobacteriales;g_Unclassified_o_Flavobacteriales
g_UBA12059	0	0	155.0646	556.0231	113.3053	233.0292	255.91	0	242.4159	0	0	0	0	253.443	0	d_Bacteria;p_Spirochaetota;c_Spirochaetia;o_Treponematales;f_UBA12059;g_UBA12059
g_Antrihabitans	0	316.0696	946.5399	0	31.9726	310.4186	0	0	161.4364	0	0	0	0	42.4854	0	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Antrihabitans
g_Desulfarculus	36.6505	0	192.7439	614.3282	30.0151	241.6835	365.8008	0	50.7906	0	0	0	0	276.3294	0	d_Bacteria;p_Desulfobacterota;c_Desulfarculia;o_Desulfarculales;f_Desulfarculaceae;g_Desulfarculus
g_Pseudoalteromonas	0	0	245.5772	207.2147	37.3284	536.5089	305.7226	0	0	0	2.6084	28.3531	0	437.6235	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Alteromonadaceae;g_Pseudoalteromonas
g_Geothrix	19.7783	102.4912	106.561	0	280.1706	459.9331	436.2212	64.2837	84.0272	0	0	2.1161	14.9095	225.4825	0.5544	d_Bacteria;p_Acidobacteriota;c_Holophagae;o_Holophagales;f_Holophagaceae;g_Geothrix
g_Alicycliphilus	94.1888	0	0	0	0	0	0	5.5657	2.2724	0	0	1675.7024	0	0	11.8812	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Alicycliphilus
g_VGZZ01	15.4817	0	458.7636	568.6549	25.3576	287.2264	311.5208	0	21.4546	0	0	0	0	101.0859	0	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia;o_UBA3495;f_GCA-2712585;g_VGZZ01
g_CAIRAY01	5.1272	0	374.387	478.8161	67.6277	249.6106	224.4425	0	149.8382	0	0	0	0	238.8489	0	d_Bacteria;p_Fibrobacterota;c_Fibrobacteria;o_Fibrobacterales;f_Fibrobacteraceae;g_CAIRAY01
g_JACQCA01	1.4257	0	414.8063	440.7722	37.364	302.3024	243.8548	0	152.1379	0	0	0	1.0748	179.9793	0.2525	d_Bacteria;p_Nitrospirota;c_Nitrospiria;o_JACQBZ01;f_JACQBZ01;g_JACQCA01
g_Propionicimonas	529.9341	207.4375	0	113.5743	21.0106	245.8549	212.7049	16.0834	103.7172	87.9695	6.3702	14.9911	102.527	0	111.6829	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Propionibacteriales;f_Propionibacteriaceae;g_Propionicimonas
g_Halomonas C	0	0	923.2578	209.8091	0	635.8447	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Halomonadaceae;g_Halomonas C
g_Naka2016	0	0	163.8105	506.0942	33.1995	703.344	199.523	0	0	0	0	0	0	162.1622	0	d_Bacteria;p_Bacteroidota;c_Kapabacteria;o_Kapabacteriales;f_UBA2268;g_Naka2016
g_2-01-FULL-51-10	0	0	0	439.7598	0	285.5851	0	0	99.5495	0	0	0	0	938.0771	0	d_Bacteria;p_Patescibacteria;c_Paceibacteria;o_UBA9983 A;f_UBA1539 B;g_2-01-FULL-51-10
g_Yersinia	0	0	25.8987	0	0	0	0	30.193	0	0	1174.2664	28.8653	426.77	0	67.7502	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Yersinia
g_Pseudoxanthomonas A	139.1102	0	35.7831	410.3589	0	176.0263	311.828	15.1069	202.4861	0	0	223.1144	0	202.3712	33.3277	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Xanthomonadales;f_Xanthomonadaceae;g_Pseudoxanthomonas A
g_CADEEN01	0	0	377.9587	306.7521	0	531.2223	67.218	0	27.7761	0	0	0	0	436.2338	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_CADEEN01
g_Bog-756	0	0	282.366	160.4182	28.6136	787.1184	117.1738	0	96.8381	0	0	0	0	266.1535	0	d_Bacteria;p_Actinobacteriota;c_Acidimicrobiia;o_Acidimicrobiales;f_RAAP-2;g_Bog-756
g_JAAURS01	0	0	478.5664	346.034	185.1651	299.6246	216.6452	0	0	0	0	0	0	210.8986	0	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_Thermosynechococcales;f_Thermosynechococcaceae;g_JAAURS01
g_Ornithinibacter	1449.8787	54.9714	8.6206	0	0	0	0	83.8717	0	13.3448	3.0436	16.1311	24.5745	0	78.2519	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Dermatophilaceae;g_Ornithinibacter
g_Lampropedia	0	0	172.7811	0	0	424.9778	0	0	44.4418	0	0	574.7539	4.9336	488.5818	22.2109	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Lampropedia
g_JADKFE01	11.1131	0	0	615.7427	109.2133	262.2568	380.2614	0	169.4067	0	0	0	0	171.7661	0	d_Bacteria;p_Myxococcota A;c_UBA796;o_UBA796;f_CAJQPC01;g_JADKFE01
g_Pseudorhodoferax	36.0446	154.3827	50.818	0	82.2796	0	94.896	5.554	26.1422	0	0	1207.7981	0	20.5286	36.8163	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Pseudorhodoferax
g_Companilactobacillus	0	0	94.7364	329.1615	19.2003	62.1377	245.9119	729.1997	8.5056	20.1366	0.6676	11.3368	138.6427	37.5032	12.2521	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_Companilactobacillus
g_Arcanobacterium	252.7469	179.5773	0	0	12.2429	11.5416	28.2308	0	95.7011	312.0129	5.0225	27.2439	419.6345	60.4133	291.2929	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Actinomycetaceae;g_Arcanobacterium
g_JAAXHV01	0	0	186.072	264.2787	34.2032	457.6684	581.8027	0	167.5112	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_UBA4486;f_UBA4486;g_JAAXHV01
g_CAIOLF01	0	0	360.267	584.7869	31.2923	379.7674	96.1075	0	132.3797	0	0	0	0	103.9536	0	d_Bacteria;p_Patescibacteria;c_ABY1;o_2-01-FULL-39-33;f_2-01-FULL-39-33;g_CAIOLF01
g_Rhizomicrobium	13.7509	0	289.3463	854.7962	35.1852	227.7393	144.0846	0	0	0	0	22.1942	0	93.5085	6.8584	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Micropepsales;f_Micropepsaceae;g_Rhizomicrobium
g_Brevilactibacter	373.5036	115.7301	0	0	0	0	0	36.6168	142.6541	233.858	1.7519	45.6373	33.8459	0	696.7272	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Propionibacteriales;f_Propionibacteriaceae;g_Brevilactibacter
g_Paralactobacillus	0	0	0	0	0	0	86.0391	90.6416	0	219.586	4.4045	442.1614	831.6077	0	0	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_Paralactobacillus
g_JADFXB01	0	0	89.9233	510.8734	54.6743	265.4137	335.8403	7.8623	46.2591	0	0	0	0	363.2579	0	d_Bacteria;p_Proteobacteria;c_Magnetococcia;o_Magnetococcales;f_JADFXB01;g_JADFXB01
g_Hongsoonwoonella	0	0	61.3943	0	111.9853	181.2088	458.5839	0	157.9149	0	0	0	0	694.431	7.7944	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Stappiaceae;g_Hongsoonwoonella
g_Unclassified_o_Chitinivibrionales	0	0	342.3022	64.8231	0	561.2915	426.137	0	205.4383	0	7.2716	0	15.9644	46.0926	0	d_Bacteria;p_Fibrobacterota;c_Chitinivibrionia;o_Chitinivibrionales;f_Unclassified_o_Chitinivibrionales;g_Unclassified_o_Chitinivibrionales
g_QNEE01	0	0	221.4129	440.2629	0	637.4667	168.8911	0	69.7898	0	0	0	0	130.8701	0	d_Bacteria;p_UBP14;c_UBA6098;o_UBA6098;f_UBA6098;g_QNEE01
g_Prosthecobacter	40.1376	128.7537	256.9624	0	110.488	253.0791	330.8773	0	91.6784	166.7325	2.4239	0	0	271.934	0	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Verrucomicrobiales;f_Verrucomicrobiaceae;g_Prosthecobacter
g_Unclassified_f_Ktedonobacteraceae	17.2902	0	387.0297	109.9399	0	0	1084.0924	0	0	0	0	3.2461	0	0	48.1371	d_Bacteria;p_Chloroflexota;c_Ktedonobacteria;o_Ktedonobacterales;f_Ktedonobacteraceae;g_Unclassified_f_Ktedonobacteraceae
g_Klebsiella	0	0	9.9627	0	0	0	0	4.8013	7.5508	0	1261.8817	25.3291	336.6501	0	2.1137	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Klebsiella
g_REDSEA-S09-B13	17.6759	0	0	711.7626	0	284.4473	59.9874	0	223.0941	117.6696	0	0	0	233.5849	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Arenicellales;f_UBA868;g_REDSEA-S09-B13
g_CAIYPD01	0	0	143.4962	409.5445	12.4639	605.0532	153.1204	0	52.7275	0	0	0	0	262.6902	0	d_Bacteria;p_Firestonebacteria;c_D2-FULL-39-29;o_D2-FULL-39-29;f_D2-FULL-39-29;g_CAIYPD01
g_Robiginitomaculum A	0	0	189.9688	647.552	0	451.8751	190.5929	158.3183	0	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Caulobacterales;f_Maricaulaceae;g_Robiginitomaculum A
g_JADFXM01	60.0626	0	306.1944	608.8446	0	376.5626	190.5929	0	80.9965	0	0	0	11.3192	0	2.2158	d_Bacteria;p_Riflebacteria;c_Ozemobacteria;o_Ozemobacterales;f_Ozemobacteraceae;g_JADFXM01
g_Cellvibrio	0	0	68.1774	1018.471	33.1621	196.1688	16.975	0	91.1883	0	6.154	14.8747	0	190.7108	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Cellvibrionaceae;g_Cellvibrio
g_Unclassified_c_Blastocatellia	0	0	112.3345	515.8753	0	801.274	46.6156	0	0	0	0	0	0	155.0453	0	d_Bacteria;p_Acidobacteriota;c_Blastocatellia;o_Unclassified_c_Blastocatellia;f_Unclassified_c_Blastocatellia;g_Unclassified_c_Blastocatellia
g_Fusobacterium B	23.5062	0	13.4285	0	0	0	0	1158.1869	0	0	163.597	16.5674	168.215	78.5087	0.4296	d_Bacteria;p_Fusobacteriota;c_Fusobacteriia;o_Fusobacteriales;f_Fusobacteriaceae;g_Fusobacterium B
g_Scrofimicrobium	140.5806	312.3778	0	0	0	0	303.2704	3.3465	201.837	146.9206	1.4748	111.2304	292.8817	0	105.2343	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Actinomycetaceae;g_Scrofimicrobium
g_41-12-T18	0	0	55.7358	664.9593	16.944	466.1047	208.1591	0	0	0	0	0	0	202.6376	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Nitrosococcales;f_Methylophagaceae;g_41-12-T18
g_RGIG1995	0	0	188.9793	644.1794	43.0881	418.3375	58.8158	0	12.152	0	0	0	0	248.108	0.7764	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_CAG-272;g_RGIG1995
g_CAIOSP01	0	0	580.164	176.6387	0	367.076	154.8261	0	127.9557	0	0	0	0	198.5809	0	d_Bacteria;p_Myxococcota A;c_UBA796;o_UBA796;f_GCA-2862545;g_CAIOSP01
g_Paroceanicella	24.2122	0	0	328.4519	39.6574	834.8071	0	0	57.1723	0	0	3.9927	0	309.4479	0.3487	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Paroceanicella
g_Sulfitobacter	0	102.4912	50.6053	817.1212	70.5183	64.321	0	0	0	17.865	0	0	0	422.5573	51.0534	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Sulfitobacter
g_Halomonas	96.7123	50.1955	207.2948	129.6462	126.0375	280.6457	280.5622	4.1633	58.6967	26.52	0	45.1827	38.4944	138.2779	108.7616	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Halomonadaceae;g_Halomonas
g_Unclassified_o_Lachnospirales	4.161	0	313.8563	76.4179	74.9682	319.8165	195.3621	0	219.1197	0	35.7043	0	0	335.0793	12.0374	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Unclassified_o_Lachnospirales;g_Unclassified_o_Lachnospirales
g_Ereboglobus	41.9596	1144.6446	0	0	0	0	281.4363	0	116.2962	0	0	0	0	0	0	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Opitutales;f_Opitutaceae;g_Ereboglobus
g_RGIG4140	0	0	206.3938	281.4162	25.0979	324.8977	102.7771	0	343.3868	0	0	0	0	300.1527	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_RF32;f_UBA3637;g_RGIG4140
g_Methylomirabilis	0	0	52.5856	358.4998	63.9452	258.6821	261.8581	0	162.309	0	0	0	0	424.8538	0.5761	d_Bacteria;p_Methylomirabilota;c_Methylomirabilia;o_Methylomirabilales;f_Methylomirabilaceae;g_Methylomirabilis
g_Pseudonocardia	207.4552	1176.7928	0	0	15.4489	0	0	17.6738	17.3502	82.9818	1.4314	2.8598	7.4571	20.5286	32.0235	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Pseudonocardiaceae;g_Pseudonocardia
g_Glutamicibacter	363.1884	148.5877	0	0	0	0	0	3.704	147.9317	553.7419	3.1194	36.484	189.6714	0	129.079	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae;g_Glutamicibacter
g_Unclassified_f_Aerococcaceae	4.3295	0	0	0	31.5089	4.5767	211.4972	181.9826	4.786	111.9702	1.6709	75.5915	38.221	0	907.3117	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Aerococcaceae;g_Unclassified_f_Aerococcaceae
g_JAHJMN01	0	0	61.1872	434.6264	0	315.8252	210.4886	0	0	0	0	0	0	549.9626	0	d_Bacteria;p_Myxococcota;c_Polyangia;o_HGW-17;f_HGW-17;g_JAHJMN01
g_Albibacterium	0	0	212.9345	145.1672	25.8933	293.2945	265.0852	0	43.8158	0	0	0	0	584.9219	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Sphingobacteriales;f_Sphingobacteriaceae;g_Albibacterium
g_Pararheinheimera	0	0	207.1893	676.8251	62.9867	280.2852	64.4833	0	0	0	0	0	0	272.0156	7.0283	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Alteromonadaceae;g_Pararheinheimera
g_Yimella	875.4974	460.5027	0	0	36.2251	0	0	3.4085	43.3075	73.774	2.4182	4.2732	6.8281	0	61.5444	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Dermatophilaceae;g_Yimella
g_GCA-2724185	0	0	126.4252	526.7158	51.2453	238.4022	524.6286	0	65.0367	0	0	0	0	34.0475	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Arenicellales;f_UBA868;g_GCA-2724185
g_JAADEN01	0	0	0	600.2698	0	746.3533	66.3297	0	27.409	0	0	0	0	125.4955	0	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Anaerolineales;f_DRMV01;g_JAADEN01
g_Unclassified_f_UBA9968	0	0	855.7555	64.8231	69.3745	0	142.0457	0	58.6967	0	0	0	0	368.741	0	d_Bacteria;p_Desulfobacterota B;c_Binatia;o_UBA9968;f_UBA9968;g_Unclassified_f_UBA9968
g_21-14-0-20-44-7	0	0	843.8147	63.9186	34.2032	166.0378	140.0636	0	173.6329	0	0	0	0	136.3484	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rickettsiales;f_21-14-0-20-44-7;g_21-14-0-20-44-7
g_Actinosynnema	77.3697	50.506	316.8627	133.919	120.5524	77.4363	45.3519	4.3608	188.5983	323.6628	0	0.7977	6.9782	192.3152	18.5887	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Pseudonocardiaceae;g_Actinosynnema
g_Roseibium	0	0	517.3164	0	73.2727	489.3252	260.8271	0	21.3953	0	2.0747	6.9135	9.4274	65.5815	110.2541	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Stappiaceae;g_Roseibium
g_DT-91	35.7743	0	0	273.7548	58.5952	711.1183	299.937	0	99.1529	0	0	0	0	77.8616	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_DT-91;g_DT-91
g_Bog-209	24.6686	134.5901	66.4543	0	323.2395	225.5782	390.907	0	24.7882	0	0	0	0	365.1369	0	d_Bacteria;p_Acidobacteriota;c_Acidobacteriae;o_Acidobacteriales;f_SbA1;g_Bog-209
g_Unclassified_f_SG8-38	16.5062	0	222.3286	101.0477	0	393.7294	498.2043	0	0	0	0	0	0	323.3262	0	d_Bacteria;p_Myxococcota;c_Polyangia;o_Polyangiales;f_SG8-38;g_Unclassified_f_SG8-38
g_Rathayibacter	39.0407	604.9298	0	0	443.7797	0	240.9094	0	27.0515	92.8202	4.1109	4.0459	0	78.1731	17.0801	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Microbacteriaceae;g_Rathayibacter
g_Nostoc	110.8181	794.4452	267.798	0	0	99.5764	0	0	134.5264	46.1592	2.7776	32.2717	6.907	52.8197	0.676	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_Cyanobacteriales;f_Nostocaceae;g_Nostoc
g_UBA4951	0	0	60.4734	412.2748	110.3055	356.9814	602.2736	0	0	0	0	0	0	0	0	d_Bacteria;p_Firmicutes;c_Bacilli;o_RFN20;f_CAG-826;g_UBA4951
g_Unclassified_f_Egibacteraceae	65.5086	141.5919	279.6457	158.8728	255.0416	0	348.135	12.2253	35.9644	0	2.2637	8.7701	0	225.9338	1.7512	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Euzebyales;f_Egibacteraceae;g_Unclassified_f_Egibacteraceae
g_JAHIVH01	0	0	523.7852	0	86.8547	374.7836	237.1156	0	73.4864	0	0	0	0	230.8261	0	d_Bacteria;p_Desulfobacterota;c_Desulfobacteria;o_Desulfobacterales;f_YD0425bin50;g_JAHIVH01
g_F1-20-MAGs160	7.2065	235.9107	119.3696	259.8471	23.6074	146.3233	270.8845	0	375.5334	20.5605	0	0	0	55.5532	0	d_Bacteria;p_Actinobacteriota;c_Acidimicrobiia;o_Acidimicrobiales;f_UBA8139;g_F1-20-MAGs160
g_GCA-2715965	0	0	682.764	55.4133	0	239.9068	0	0	23.9302	0	0	0	0	512.2229	0	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Pedosphaerales;f_GCA-2715965;g_GCA-2715965
g_Unclassified_f_Palsa-1178	0	0	69.9114	238.3091	85.0139	619.0428	87.0338	0	71.9289	0	0	0	0	338.9007	0	d_Bacteria;p_Goldbacteria;c_PGYV01;o_PGYV01;f_Palsa-1178;g_Unclassified_f_Palsa-1178
g_Brevefilum	227.8345	896.173	38.8896	88.3762	0	0	48.4143	0	20.0059	0	1.6523	0	0	188.5203	0	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Anaerolineales;f_Anaerolineaceae;g_Brevefilum
g_Roseofilum	0	0	68.7198	0	0	578.8887	513.3013	0	347.1416	0	0	0	0	0	0	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_Cyanobacteriales;f_Desertifilaceae;g_Roseofilum
g_JABDPF01	21.1777	0	732.5785	156.1647	0	67.6101	413.2237	19.9525	35.3514	0	0	4.7711	0	55.5207	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Xanthomonadales;f_SZUA-36;g_JABDPF01
g_Listeria	0	0	3.5625	936.9882	83.5648	202.8303	85.5502	1.8689	25.7101	0	7.0502	1.0428	35.8881	113.9196	1.3553	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Listeriaceae;g_Listeria
g_Blastochloris	28.9657	0	312.1207	88.6612	0	460.6211	582.8454	13.645	0	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Xanthobacteraceae;g_Blastochloris
g_Enterococcus	0	0	536.2172	135.394	0	234.4705	127.7153	0	155.8559	24.15	8.1954	69.5605	161.29	0	30.0666	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Enterococcaceae;g_Enterococcus
g_Chlorobium	0	0	392.7711	543.5253	43.599	0	0	117.76	0	0	1.1445	21.1607	7.5378	352.1503	0	d_Bacteria;p_Bacteroidota;c_Chlorobia;o_Chlorobiales;f_Chlorobiaceae;g_Chlorobium
g_Hydrogenophaga	11.6539	0	69.9114	158.8728	42.5069	412.6952	0	2.1714	35.9644	0	0	702.3969	0	0	37.1537	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Hydrogenophaga
g_JADDFT01	1.8333	0	333.3356	319.7886	46.5369	276.9022	276.6257	0	63.5048	0	0	0	0	153.6048	0	d_Bacteria;p_KSB1;c_UBA2214;o_JACIZP01;f_JADDFT01;g_JADDFT01
g_Stigonema	0	0	0	713.0539	48.3796	290.9853	284.0913	0	88.045	0	0	0	0	46.0926	0	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_Cyanobacteriales;f_Nostocaceae;g_Stigonema
g_Hymenobacter	213.3546	783.6773	99.956	56.7872	60.7744	0	124.4367	8.7395	0	0	0	0	0	121.136	0.8962	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Cytophagales;f_Hymenobacteraceae;g_Hymenobacter
g_Paeniglutamicibacter	168.7016	0	0	0	15.7467	0	0	22.8999	0	144.6554	1.2564	274.5136	95.4283	279.1896	465.0592	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae;g_Paeniglutamicibacter
g_GCA-014117445	112.806	553.916	91.1659	0	166.2897	0	340.4813	6.2481	62.5311	32.1839	0	21.6639	0	73.6556	0.5286	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_GCA-014117445
g_Thioalkalivibrio B	0	0	311.2601	505.2387	0	262.4863	166.0681	0	0	0	0	0	0	215.5508	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Ectothiorhodospirales;f_Thioalkalivibrionaceae;g_Thioalkalivibrio B
g_PUPG01	0	0	0	571.4281	0	252.8763	232.8377	0	0	0	0	0	0	401.1158	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_UBA7960;g_PUPG01
g_Paludibaculum	0	0	277.7483	28.69	83.5648	198.737	382.3863	36.0506	154.3948	0	0	0	0	294.642	0	d_Bacteria;p_Acidobacteriota;c_Acidobacteriae;o_Bryobacterales;f_Bryobacteraceae;g_Paludibaculum
