class	S149	S150	S152	S153	S157	S113	S114	S130	S146	S802	S20	S27	S32	S45	S107	taxonomy
c_UBA8468	30.451	57.993	57.4787	0	25.6917	0	11.574	0	28.004	20.104	0	0	5.7289	9.2905	0.4681	d_Bacteria;p_Ratteibacteria;c_UBA8468
c_DSM-4660	0	0	0	18.8303	15.4033	32.4602	44.0093	0	0	0	0	0	0	133.6812	0	d_Bacteria;p_Desulfobacterota;c_DSM-4660
c_UBA727	0	0	0	32.9389	0	56.7812	36.4148	0	0	0	0	0	0	116.9212	0	d_Bacteria;p_Myxococcota;c_UBA727
c_JABDJQ01	18.236	0	28.6849	0	0	0	34.6561	0	0	160.5273	0	0	0	0	0	d_Bacteria;p_JABDJQ01;c_JABDJQ01
c_Abditibacteria	0	0	0	24.3052	0	216.7068	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Armatimonadota;c_Abditibacteria
c_AABM5-125-24	0	0	0	0	192.05	0	0	0	0	18.7851	0	0	0	26.043	0	d_Bacteria;p_AABM5-125-24;c_AABM5-125-24
c_GWC2-55-46	0	0	69.4754	0	0	0	0	0	13.5396	0	0	2.0415	0	134.7544	0	d_Bacteria;p_Desulfobacterota;c_GWC2-55-46
c_Caldisericia	55.3368	140.5163	0	0	0	0	21.0327	0	0	0	0	0	0	0	0	d_Bacteria;p_Caldisericota;c_Caldisericia
c_Cloacimonadia	0	0	70.4448	25.6617	0	66.3547	28.3697	0	0	0	0	0	0	22.7724	1.721	d_Bacteria;p_Cloacimonadota;c_Cloacimonadia
c_Unclassified_p_Acidobacteriota	9.2494	0	0	0	0	27.4088	0	0	178.6286	0	0	0	0	0	0	d_Bacteria;p_Acidobacteriota;c_Unclassified_p_Acidobacteriota
c_JACPQY01	0	0	0	10.2934	0	17.7441	0	0	0	0	0	0	0	182.6894	0	d_Bacteria;p_JACPQY01;c_JACPQY01
c_4484-113	0	0	0	139.4816	0	0	0	0	66.3287	0	0	0	0	0	0	d_Bacteria;p_4484-113;c_4484-113
c_WWE3	75.6965	0	0	0	0	0	0	0	41.7683	83.2925	0	0	0	0	4.5346	d_Bacteria;p_Patescibacteria;c_WWE3
c_Unclassified_p_Patescibacteria	46.2202	0	0	0	0	0	0	0	142.804	0	0	0	0	0	2.5544	d_Bacteria;p_Patescibacteria;c_Unclassified_p_Patescibacteria
c_MWCZ01	0	0	24.8697	125.3925	22.2324	0	13.8625	0	0	0	0	2.1924	0	0	0	d_Bacteria;p_Latescibacterota;c_MWCZ01
c_SHA-98	7.6055	0	0	0	0	0	14.4537	0	0	0	5.6445	160.3886	0	0	0	d_Bacteria;p_Firmicutes G;c_SHA-98
c_O2-12-FULL-43-9	0	0	0	31.3481	25.643	0	0	0	100.6236	0	0	0	0	27.8186	0	d_Bacteria;p_Bdellovibrionota E;c_O2-12-FULL-43-9
c_Chthonomonadetes	0	0	0	0	66.3702	0	44.8491	0	0	0	0	0	0	72.0011	1.2983	d_Bacteria;p_Armatimonadota;c_Chthonomonadetes
c_FAC87	0	0	124.1445	22.6118	0	0	0	0	18.1452	0	0	0	0	0	0	d_Bacteria;p_Bdellovibrionota;c_FAC87
c_UBA1144	0	0	0	0	0	163.2763	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Desulfobacterota D;c_UBA1144
c_Syntrophia	0	0	22.5381	0	0	0	27.2298	0	0	0	0	0	0	109.2874	3.2096	d_Bacteria;p_Desulfobacterota;c_Syntrophia
c_CSP1-3	0	0	0	0	0	0	0	0	0	0	0	1.2432	0	149.011	7.4073	d_Bacteria;p_CSP1-3;c_CSP1-3
c_RBG-16-71-46	0	0	62.8449	0	22.6793	0	0	0	0	70.9869	0	0	0	0	0.3099	d_Bacteria;p_Eisenbacteria;c_RBG-16-71-46
c_Unclassified_p_Firmicutes B	0	0	0	0	0	0	0	105.3377	0	0	8.8849	1.7651	31.2203	8.6964	0.3091	d_Bacteria;p_Firmicutes B;c_Unclassified_p_Firmicutes B
c_Deferribacteres	0	0	0	0	28.6248	0	0	0	0	0	0	0	0	124.2133	0.5215	d_Bacteria;p_Deferribacterota;c_Deferribacteres
c_UBA890	0	0	0	0	0	18.5036	0	0	57.4246	0	0	0	0	76.2035	0	d_Bacteria;p_Acidobacteriota;c_UBA890
c_UBA9980	0	0	0	95.6752	52.1754	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Wallbacteria;c_UBA9980
c_UBA5177	0	0	100.3686	0	0	9.4541	12.1262	0	0	0	0	0	0	9.7337	4.7143	d_Bacteria;p_Chloroflexota;c_UBA5177
c_JACRHL01	0	0	0	20.5103	0	17.6781	22.6746	0	0	0	0	0	0	72.8041	0	d_Bacteria;p_Nitrospirota;c_JACRHL01
c_Brevinematia	0	0	33.7319	12.2879	20.1032	0	13.5846	0	0	0	0	0	0	43.6176	0	d_Bacteria;p_Spirochaetota;c_Brevinematia
c_UBA5377	57.4842	6.9634	20.8617	0	0	0	8.3383	0	17.6216	2.4139	0	0	0	0	0	d_Bacteria;p_Armatimonadota;c_UBA5377
c_UBA3073	0	0	22.3387	12.2064	0	31.5625	0	0	0	0	0	0	0	43.3281	0	d_Bacteria;p_WOR-3;c_UBA3073
c_GBS-1	10.6629	50.7679	8.3863	0	0	0	20.264	0	9.8061	5.8664	0	0.7393	0	0	0	d_Bacteria;p_Synergistota;c_GBS-1
c_WYAZ01	0	0	0	0	53.8565	0	29.1145	4.584	0	0	0	1.0622	0	11.6851	0.2944	d_Bacteria;p_Myxococcota;c_WYAZ01
c_JADFXK01	0	0	11.1693	48.8254	0	21.0417	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Desulfobacterota;c_JADFXK01
c_2-12-FULL-45-22	0	0	24.8697	0	0	0	0	0	0	0	0	0	0	48.2372	0	d_Bacteria;p_Nitrospinota B;c_2-12-FULL-45-22
c_Syntrophobacteria	0	0	0	0	0	0	0	0	70.4866	0	0	0	0	0	0	d_Bacteria;p_Desulfobacterota;c_Syntrophobacteria
c_Geothermincolia	0	0	0	0	0	0	0	0	10.0738	0	0	0	0	50.1305	0	d_Bacteria;p_Actinobacteriota;c_Geothermincolia
c_UBA8248	0	0	0	0	0	0	0	0	54.4357	0	0	0	0	0	0	d_Bacteria;p_UBA8248;c_UBA8248
c_JACPTQ01	7.5518	0	0	0	0	0	0	0	0	0	0	0	28.4153	0	6.6749	d_Bacteria;p_Myxococcota;c_JACPTQ01
c_CPR3	0	15.1825	0	0	0	0	0	0	0	15.7896	0	0	0	0	0	d_Bacteria;p_Patescibacteria;c_CPR3
c_NPL-UPA2	0	0	0	0	0	15.0013	0	0	0	0	0	0	0	15.445	0	d_Bacteria;p_NPL-UPA2;c_NPL-UPA2
c_Aerophobia	0	0	0	0	29.6919	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Aerophobota;c_Aerophobia
c_Thermoanaerobacteria	0	0	0	0	0	0	0	0	0	0	22.1882	3.3213	0	0	3.7661	d_Bacteria;p_Firmicutes A;c_Thermoanaerobacteria
c_Desulfobaccia	0	0	28.2041	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Desulfobacterota;c_Desulfobaccia
c_UBA2242	0	0	0	0	0	0	26.87	0	0	0	0	0	0	0	0	d_Bacteria;p_Marinisomatota;c_UBA2242
c_Dojkabacteria	0	0	0	0	0	0	0	0	0	0	0	22.2864	0	0	0.5615	d_Bacteria;p_Patescibacteria;c_Dojkabacteria
c_Sumerlaeia	0	0	0	0	8.3732	0	11.3163	0	0	0	0	0	0	0	0	d_Bacteria;p_Sumerlaeota;c_Sumerlaeia
c_Endomicrobia	0	0	0	0	0	0	0	3.488	0	0	13.4574	0	0	0	0	d_Bacteria;p_Elusimicrobiota;c_Endomicrobia
c_Leptospirillia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.9852	d_Bacteria;p_Nitrospirota A;c_Leptospirillia
c_Chrysiogenetes	0	0	0	0	0	0	10.7196	0	0	0	0	0	0	0	3.0347	d_Bacteria;p_Chrysiogenota;c_Chrysiogenetes
c_UBA6077	0	0	0	0	0	0	0	0	0	0	0	0	4.0799	0	8.1671	d_Bacteria;p_Chloroflexota;c_UBA6077
c_Peptococcia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.539	d_Bacteria;p_Firmicutes B;c_Peptococcia
c_Thermosediminibacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.1672	d_Bacteria;p_Firmicutes A;c_Thermosediminibacteria
c_Unclassified_p_Desulfobacterota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0643	d_Bacteria;p_Desulfobacterota;c_Unclassified_p_Desulfobacterota
c_Ch29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0413	d_Bacteria;p_Firmicutes A;c_Ch29
c_TC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7613	d_Bacteria;p_Firmicutes B;c_TC1
c_DTU030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0672	d_Bacteria;p_DTU030;c_DTU030
