order	S149	S150	S152	S153	S157	S113	S114	S130	S146	S802	S20	S27	S32	S45	S107	taxonomy
o_Paceibacterales	0	0	476.5955	416.7618	41.252	274.0585	221.9226	2.9549	27.579	0	1.3176	0.4685	0	299.8194	0.3507	d_Bacteria;p_Patescibacteria;c_Paceibacteria;o_Paceibacterales
o_AKYH767	10.7342	0	288.5393	73.8097	163.2578	165.6279	245.4507	0	232.3601	0	0	24.7286	0	545.8788	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_AKYH767
o_Babeliales	0	0	258.2226	152.3096	63.0342	472.257	73.22	0	0	0	11.0003	10.3022	16.3196	119.997	558.3098	d_Bacteria;p_Dependentiae;c_Babeliae;o_Babeliales
o_Desulfuromonadales	0	76.5972	248.3951	253.9754	166.8361	151.3089	412.5415	7.2207	87.0977	13.2767	0	0	0	310.9685	0	d_Bacteria;p_Desulfobacterota;c_Desulfuromonadia;o_Desulfuromonadales
o_Brachyspirales	740.6613	0	200.4937	0	445.5553	176.7218	56.7726	4.8998	0	0	1.582	10.5959	20.1948	58.0616	2.5903	d_Bacteria;p_Spirochaetota;c_Brachyspirae;o_Brachyspirales
o_Unclassified_c_Dehalococcoidia	0	0	162.3084	417.7701	17.2095	463.7128	168.7822	0	112.6806	0	1.9874	0	0	367.1257	0	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia;o_Unclassified_c_Dehalococcoidia
o_Haliangiales	50.4473	144.303	316.4192	141.253	331.2524	231.3631	366.1675	0	22.5475	14.4738	2.7824	0	0	84.7646	0	d_Bacteria;p_Myxococcota;c_Polyangia;o_Haliangiales
o_PWTM01	0	0	319.528	453.9527	57.1288	300.9761	38.6043	0	186.8117	0	0	0	0	309.8782	0	d_Bacteria;p_Verrucomicrobiota;c_Kiritimatiellae;o_PWTM01
o_Leptolyngbyales	17.4378	0	310.9761	263.2648	86.9328	268.2617	304.2657	2.8934	169.1542	23.1126	0.0934	0.0879	11.8552	185.6502	1.1891	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_Leptolyngbyales
o_Arenicellales	12.636	0	113.1134	563.162	49.4315	246.8414	236.8261	0	160.2073	97.3276	0	0	0	153.6034	6.1059	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Arenicellales
o_XYA12-FULL-58-9	66.4935	238.455	96.1004	446.784	204.2673	144.9838	81.816	0	57.6731	86.6721	0	1.9824	0	185.4468	0	d_Bacteria;p_Myxococcota;c_XYA12-FULL-58-9;o_XYA12-FULL-58-9
o_Unclassified_p_Chloroflexota	40.1041	34.7101	549.733	101.6316	43.3652	266.4532	253.9225	0	43.2384	0	0	0	5.1433	269.1798	0	d_Bacteria;p_Chloroflexota;c_Unclassified_p_Chloroflexota;o_Unclassified_p_Chloroflexota
o_Steroidobacterales	0	0	693.4748	429.3464	0	415.216	0	0	36.6662	0	0	22.737	0	0	4.3893	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Steroidobacterales
o_Vicinamibacterales	51.138	40.868	102.8589	129.1276	111.3725	312.4651	571.3122	18.5676	64.6476	2.8118	0	1.8467	0	104.8439	57.0633	d_Bacteria;p_Acidobacteriota;c_Vicinamibacteria;o_Vicinamibacterales
o_Brevibacillales	228.3435	0	0	30.3147	18.4211	0	58.4095	0	1013.6748	47.4203	22.1034	0	0	53.803	28.8178	d_Bacteria;p_Firmicutes;c_Bacilli;o_Brevibacillales
o_RZYC01	0	113.6144	180.0235	333.4888	11.0889	233.6817	104.905	0	69.3672	91.9004	0	0	0	333.0319	0	d_Bacteria;p_Verrucomicrobiota;c_Kiritimatiellae;o_RZYC01
o_SJA-28	0	0	191.434	376.6582	89.0758	208.3057	120.3845	0	107.8261	0	0	0	0	377.1581	0	d_Bacteria;p_Bacteroidota;c_Ignavibacteria;o_SJA-28
o_UBA2565	0	0	598.3473	238.645	9.8541	274.0069	66.5882	0	77.3352	0	0	0	0	203.1123	0	d_Bacteria;p_Verrucomicrobiota;c_Lentisphaeria;o_UBA2565
o_UBA1177	0	0	373.6967	252.0247	41.7955	129.3396	408.2328	0	127.8263	0	0	0	0	96.5011	0	d_Bacteria;p_UBP6;c_UBA1177;o_UBA1177
o_Bacillales	112.1106	90.421	86.0547	0	169.7727	21.5177	192.7619	144.0369	311.0887	58.6871	26.2222	1.6136	24.8848	27.8186	145.9233	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales
o_UBA9983 A	0	0	0	630.0271	92.7365	114.1301	0	0	47.226	0	0	0	0	503.558	18.8973	d_Bacteria;p_Patescibacteria;c_Paceibacteria;o_UBA9983 A
o_Leptospirales	0	0	197.599	468.6642	40.4297	207.5012	169.3997	0	89.0758	0	0	0	0	215.4554	0	d_Bacteria;p_Spirochaetota;c_Leptospirae;o_Leptospirales
o_Chitinivibrionales	1.7577	0	381.9757	103.7316	34.2137	303.9855	261.8738	0	112.0073	0	6.6936	0.2437	14.2411	154.5176	4.9772	d_Bacteria;p_Fibrobacterota;c_Chitinivibrionia;o_Chitinivibrionales
o_RF39	0	0	273.4938	169.5589	44.3318	265.0391	228.3514	58.7317	84.124	0	34.9289	2.1015	47.6509	126.207	44.2551	d_Bacteria;p_Firmicutes;c_Bacilli;o_RF39
o_Bradymonadales	0	41.4685	251.5096	133.9144	67.3932	241.5596	382.9949	0	13.9743	33.543	0	0	0	209.4943	0	d_Bacteria;p_Myxococcota;c_Bradymonadia;o_Bradymonadales
o_Unclassified_c_Anaerolineae	28.2234	0	126.3255	280.0646	22.9095	213.8428	92.8855	0	182.7465	0	0	0	32.1183	394.3934	0.6561	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Unclassified_c_Anaerolineae
o_UBA1400	21.4962	200.1102	135.1337	382.2216	32.2586	127.4912	165.9796	0	22.4113	56.7579	0	0	0	229.7086	0	d_Bacteria;p_Patescibacteria;c_Microgenomatia;o_UBA1400
o_Bacillales D	60.4562	0	212.7574	212.6616	57.4824	134.6761	97.1382	6.6117	17.0854	136.5444	32.9115	8.9018	19.0999	216.5708	133.44	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales D
o_Longimicrobiales	35.5337	0	502.4622	0	11.0889	309.8816	165.2932	0	110.8522	0	0	16.8505	0	170.9827	18.5102	d_Bacteria;p_Gemmatimonadota;c_Gemmatimonadetes;o_Longimicrobiales
o_Geobacterales	21.6495	51.5384	129.6343	199.0768	84.5813	212.1384	166.9056	0	9.9549	11.911	0	2.2515	0	406.81	26.0863	d_Bacteria;p_Desulfobacterota;c_Desulfuromonadia;o_Geobacterales
o_Thalassobaculales	0	0	348.4257	182.3892	130.5464	183.4771	117.8065	77.2865	44.7441	0	0	6.2245	0	215.8422	7.2962	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Thalassobaculales
o_UBA7694	0	0	300.5989	98.8168	37.1014	191.9708	319.3444	0	0	0	4.953	0	0	340.204	0	d_Bacteria;p_Cyanobacteria;c_Sericytochromatia;o_UBA7694
o_UBA9160	77.9462	168.4362	170.3192	0	17.9808	373.8109	56.5662	0	249.9391	0	0	1.9824	0	150.4176	0	d_Bacteria;p_Myxococcota A;c_UBA9160;o_UBA9160
o_Balneolales	39.3004	291.0694	138.9373	264.3004	100.7095	0	97.9435	7.8396	29.7219	0	0	30.3739	12.323	248.5945	0	d_Bacteria;p_Bacteroidota;c_Rhodothermia;o_Balneolales
o_Desulfarculales	26.2003	0	140.7	365.147	39.9637	153.3327	250.0854	0	38.1838	0	0	0	0	243.6211	0	d_Bacteria;p_Desulfobacterota;c_Desulfarculia;o_Desulfarculales
o_WVXJ01	43.5683	460.9696	0	0	61.2648	21.5177	82.7984	0	40.0673	543.3232	0	0	0	0	0	d_Bacteria;p_Armatimonadota;c_CAIYQO01;o_WVXJ01
o_Pyrinomonadales	14.1389	195.864	248.4412	78.8182	80.7925	135.8692	184.1098	0	38.1463	0	6.0202	6.0065	0	250.476	1.8565	d_Bacteria;p_Acidobacteriota;c_Blastocatellia;o_Pyrinomonadales
o_UBA1018	41.8382	20.7483	122.7189	314.0145	183.4037	95.6371	194.1365	0	17.0123	14.3853	0	80.0596	0	141.0973	3.8229	d_Bacteria;p_Bdellovibrionota;c_Bdellovibrionia A;o_UBA1018
o_Gastranaerophilales	0	45.4796	163.3341	65.9435	75.8509	313.9881	321.7675	46.6192	11.7595	47.2982	0	0	0	136.5439	0	d_Bacteria;p_Cyanobacteria;c_Vampirovibrionia;o_Gastranaerophilales
o_Erysipelotrichales	16.2361	0	38.1022	52.0497	4.1481	89.7249	34.923	237.1591	0	8.2418	131.4617	7.5488	144.4968	4.5001	453.7922	d_Bacteria;p_Firmicutes;c_Bacilli;o_Erysipelotrichales
o_Phormidesmiales	57.6702	253.1038	97.5992	106.6608	74.6735	167.7503	136.0021	0	51.6566	0	0	0	0	269.3314	0	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_Phormidesmiales
o_Ectothiorhodospirales	0	0	194.7892	236.8794	19.3284	247.4598	210.9445	0	18.9612	0	0	0	0	273.7692	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Ectothiorhodospirales
o_Desulfobulbales	97.6647	170.3583	96.469	70.2837	95.7613	45.729	117.3074	0	212.4607	82.6796	0	10.2968	0	189.5412	2.7741	d_Bacteria;p_Desulfobacterota;c_Desulfobulbia;o_Desulfobulbales
o_UBA994	5.1026	0	223.2572	194.7669	34.8647	229.6232	133.0266	8.0476	295.861	0	0.5699	0	9.0123	56.5386	0.3682	d_Bacteria;p_Firmicutes H;c_UBA994;o_UBA994
o_Chthoniobacterales	9.4121	0	222.0766	113.2578	16.5926	115.1018	196.7574	0	17.3116	0	0	0	0	431.3732	25.1165	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Chthoniobacterales
o_Legionellales	11.671	0	144.285	120.3768	298.485	190.2169	66.5398	0	75.1323	0	0	0	0	178.0391	49.1919	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Legionellales
o_Beggiatoales	13.981	27.2391	161.1091	91.6123	144.6184	231.8582	188.953	0	22.2728	0	0	131.9803	0	92.7237	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Beggiatoales
o_Selenomonadales	0	0	19.6441	106.8721	21.8556	0	0	6.9173	85.7615	0	14.0949	768.1716	10.8732	69.0075	0	d_Bacteria;p_Firmicutes C;c_Negativicutes;o_Selenomonadales
o_PCC-6307	156.4213	0	147.4027	241.6323	23.7536	138.8444	222.6087	0	32.2004	25.4989	0	3.2486	0	71.4756	1.7811	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_PCC-6307
o_Ardenticatenales	0	0	241.5571	422.3749	64.7824	227.5321	0	0	14.1226	0	0	0	0	93.7048	0	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Ardenticatenales
o_Diplorickettsiales	0	0	190.511	338.3233	85.1542	80.0087	115.0845	0	13.9228	0	0	0	0	230.947	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Diplorickettsiales
o_Bdellovibrionales	9.8452	0	171.4353	78.2778	125.7634	91.6659	62.1765	0	78.0926	10.8331	0	1.9101	0	422.9832	0	d_Bacteria;p_Bdellovibrionota;c_Bdellovibrionia;o_Bdellovibrionales
o_Marinisomatales	27.6684	87.8227	225.4632	39.2688	171.6878	203.8437	208.0298	16.5579	66.578	0	0	3.8367	0	0	0	d_Bacteria;p_Marinisomatota;c_Marinisomatia;o_Marinisomatales
o_JAAYKL01	0	0	405.6864	24.6307	50.6919	123.9996	95.7391	0	63.9541	0	0	0	0	273.2918	0	d_Bacteria;p_Myxococcota;c_Polyangia;o_JAAYKL01
o_BM507	59.1365	0	158.2895	10.7131	40.9435	522.7448	35.5309	0	36.5486	77.6176	0	0	0	95.3781	0.2395	d_Bacteria;p_Patescibacteria;c_ABY1;o_BM507
o_Euzebyales	153.013	86.5701	116.7293	63.7835	156.5263	0	157.6031	11.1024	17.0614	29.2569	2.3776	12.236	52.0017	113.2041	61.3006	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Euzebyales
o_UBA8477	0	0	61.5676	292.2039	73.4598	222.3852	0	0	239.7443	0	1.9307	0	0	139.8879	0	d_Bacteria;p_Marinisomatota;c_UBA8477;o_UBA8477
o_UBA2214	0	0	408.5526	63.7835	0	302.3679	0	0	17.0614	0	0	0	0	226.4081	0.7129	d_Bacteria;p_KSB1;c_UBA2214;o_UBA2214
o_Rhodothermales	0	0	179.3898	0	154.5641	328.4941	92.8855	0	0	0	0	0	9.524	249.1009	0	d_Bacteria;p_Bacteroidota;c_Rhodothermia;o_Rhodothermales
o_Competibacterales	20.4429	0	117.408	151.4619	12.3479	256.5834	208.2782	0	12.1134	0	0	82.2972	9.615	115.9385	18.3722	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Competibacterales
o_HGW-17	11.671	0	25.5407	174.4918	0	308.4253	183.3306	0	9.4908	0	0	0	0	275.5586	0	d_Bacteria;p_Myxococcota;c_Polyangia;o_HGW-17
o_Nitrospirales	0	0	169.389	70.1348	95.6181	327.733	103.381	0	158.1797	0	0	0	0	62.2382	0	d_Bacteria;p_Nitrospirota;c_Nitrospiria;o_Nitrospirales
o_Micavibrionales	11.3005	30.4102	56.3725	194.1215	28.1256	232.7579	156.6325	0	124.9292	0	0	0	0	130.0183	1.0867	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Micavibrionales
o_Coriobacteriales	75.4161	75.4758	21.2124	41.9564	53.9423	0	37.1147	71.1311	11.4158	14.3769	368.485	16.0194	20.1062	0	152.9306	d_Bacteria;p_Actinobacteriota;c_Coriobacteriia;o_Coriobacteriales
o_Thermosynechococcales	0	0	222.3006	157.3971	123.7151	188.7369	101.3772	0	3.2942	0	0	0	0	154.85	0	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_Thermosynechococcales
o_JACCYU01	0	122.0051	220.2936	168.7636	64.6692	279.7307	87.3994	0	6.945	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_JACCYU01
o_Fimbriimonadales	0	0	208.2205	0	17.1604	307.9381	53.1931	0	239.0462	0	0	0	0	106.6116	0	d_Bacteria;p_Armatimonadota;c_Fimbriimonadia;o_Fimbriimonadales
o_Unclassified_c_Verrucomicrobiae	8.5816	0	154.5472	168.3204	11.5132	269.1893	120.1703	0	146.0019	0	0	1.19	0	42.0395	0	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Unclassified_c_Verrucomicrobiae
o_UBA3495	11.0674	0	288.5838	228.3009	15.5627	114.786	126.1961	0	21.5304	0	0	0	0	107.1422	0	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia;o_UBA3495
o_Obscuribacterales	0	0	52.7722	107.4342	31.4507	279.7541	232.5624	0	46.5834	0	0	0	0	154.5427	0	d_Bacteria;p_Cyanobacteria;c_Vampirovibrionia;o_Obscuribacterales
o_Ozemobacterales	82.956	101.6202	127.8112	244.4361	53.3052	150.488	77.2086	0	53.1458	0	0	0	10.0974	0	2.0625	d_Bacteria;p_Riflebacteria;c_Ozemobacteria;o_Ozemobacterales
o_HRBIN30	0	0	198.653	414.3474	30.7463	61.163	43.8811	0	0	0	0	0	0	123.2825	1.6229	d_Bacteria;p_Desulfobacterota B;c_Binatia;o_HRBIN30
o_Palsa-1104 A	0	0	165.125	82.2432	46.3966	291.8615	89.3332	0	34.803	92.3965	0	0	0	63.1752	0	d_Bacteria;p_Myxococcota;c_Polyangia;o_Palsa-1104 A
o_UBA1113	22.1347	70.2581	141.5533	0	89.5491	0	526.1619	0	0	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_UBA1113
o_SZUA-6	0	0	153.503	55.9183	25.2133	48.1968	33.6673	0	98.9372	0	0	0	0	432.5557	0	d_Bacteria;p_Spirochaetota;c_Spirochaetia;o_SZUA-6
o_SZUA-336	0	705.2835	19.4175	0	0	0	0	0	0	108.6646	0	0	0	0	0	d_Bacteria;p_Myxococcota A;c_UBA9160;o_SZUA-336
o_Xenobiales	0	0	14.676	251.2547	0	45.6469	63.7478	0	66.578	0	0	0	0	389.2076	0	d_Bacteria;p_Eremiobacterota;c_Xenobia;o_Xenobiales
o_Ammonifexales	0	0	187.7557	319.181	74.5979	137.5535	25.2045	0	0	0	0	0	0	80.9269	0	d_Bacteria;p_Firmicutes B;c_Desulfotomaculia;o_Ammonifexales
o_Desulfuribacillales	0	0	0	0	0	0	29.6091	708.6124	0	0	4.5924	4.3209	30.5427	23.7674	0	d_Bacteria;p_Firmicutes;c_Bacilli;o_Desulfuribacillales
o_DTU080	21.9081	0	223.9968	123.4986	87.4221	147.9702	41.6347	0	100.7381	0	0	0	0	42.7531	0	d_Bacteria;p_Firmicutes G;c_Limnochordia;o_DTU080
o_Fermentibacterales	5.305	0	25.0341	157.6231	7.4598	229.6216	20.1636	0	58.5446	0	0	0	0	264.142	0	d_Bacteria;p_Fermentibacterota;c_Fermentibacteria;o_Fermentibacterales
o_JACQBZ01	1.0192	0	173.1478	176.9592	22.9313	120.811	98.7848	0	72.1738	0	0	0	0.9588	90.1786	0.235	d_Bacteria;p_Nitrospirota;c_Nitrospiria;o_JACQBZ01
o_Chlorobiales	4.8926	0	163.95	218.212	26.758	0	0	106.9439	0	0	1.0535	18.6214	15.9287	176.4448	5.4525	d_Bacteria;p_Bacteroidota;c_Chlorobia;o_Chlorobiales
o_Thermodesulfovibrionales	0	392.5431	0	0	64.4739	0	49.1893	76.5369	0	126.1286	21.6978	0	0	0	0	d_Bacteria;p_Nitrospirota;c_Thermodesulfovibrionia;o_Thermodesulfovibrionales
o_Micropepsales	9.8301	0	120.7785	343.1796	21.5941	91.0129	58.3682	0	0	0	0	27.4457	0	46.8524	11.0238	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Micropepsales
o_UBA6777	0	0	129.5078	0	0	71.2665	338.797	0	24.1277	0	0	0	0	151.4129	0	d_Bacteria;p_Myxococcota;c_UBA6777;o_UBA6777
o_2-01-FULL-39-33	0	0	150.3821	234.7775	19.205	151.7688	38.9328	0	62.8005	0	0	0	0	52.0859	0	d_Bacteria;p_Patescibacteria;c_ABY1;o_2-01-FULL-39-33
o_Methylomirabilales	0	0	21.9502	143.9288	39.245	103.3787	106.0779	0	76.9989	0	0	0	0	212.8729	0.5363	d_Bacteria;p_Methylomirabilota;c_Methylomirabilia;o_Methylomirabilales
o_UBA4486	0	0	77.6699	106.1014	20.9915	182.9008	235.6865	0	79.4668	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_UBA4486
o_UBA9968	0	0	357.2082	26.0249	42.5771	0	57.5423	0	27.8455	0	0	0	0	184.7576	0	d_Bacteria;p_Desulfobacterota B;c_Binatia;o_UBA9968
o_Dehalococcoidales	88.8079	154.8241	73.9172	129.248	13.2157	90.5132	35.7217	18.9233	8.6431	0	0	17.3773	0	64.5164	0	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia;o_Dehalococcoidales
o_D2-FULL-39-29	0	0	59.898	164.422	7.6494	241.8011	62.0286	0	25.0138	0	0	0	0	131.6208	0	d_Bacteria;p_Firestonebacteria;c_D2-FULL-39-29;o_D2-FULL-39-29
o_UBA6098	0	0	92.4218	176.7547	0	254.7547	68.4173	0	33.1081	0	0	0	0	65.5724	0	d_Bacteria;p_UBP14;c_UBA6098;o_UBA6098
o_Victivallales	0	0	0	238.5136	47.7072	235.1582	50.3406	7.6279	16.2177	0	6.0113	1.7675	0	80.7045	0	d_Bacteria;p_Verrucomicrobiota;c_Lentisphaeria;o_Victivallales
o_Unclassified_c_Blastocatellia	0	0	46.8905	207.1112	0	320.218	18.8838	0	0	0	0	0	0	77.6854	0	d_Bacteria;p_Acidobacteriota;c_Blastocatellia;o_Unclassified_c_Blastocatellia
o_Mycoplasmatales	0	0	6.9635	0	180.6893	0	34.5911	105.4857	0	60.6283	36.5361	79.103	157.2576	0	7.4103	d_Bacteria;p_Firmicutes;c_Bacilli;o_Mycoplasmatales
o_PGYV01	0	0	29.1823	95.6752	52.1754	247.3919	35.2571	0	34.1228	0	0	0	0	169.8061	0	d_Bacteria;p_Goldbacteria;c_PGYV01;o_PGYV01
o_SpSt-205	0	0	161.578	43.4431	16.7776	172.5758	0	0	58.7613	0	0	0	0	197.4224	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_SpSt-205
o_Hydrogenothermales	6.4191	0	219.5018	137.0751	72.2108	147.6839	0	0	0	0	0	0	0	60.8208	0	d_Bacteria;p_Aquificota;c_Aquificae;o_Hydrogenothermales
o_Oligoflexales	0	0	117.408	69.9865	104.7764	20.1075	90.1855	0	59.8666	0	0	0	0	179.4793	0	d_Bacteria;p_Bdellovibrionota;c_Oligoflexia;o_Oligoflexales
o_JC444	12.4885	96.5528	115.3407	21.468	203.9626	18.5036	91.884	0	0	39.4592	0	0	0	38.1018	0	d_Bacteria;p_Spirochaetota;c_Spirochaetia;o_JC444
o_Desulfotomaculales	0	10.5898	100.3022	347.1131	0	15.7464	40.3939	4.209	29.3208	51.3954	0	0	0	32.4243	0	d_Bacteria;p_Firmicutes B;c_Desulfotomaculia;o_Desulfotomaculales
o_Bacillales C	14.7226	93.4626	43.7647	0	200.1818	0	183.5211	19.6587	0	0	25.6897	0	27.6984	22.4591	0.2555	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales C
o_JACIZP01	1.3105	0	139.1405	128.3872	28.561	110.6601	112.0602	0	30.1265	0	0	0	0	76.9636	0	d_Bacteria;p_KSB1;c_UBA2214;o_JACIZP01
o_PIVX01	0	0	227.2768	130.5018	16.4513	36.6916	71.8903	0	41.7813	0	0	1.2077	0	82.1969	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_PIVX01
o_UBA8231	0	0	135.3497	29.0893	0	134.0608	191.7565	0	10.3748	0	0	0	0	91.9931	0	d_Bacteria;p_Latescibacterota;c_UBA2968;o_UBA8231
o_Saccharofermentanales	4.136	8.5609	0	238.937	35.5368	37.4443	72.0411	3.9118	37.3421	7.1927	0.3975	0.8515	17.7595	96.3794	30.8943	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Saccharofermentanales
o_4484-171	0	216.7538	26.8539	0	48.0125	0	129.7761	0	0	37.5702	0	0	0	130.2148	0	d_Bacteria;p_Omnitrophota;c_Koll11;o_4484-171
o_Unclassified_p_Verrucomicrobiota	129.7655	82.3781	128.4208	135.9891	0	0	0	0	15.9117	19.0383	0	0	0	70.0551	0	d_Bacteria;p_Verrucomicrobiota;c_Unclassified_p_Verrucomicrobiota;o_Unclassified_p_Verrucomicrobiota
o_Magasanikbacterales	56.8475	377.2164	0	0	11.602	0	0	0	41.6282	87.677	0	0	0	0	4.3373	d_Bacteria;p_Patescibacteria;c_ABY1;o_Magasanikbacterales
o_AABM5-25-91	0	0	139.2701	76.1003	46.688	147.5821	63.0981	0	0	0	0	0	0	101.2981	0	d_Bacteria;p_KSB1;c_UBA2214;o_AABM5-25-91
o_UBA1149	0	0	110.4055	120.656	17.945	132.3577	84.8834	0	17.6041	0	0	0	0	87.6037	0	d_Bacteria;p_Desulfobacterota B;c_Binatia;o_UBA1149
o_Nevskiales	11.671	111.1356	126.5011	31.4195	0	68.963	106.883	0	10.0853	12.8422	0	52.431	0	11.1528	27.3023	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Nevskiales
o_RBG-13-44-9	0	0	118.3252	0	35.2592	148.6069	0	0	0	0	0	0	0	261.634	0	d_Bacteria;p_Calditrichota;c_Calditrichia;o_RBG-13-44-9
o_AKYH767-A	0	0	65.1425	227.5164	29.1173	49.025	39.3515	0	60.8583	0	0	36.6843	0	50.475	4.8804	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_AKYH767-A
o_Unclassified_p_Firmicutes A	25.9652	0	0	0	0	0	12.2734	224.9213	0	40.7809	105.394	2.7806	75.8913	0	73.1057	d_Bacteria;p_Firmicutes A;c_Unclassified_p_Firmicutes A;o_Unclassified_p_Firmicutes A
o_Moorellales	0	0	142.7608	151.353	0	135.3839	16.8494	0	7.5877	0	0	0	0	100.6905	0	d_Bacteria;p_Firmicutes B;c_Moorellia;o_Moorellales
o_Palsa-1104	0	0	0	13.359	66.7036	93.1442	162.5639	0	35.734	0	0	0	0	180.2036	0	d_Bacteria;p_Myxococcota;c_Polyangia;o_Palsa-1104
o_TMED127	0	28.3772	156.1405	28.4395	0	171.5874	62.8812	0	97.4325	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_TMED127
o_TANB77	0	0	114.2204	0	40.8432	0	0	294.3045	0	0	25.5479	0.7621	32.2223	8.3837	25.6324	d_Bacteria;p_Firmicutes A;c_Clostridia;o_TANB77
o_UBA10030	39.3004	41.5813	68.9177	0	101.6247	0	195.7122	9.19	0	0	0	0	36.9689	39.968	0.5901	d_Bacteria;p_Bacteroidota;c_UBA10030;o_UBA10030
o_UBA12015	0	207.9067	0	0	0	15.2907	0	0	170.5189	135.1378	0	0	0	0	0	d_Bacteria;p_Desulfobacterota B;c_Binatia;o_UBA12015
o_SZUA-365	0	0	0	501.5702	0	0	0	0	26.833	0	0	0	0	0	0	d_Bacteria;p_Bacteroidota;c_SZUA-365;o_SZUA-365
o_SAR202	0	0	147.7682	38.4479	46.248	114.885	127.1606	23.8598	10.0566	0	0	0	0	18.6163	0	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia;o_SAR202
o_CF-121	3.9526	0	99.4787	22.0385	22.2324	229.5761	45.07	0	39.9851	0	0	0	0	55.578	0	d_Bacteria;p_Dormibacterota;c_Dormibacteria;o_CF-121
o_Absconditabacterales	0	0	70.1393	0	43.0852	166.126	40.5581	0	17.7346	0	0	0	0	180.1116	0	d_Bacteria;p_Patescibacteria;c_JAEDAM01;o_Absconditabacterales
o_P2-11E	43.1776	159.8924	45.2784	0	50.5961	9.2879	116.032	0	46.1191	23.7552	0	0	0	21.9555	0	d_Bacteria;p_Chloroflexota;c_Limnocylindria;o_P2-11E
o_Thermoflexales	29.8561	31.2498	0	16.9241	110.7528	14.5872	244.7739	0	0	10.8331	1.451	0	0	53.0561	0.7567	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Thermoflexales
o_Limnochordales	0	0	346.0694	0	36.3966	0	122.9734	0	0	0	0	0	0	0	0	d_Bacteria;p_Firmicutes G;c_Limnochordia;o_Limnochordales
o_UBA6257	0	0	41.5874	10.5291	85.6932	63.5266	88.8488	0	0	0	0	2.8168	0	205.5604	1.5613	d_Bacteria;p_Patescibacteria;c_Paceibacteria;o_UBA6257
o_Portnoybacterales	39.1406	62.1185	30.7838	0	165.1162	0	74.3839	0	0	0	0	2.7137	0	119.4165	0.7521	d_Bacteria;p_Patescibacteria;c_Paceibacteria;o_Portnoybacterales
o_Bin18	8.7812	0	21.839	134.4762	13.3491	187.3317	33.3761	0	16.1512	0	0	0	4.1301	71.1838	0	d_Bacteria;p_Desulfobacterota B;c_Binatia;o_Bin18
o_UBA3088	0	0	58.1965	190.799	39.0188	27.4088	105.4665	0	68.049	0	0	0	0	0	0	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia;o_UBA3088
o_GN15	11.9313	0	156.6789	0	32.3403	81.99	21.0327	0	76.8081	0	0	0	0	107.8881	0	d_Bacteria;p_Zixibacteria;c_MSB-5A5;o_GN15
o_JAEEML01	0	0	0	259.2974	0	99.33	95.5532	0	7.7066	0	0	0	0	25.567	0	d_Bacteria;p_Myxococcota;c_XYA12-FULL-58-9;o_JAEEML01
