order	S149	S150	S152	S153	S157	S113	S114	S130	S146	S802	S20	S27	S32	S45	S107	taxonomy
o_UBA12405	9.7554	185.789	0	0	109.7429	0	55.6183	0	85.3066	21.4687	0	2.7055	0	14.8817	1.1247	d_Bacteria;p_Patescibacteria;c_Microgenomatia;o_UBA12405
o_Cardiobacteriales	0	69.8486	26.2252	0	5.3601	0	101.9242	33.7981	87.7659	5.7238	57.4884	25.6235	34.0647	23.2593	9.9794	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Cardiobacteriales
o_Rubrobacterales	9.0155	0	70.9065	108.4857	50.7098	13.3579	17.1334	0	16.5822	0	0	2.5775	0	151.2832	37.1449	d_Bacteria;p_Actinobacteriota;c_Rubrobacteria;o_Rubrobacterales
o_RBC074	58.8905	93.4626	46.3169	25.3086	41.4053	0	55.9585	8.8106	27.0791	97.2	0	0	0	22.4591	0	d_Bacteria;p_Acidobacteriota;c_Blastocatellia;o_RBC074
o_CR04bin15	0	0	0	0	0	0	0	3.6588	0	0	293.3522	10.144	168.6197	0	0.3621	d_Bacteria;p_KSB1;c_UBA2214;o_CR04bin15
o_Limnocylindrales	8.8383	0	9.653	51.012	8.6294	45.2097	168.1317	0	29.8899	33.5066	0	2.2253	7.6433	88.7818	8.2698	d_Bacteria;p_Chloroflexota;c_Limnocylindria;o_Limnocylindrales
o_DSM-22653	9.0922	317.4553	45.8958	0	12.7852	46.319	0	5.4411	8.3615	10.0045	0	0	0	0	0	d_Bacteria;p_Firmicutes;c_Bacilli;o_DSM-22653
o_JABIPA01	0	0	0	0	0	27.488	0	0	0	0	0	0	0	424.5152	0	d_Bacteria;p_Margulisbacteria;c_Marinamargulisbacteria;o_JABIPA01
o_Kiloniellales	0	0	113.196	123.7056	0	106.6238	95.7317	0	0	0	0	0	0	10.9777	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Kiloniellales
o_Parvibaculales	11.8746	0	83.9064	34.9933	57.6488	59.6249	47.4626	0	68.5881	0	0.25	0	0	81.3724	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Parvibaculales
o_UBA4802	0	0	197.2087	0	35.2592	148.6069	0	0	23.0596	0	0	0	0	38.2506	0	d_Bacteria;p_Spirochaetota;c_UBA4802;o_UBA4802
o_UBA2400	0	0	6.0826	239.3034	0	11.4588	0	0	182.9849	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_UBA2400
o_Eubacteriales	0	0	162.8562	0	39.7054	97.6186	53.6611	0	7.0953	0	0	0	6.5848	43.074	28.0453	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Eubacteriales
o_SZUA-229	0	0	26.8539	176.0831	72.0187	50.5896	97.3321	0	15.7001	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_SZUA-229
o_UBA5066	0	0	0	202.2037	0	69.0025	95.8033	0	19.0226	0	0	0	0	51.2678	0	d_Bacteria;p_Acidobacteriota;c_Thermoanaerobaculia;o_UBA5066
o_Acholeplasmatales	0	0	296.9731	92.7273	0	0	0	0	0	0	0	0	0	41.1435	2.4397	d_Bacteria;p_Firmicutes;c_Bacilli;o_Acholeplasmatales
o_UBA10015	21.1153	0	10.0971	22.0691	89.0758	9.5108	160.5126	0	0	0	0	0	0	120.3404	0	d_Bacteria;p_Omnitrophota;c_Koll11;o_UBA10015
o_DRLW01	0	0	91.3763	224.6853	0	0	110.3978	0	0	0	0	0	0	0	0	d_Bacteria;p_KSB1;c_UBA2214;o_DRLW01
o_WFRC01	0	0	84.4238	0	15.0942	206.7575	101.998	0	0	0	0	0	0	16.3748	0	d_Bacteria;p_WOR-3;c_UBA3072;o_WFRC01
o_Coxiellales	0	0	82.8718	123.2658	23.2133	69.5299	49.1241	0	7.8878	0	0	0	0	67.0519	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Coxiellales
o_DSWW01	23.3931	178.2057	7.3594	8.0427	13.1579	0	26.6741	2.7999	17.2106	97.814	0	43.5492	0	0	0.5394	d_Bacteria;p_Desulfobacterota;c_DSWW01;o_DSWW01
o_XYD2-FULL-50-16	0	0	0	417.2727	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_SAR324;c_SAR324;o_XYD2-FULL-50-16
o_Sulfobacillales	6.1452	0	107.7096	75.455	8.6412	79.3437	35.0353	0	52.4769	0	0	0	0	52.2284	0.0337	d_Bacteria;p_Firmicutes E;c_Sulfobacillia;o_Sulfobacillales
o_CACIAM-69d	15.5425	246.669	0	0	21.8556	0	103.9684	0	0	17.1022	0	0	0	11.8549	0	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_CACIAM-69d
o_Methylacidiphilales	0	18.6925	18.5268	277.3072	16.9937	0	70.6503	3.7079	5.6981	0	0	0	0	0	0.2263	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Methylacidiphilales
o_Unclassified_c_Gemmatimonadetes	8.1876	51.9767	35.4171	0	11.5132	21.2296	260.6282	0	0	0	2.1117	7.0959	0	12.49	0.5506	d_Bacteria;p_Gemmatimonadota;c_Gemmatimonadetes;o_Unclassified_c_Gemmatimonadetes
o_Gloeobacterales	0	0	79.1308	147.0119	0	29.8146	9.5603	0	13.8791	0	0	23.1625	0	107.4374	0	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_Gloeobacterales
o_SS1-B-03-39	0	0	15.0703	247.042	26.9443	99.367	18.2074	0	0	0	0	0	0	0	0	d_Bacteria;p_Verrucomicrobiota;c_Kiritimatiellae;o_SS1-B-03-39
o_UBA4975	0	0	57.3698	0	0	216.1555	34.6561	0	67.0824	0	0	0	0	27.8186	0	d_Bacteria;p_Firmicutes D;c_Proteinivoracia;o_UBA4975
o_UBA7879	16.0477	0	0	0	22.5659	166.4398	152.487	0	44.2744	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_UBA7879
o_UBA6429	19.8733	94.6201	46.8905	0	55.8907	0	75.5353	0	54.829	21.8675	0	1.3779	0	30.3163	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_UBA6429
o_Thiohalomonadales	0	248.4739	0	0	55.0387	0	74.3839	0	0	0	0	8.1412	0	0	7.5004	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Thiohalomonadales
o_JACPHY01	0	0	37.4764	144.198	0	166.9408	0	0	43.8211	0	0	0	0	0	0	d_Bacteria;p_Patescibacteria;c_ABY1;o_JACPHY01
o_Jiangellales	257.9342	0	4.3187	0	0	0	0	39.3261	0	0	1.6481	11.8831	0	0	75.0189	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Jiangellales
o_Geminicoccales	43.2413	0	100.5686	21.9812	17.9808	75.7836	48.6014	0	23.5189	0	0	34.2784	0	19.5063	0.9629	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Geminicoccales
o_GWE2-31-10	0	123.235	20.357	0	90.9914	0	122.9734	0	0	0	1.9073	0	0	19.7422	0	d_Bacteria;p_Spirochaetota;c_GWE2-31-10;o_GWE2-31-10
o_Woeseiales	4.8926	41.0783	61.0711	0	6.8798	0	73.784	0	13.4983	0	0	0	0	176.4764	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Woeseiales
o_UBA1151	0	0	0	217.073	0	46.7746	0	0	113.5241	0	0	0	0	0	0	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia;o_UBA1151
o_UBA8366	0	0	0	336.9326	0	0	17.1013	0	22.5315	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_UBA8366
o_LD1-PB3	0	0	35.1815	38.4479	31.4507	165.6941	85.0102	0	20.5688	0	0	0	0	0	0	d_Bacteria;p_Verrucomicrobiota;c_Kiritimatiellae;o_LD1-PB3
o_NS11-12g	0	0	21.6676	0	0	183.6858	0	0	0	0	0	0	0	168.1056	0.5294	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_NS11-12g
o_UBA828	19.935	0	62.7148	0	140.1607	29.5368	113.6549	0	0	0	2.938	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_UBA828
o_DTJE01	18.4987	0	14.5491	0	130.0627	13.7044	140.622	5.5352	0	20.355	0	19.959	0	0	0.2911	d_Bacteria;p_Myxococcota;c_UBA9042;o_DTJE01
o_Elainellales	9.0155	28.6164	0	0	76.0647	173.5555	51.4001	16.1858	8.2911	0	0	0	0	0	0	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_Elainellales
o_SHVP01	57.6563	183.0077	30.2308	0	0	0	36.5238	11.5013	17.6744	21.1473	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_SHVP01
o_Halobacteroidales	5.8039	0	0	0	0	152.9075	0	163.9633	0	0	31.2205	0.8048	0	0	0	d_Bacteria;p_Firmicutes F;c_Halanaerobiia;o_Halobacteroidales
o_Immundisolibacterales	53.2948	112.776	0	0	41.6345	0	0	59.579	21.7832	65.1587	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Immundisolibacterales
o_SURF-5	0	0	0	0	0	248.109	106.0779	0	0	0	0	0	0	0	0	d_Bacteria;p_Abyssubacteria;c_SURF-5;o_SURF-5
o_Unclassified_p_Fibrobacterota	0	47.3834	117.408	25.6617	83.966	0	56.7393	17.8671	0	0	4.4001	0	0	0	0	d_Bacteria;p_Fibrobacterota;c_Unclassified_p_Fibrobacterota;o_Unclassified_p_Fibrobacterota
o_Desulfitobacteriales	0	0	45.8958	28.8862	70.8876	86.4622	0	11.5199	0	0	41.4401	0	12.5928	44.5098	6.1656	d_Bacteria;p_Firmicutes B;c_Desulfitobacteriia;o_Desulfitobacteriales
o_UBA1063	0	0	345.7906	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_WOR-3;c_Hydrothermia;o_UBA1063
o_UBA12225	0	0	0	0	17.7684	187.2213	24.0137	0	0	0	0	0	0	115.6553	0	d_Bacteria;p_Chloroflexota;c_UBA2235;o_UBA12225
o_GCA-2863065	0	0	120.6823	183.9632	0	0	0	0	0	0	0	0	0	32.8596	6.8072	d_Bacteria;p_Myxococcota;c_UBA9042;o_GCA-2863065
o_CADDZG01	0	0	33.689	68.1993	0	112.1424	59.8093	0	19.8096	0	0	0	0	46.6737	2.2405	d_Bacteria;p_Actinobacteriota;c_UBA4738;o_CADDZG01
o_SpSt-956	0	0	0	0	147.9729	38.9789	149.9872	0	0	0	3.8772	0	0	0	0	d_Bacteria;p_Eremiobacterota;c_SpSt-956;o_SpSt-956
o_Dehalobacteriales	0	0	0	0	0	0	0	310.9067	0	0	1.7015	1.6009	21.7203	0	0.4437	d_Bacteria;p_Firmicutes B;c_Dehalobacteriia;o_Dehalobacteriales
o_B26-G9	0	0	235.3134	46.7565	0	0	51.6905	0	0	0	0	0	0	0	0	d_Bacteria;p_Omnitrophota;c_Koll11;o_B26-G9
o_Entotheonellales	0	0	88.0669	0	69.4335	63.6338	70.3786	0	22.7048	0	0	0	0	17.5068	0	d_Bacteria;p_Tectomicrobia;c_Entotheonellia;o_Entotheonellales
o_UMGS1883	0	0	73.5225	53.5657	0	23.0846	0	0	59.0325	0	0	0	0	118.8368	0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_UMGS1883
o_GCA-2747355	0	0	0	283.7454	12.8948	13.5869	0	0	0	0	0	0	0	13.9888	0	d_Bacteria;p_Myxococcota;c_Polyangia;o_GCA-2747355
o_Syntrophomonadales	17.072	0	53.7079	0	96.025	0	64.8881	10.2166	0	0	0	10.5249	30.5992	26.043	13.7935	d_Bacteria;p_Firmicutes B;c_Syntrophomonadia;o_Syntrophomonadales
o_SM23-28-2	10.0298	63.6714	0	0	14.1037	180.5856	38.6043	0	0	0	0	0	0	15.3002	0	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia;o_SM23-28-2
o_Carboxydocellales	10.1247	0	111.482	104.4279	0	15.0013	0	0	46.5556	0	0	0	0	30.8901	0	d_Bacteria;p_Firmicutes B;c_GCA-003054495;o_Carboxydocellales
o_Solirubrobacterales	1.8617	58.325	0	0	0	47.5542	0	0	59.0325	0	0	25.2988	0	119.9484	6.2114	d_Bacteria;p_Actinobacteriota;c_Thermoleophilia;o_Solirubrobacterales
o_JABWCM01	0	0	121.3592	26.5253	10.849	11.4313	29.3244	0	0	0	0	0	0	117.6941	0	d_Bacteria;p_Myxococcota;c_UBA9042;o_JABWCM01
o_Hydrogenedentiales	24.5002	23.3122	91.9031	0	34.4517	23.0846	14.8046	0	81.3774	8.0815	0	0	0	11.8837	0	d_Bacteria;p_Hydrogenedentota;c_Hydrogenedentia;o_Hydrogenedentiales
o_Thermotomaculales	28.2778	0	22.2403	0	178.9365	0	53.7399	0	0	0	0	0	0	21.5686	0.5433	d_Bacteria;p_Acidobacteriota;c_Holophagae;o_Thermotomaculales
o_SZUA-21	17.5704	18.5902	36.8507	0	65.8858	0	144.6957	0	0	0	0	0.8121	0	17.8689	0.2251	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_SZUA-21
o_Enterobacterales A	0	0	43.0273	94.0444	6.4108	40.5292	86.6403	0	0	0	0	0	0	27.8186	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales A
o_UBA5070	2.0404	0	43.3282	75.4109	14.3458	63.4862	36.8373	0	19.7025	0	0	0.1415	0	42.0197	0	d_Bacteria;p_Fibrobacterota;c_Fibrobacteria;o_UBA5070
o_LZORAL124-64-63	0	0	66.4282	0	0	0	0	0	0	0	0	0	0	225.4772	0	d_Bacteria;p_Krumholzibacteriota;c_Krumholzibacteria;o_LZORAL124-64-63
o_LBFQ01	6.2686	0	0	237.0703	0	0	42.6537	0	5.7649	0	0	0	0	0	0	d_Bacteria;p_WOR-3;c_Hydrothermia;o_LBFQ01
o_Exiguobacterales	0	0	0	0	4.1481	0	0	12.8467	0	0	262.2143	1.6756	5.5499	0	4.8944	d_Bacteria;p_Firmicutes;c_Bacilli;o_Exiguobacterales
o_UBA2200	3.3156	0	27.7392	60.6294	0	0	58.9812	0	16.2177	0	0	122.1069	0	0	0	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_UBA2200
o_UCB3	0	0	141.4462	11.8907	0	20.4975	0	0	19.0838	0	0	0	0	94.967	0	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_UCB3
o_UBA6624	0	0	0	181.4892	29.6919	0	40.1282	0	0	0	0	0	0	32.211	0	d_Bacteria;p_UBP7;c_UBA6624;o_UBA6624
o_Moranbacterales	0	0	117.408	0	15.2989	64.4803	28.3697	37.3558	0	0	19.1658	0	0	0	0	d_Bacteria;p_Patescibacteria;c_Paceibacteria;o_Moranbacterales
o_Reyranellales	89.3629	0	0	0	0	0	28.3697	0	41.1855	49.2781	0	31.6848	2.4446	0	38.7976	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Reyranellales
o_UBA4248	3.7582	0	0	0	94.4618	164.6108	0	0	0	0	0	0.5175	0	17.0793	0.1434	d_Bacteria;p_Myxococcota;c_Bradymonadia;o_UBA4248
o_Aminicenantales	0	0	0	210.9379	0	0	36.5238	0	17.6744	0	6.5393	0	0	0	0.2842	d_Bacteria;p_Acidobacteriota;c_Aminicenantia;o_Aminicenantales
o_Unclassified_c_Saccharimonadia	0	0	82.2573	0	9.1918	9.6852	24.8451	0	66.126	0	0	0	0	79.7731	0	d_Bacteria;p_Patescibacteria;c_Saccharimonadia;o_Unclassified_c_Saccharimonadia
o_2-02-FULL-39-32	0	0	0	68.3959	0	137.5535	0	0	0	0	3.9092	0	0	60.6952	0	d_Bacteria;p_Elusimicrobiota;c_Elusimicrobia;o_2-02-FULL-39-32
o_UBA4473	0	0	167.7984	0	0	38.685	63.9805	0	0	0	0	0	0	0	0	d_Bacteria;p_Patescibacteria;c_Gracilibacteria;o_UBA4473
o_UBA1381	0	0	0	24.234	6.6079	125.1235	106.3863	0	0	0	1.9307	0	0	0	1.5103	d_Bacteria;p_Firmicutes A;c_Clostridia;o_UBA1381
o_UBA6099	0	0	19.9547	87.2296	0	122.1749	24.1086	0	11.6665	0	0	0	0	0	0	d_Bacteria;p_UBP15;c_UBA6099;o_UBA6099
o_RFP12	0	0	11.6192	0	0	103.9736	105.2844	0	3.3966	0	0	32.2279	0	5.6341	2.4668	d_Bacteria;p_Verrucomicrobiota;c_Kiritimatiellae;o_RFP12
o_Bin61	32.2891	143.4849	10.158	0	36.3233	0	0	0	5.9389	21.3175	0	0	6.0747	0	0	d_Bacteria;p_Acidobacteriota;c_Vicinamibacteria;o_Bin61
o_Acetivibrionales	0	45.4796	0	0	80.5924	0	0	22.3339	0	47.2982	1.375	0	43.8826	0	12.1625	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Acetivibrionales
o_Tumebacillales	0	0	0	0	0	227.3508	24.3007	0	0	0	0	0	0	0	0	d_Bacteria;p_Firmicutes;c_Bacilli;o_Tumebacillales
o_DTU022	40.287	42.6252	21.1236	0	7.8902	0	31.9903	0	0	29.5531	0	0	0	77.0362	0	d_Bacteria;p_Firmicutes D;c_Dethiobacteria;o_DTU022
o_Unclassified_c_Kiritimatiellae	28.2778	89.7571	22.2403	0	19.8818	20.949	0	16.9226	52.011	0	0	0	0	0	0	d_Bacteria;p_Verrucomicrobiota;c_Kiritimatiellae;o_Unclassified_c_Kiritimatiellae
o_Miltoncostaeales	0	0	0	165.5182	45.1317	0	0	0	14.7581	0	0	0	0	24.4804	0	d_Bacteria;p_Actinobacteriota;c_Thermoleophilia;o_Miltoncostaeales
o_B64-G9	0	0	0	0	0	110.225	80.7878	0	9.7736	0	0	0	0	48.6365	0	d_Bacteria;p_Myxococcota;c_B64-G9;o_B64-G9
o_Eremiobacterales	0	0	0	205.8684	0	0	0	0	0	0	0	2.928	0	0	38.138	d_Bacteria;p_Eremiobacterota;c_Eremiobacteria;o_Eremiobacterales
o_B48-G9	30.451	57.993	57.4787	0	25.6917	0	11.574	0	28.004	20.104	0	0	5.7289	9.2905	0.4681	d_Bacteria;p_Ratteibacteria;c_UBA8468;o_B48-G9
o_Desulfatiglandales	0	0	0	18.8303	15.4033	32.4602	44.0093	0	0	0	0	0	0	133.6812	0	d_Bacteria;p_Desulfobacterota;c_DSM-4660;o_Desulfatiglandales
o_UBA727	0	0	0	32.9389	0	56.7812	36.4148	0	0	0	0	0	0	116.9212	0	d_Bacteria;p_Myxococcota;c_UBA727;o_UBA727
o_JABDJQ01	18.236	0	28.6849	0	0	0	34.6561	0	0	160.5273	0	0	0	0	0	d_Bacteria;p_JABDJQ01;c_JABDJQ01;o_JABDJQ01
o_UBA7937	13.429	0	0	23.0848	0	59.6915	102.0833	0	0	0	0	0	0	40.9713	0	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_UBA7937
o_AABM5-125-24	0	0	0	0	192.05	0	0	0	0	18.7851	0	0	0	26.043	0	d_Bacteria;p_AABM5-125-24;c_AABM5-125-24;o_AABM5-125-24
o_SG8-24	0	0	51.0986	0	9.136	96.2636	0	0	0	0	0	0	0	79.2887	0	d_Bacteria;p_Patescibacteria;c_ABY1;o_SG8-24
o_Monoglobales	0	0	0	210.4044	0	20.1501	0	0	0	0	0	0	0	0	4.4612	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Monoglobales
o_SBBL01	37.1044	58.8869	0	0	0	0	0	0	34.1228	102.0694	0	2.5726	0	0	0	d_Bacteria;p_Nitrospirota;c_Nitrospiria;o_SBBL01
o_ML615J-28	0	0	19.0511	51.7244	51.0925	59.4428	0	7.248	9.2238	0	0	0	0	30.6005	0	d_Bacteria;p_Firmicutes;c_Bacilli;o_ML615J-28
o_JACPZX01	35.4644	56.2841	0	0	0	0	33.6988	0	8.1537	91.5977	0	0	0	0	0	d_Bacteria;p_Acidobacteriota;c_Mor1;o_JACPZX01
o_SHVW01	0	0	6.7675	73.9581	0	57.371	32.705	0	39.566	0	0	0	0	13.1262	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_SHVW01
o_GWC2-55-46	0	0	69.4754	0	0	0	0	0	13.5396	0	0	2.0415	0	134.7544	0	d_Bacteria;p_Desulfobacterota;c_GWC2-55-46;o_GWC2-55-46
o_JAFGXH01	0	0	0	182.3892	0	0	25.2045	0	12.1968	0	0	0	0	0	0	d_Bacteria;p_UBP6;c_UBA1177;o_JAFGXH01
o_Gaiellales	6.4634	0	0	0	0	21.2296	0	4.4205	0	0	0	12.552	1.7371	131.1449	41.2349	d_Bacteria;p_Actinobacteriota;c_Thermoleophilia;o_Gaiellales
o_Cryosericales	55.3368	140.5163	0	0	0	0	21.0327	0	0	0	0	0	0	0	0	d_Bacteria;p_Caldisericota;c_Caldisericia;o_Cryosericales
o_Nautiliales	0	0	152.2762	0	20.9428	11.0335	28.3038	0	0	0	0	3.0978	0	0	0.2862	d_Bacteria;p_Campylobacterota;c_Campylobacteria;o_Nautiliales
o_S15B-MN24	3.4217	0	48.4402	41.1737	9.623	65.9067	0	0	47.2008	0	0	0	0	0	0	d_Bacteria;p_Cyanobacteria;c_Sericytochromatia;o_S15B-MN24
o_Cloacimonadales	0	0	70.4448	25.6617	0	66.3547	28.3697	0	0	0	0	0	0	22.7724	1.721	d_Bacteria;p_Cloacimonadota;c_Cloacimonadia;o_Cloacimonadales
o_Unclassified_p_Acidobacteriota	9.2494	0	0	0	0	27.4088	0	0	178.6286	0	0	0	0	0	0	d_Bacteria;p_Acidobacteriota;c_Unclassified_p_Acidobacteriota;o_Unclassified_p_Acidobacteriota
o_JACPQY01	0	0	0	10.2934	0	17.7441	0	0	0	0	0	0	0	182.6894	0	d_Bacteria;p_JACPQY01;c_JACPQY01;o_JACPQY01
o_4484-113	0	0	0	139.4816	0	0	0	0	66.3287	0	0	0	0	0	0	d_Bacteria;p_4484-113;c_4484-113;o_4484-113
o_UBA101185	75.6965	0	0	0	0	0	0	0	41.7683	83.2925	0	0	0	0	4.5346	d_Bacteria;p_Patescibacteria;c_WWE3;o_UBA101185
o_UBA995	12.2035	116.2064	0	0	17.1604	0	46.3839	0	11.2229	0	0	0	0	0	0	d_Bacteria;p_Firmicutes E;c_DTU015;o_UBA995
o_JACQRZ01	0	0	12.049	13.1677	0	11.3495	87.3434	0	7.0445	0	0	0	0	70.1109	0	d_Bacteria;p_Patescibacteria;c_ABY1;o_JACQRZ01
o_MSB-5A5	7.6055	0	0	0	83.5382	11.2688	0	0	25.3358	58.5811	0	0	0	11.6021	0	d_Bacteria;p_Zixibacteria;c_MSB-5A5;o_MSB-5A5
o_JAAYUB01	0	0	15.2065	49.8549	13.5939	85.9414	18.3719	0	8.8904	0	0	0	0	0	0	d_Bacteria;p_Acidobacteriota;c_UBA6911;o_JAAYUB01
o_Unclassified_p_Patescibacteria	46.2202	0	0	0	0	0	0	0	142.804	0	0	0	0	0	2.5544	d_Bacteria;p_Patescibacteria;c_Unclassified_p_Patescibacteria;o_Unclassified_p_Patescibacteria
o_Thermacetogeniales	0	0	0	24.3052	0	0	80.6099	0	0	0	0	0	0	86.2745	0	d_Bacteria;p_Firmicutes B;c_Moorellia;o_Thermacetogeniales
o_Unclassified_c_Acidobacteriae	0	0	17.9663	117.8065	0	0	37.1919	0	0	0	0	15.411	0	0	0.2588	d_Bacteria;p_Acidobacteriota;c_Acidobacteriae;o_Unclassified_c_Acidobacteriae
o_MWCZ01	0	0	24.8697	125.3925	22.2324	0	13.8625	0	0	0	0	2.1924	0	0	0	d_Bacteria;p_Latescibacterota;c_MWCZ01;o_MWCZ01
o_UBA7540	0	0	34.4023	28.1973	0	72.9111	51.9547	0	0	0	0	0	0	0	0	d_Bacteria;p_Acidobacteriota;c_Acidobacteriae;o_UBA7540
o_O2-12-FULL-43-9	0	0	0	31.3481	25.643	0	0	0	100.6236	0	0	0	0	27.8186	0	d_Bacteria;p_Bdellovibrionota E;c_O2-12-FULL-43-9;o_O2-12-FULL-43-9
o_Chthonomonadales	0	0	0	0	66.3702	0	44.8491	0	0	0	0	0	0	72.0011	1.2983	d_Bacteria;p_Armatimonadota;c_Chthonomonadetes;o_Chthonomonadales
o_Nitriliruptorales	0	0	22.6392	49.4823	0	53.3119	41.0279	0	6.618	0	0	0	0	0	10.4008	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Nitriliruptorales
o_Unclassified_c_Acidimicrobiia	0	0	0	110.3454	22.5659	0	0	0	0	0	0	0	0	48.9608	0	d_Bacteria;p_Actinobacteriota;c_Acidimicrobiia;o_Unclassified_c_Acidimicrobiia
o_FACHB-261	6.0216	19.1134	18.9439	31.0541	8.4675	8.922	57.2184	0	5.5378	13.2518	0	0	0	9.1859	0	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_FACHB-261
o_Turneriellales	0	100.3688	0	0	22.2324	0	0	0	14.54	34.7941	0	0	0	0	0	d_Bacteria;p_Spirochaetota;c_Leptospirae;o_Turneriellales
o_Ch115	0	0	0	0	0	0	0	0	0	0	5.6445	160.3886	0	0	0	d_Bacteria;p_Firmicutes G;c_SHA-98;o_Ch115
o_MWEM01	0	0	0	0	0	0	0	0	0	0	162.117	2.8962	0	0	0	d_Bacteria;p_Thermotogota;c_Thermotogae;o_MWEM01
o_UBA2466	0	0	124.1445	22.6118	0	0	0	0	18.1452	0	0	0	0	0	0	d_Bacteria;p_Bdellovibrionota;c_FAC87;o_UBA2466
o_Thiomicrospirales	0	0	0	61.4738	0	0	67.9608	0	0	0	6.4944	0	0	27.2762	1.2102	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Thiomicrospirales
o_UBA1144	0	0	0	0	0	163.2763	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Desulfobacterota D;c_UBA1144;o_UBA1144
o_Syntrophales	0	0	22.5381	0	0	0	27.2298	0	0	0	0	0	0	109.2874	3.2096	d_Bacteria;p_Desulfobacterota;c_Syntrophia;o_Syntrophales
o_JAAZAB01	0	0	0	0	0	159.5779	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Verrucomicrobiota;c_Kiritimatiellae;o_JAAZAB01
o_SLRQ01	0	0	0	0	0	0	159.1168	0	0	0	0	0	0	0	0	d_Bacteria;p_Myxococcota;c_Myxococcia;o_SLRQ01
o_CSP1-3	0	0	0	0	0	0	0	0	0	0	0	1.2432	0	149.011	7.4073	d_Bacteria;p_CSP1-3;c_CSP1-3;o_CSP1-3
o_Tistrellales	0	0	0	0	0	0	0	0	0	0	0	0.4527	3.0713	0	152.7158	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Tistrellales
o_Unclassified_p_Firmicutes B	0	0	0	0	0	0	0	105.3377	0	0	8.8849	1.7651	31.2203	8.6964	0.3091	d_Bacteria;p_Firmicutes B;c_Unclassified_p_Firmicutes B;o_Unclassified_p_Firmicutes B
o_Deferribacterales	0	0	0	0	28.6248	0	0	0	0	0	0	0	0	124.2133	0.5215	d_Bacteria;p_Deferribacterota;c_Deferribacteres;o_Deferribacterales
o_Unclassified_c_Desulfobacteria	0	0	0	0	26.7052	126.6237	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Desulfobacterota;c_Desulfobacteria;o_Unclassified_c_Desulfobacteria
o_Acidithiobacillales	0	0	0	0	19.9698	0	94.461	0	0	0	1.0465	36.842	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Acidithiobacillales
o_IMCC26256	116.1822	0	0	0	0	0	0	0	0	31.9602	0	4.0276	0	0	0	d_Bacteria;p_Actinobacteriota;c_Acidimicrobiia;o_IMCC26256
