family	S149	S150	S152	S153	S157	S113	S114	S130	S146	S802	S20	S27	S32	S45	S107	taxonomy
f_GCA-2862545	463.1723	2345.0736	1003.1272	827.2624	217.434	832.1599	901.4834	0	349.7511	579.7092	4.478	0	0.9145	648.7363	0	d_Bacteria;p_Myxococcota A;c_UBA796;o_UBA796;f_GCA-2862545
f_Oscillospiraceae	178.6472	527.8077	815.1292	1027.8129	1173.9872	806.2381	689.3875	26.2533	373.1966	135.494	454.9168	23.8519	735.1767	1037.853	72.1476	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Oscillospiraceae
f_Enterococcaceae	47.2498	0	1586.4284	135.394	79.5861	270.312	127.7153	104.4064	615.0825	227.1748	521.4483	203.4054	3345.0294	108.7003	670.8991	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Enterococcaceae
f_Unclassified_o_Rhizobiales	326.211	376.2749	457.0663	439.4402	156.8645	69.1824	512.1304	118.0448	383.7757	65.7311	49.1735	1332.7068	64.9906	857.4334	2641.5879	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Unclassified_o_Rhizobiales
f_Acutalibacteraceae	73.119	1091.6819	248.927	1550.5198	66.7578	2742.7795	260.2744	229.0298	277.6886	222.179	199.1547	166.7016	79.6447	456.6693	79.246	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae
f_Rhodanobacteraceae	279.7708	2023.4811	1055.0173	1310.5304	161.5895	509.9473	781.2683	10.9442	125.822	339.9514	2.8787	254.2495	33.6692	740.6225	101.7113	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Xanthomonadales;f_Rhodanobacteraceae
f_Unclassified_c_Polyangia	201.1573	1523.5046	705.2936	1512.5666	251.7537	956.6552	1414.2757	0	552.6929	80.9388	1.6058	0	0	419.3049	0.4141	d_Bacteria;p_Myxococcota;c_Polyangia;o_Unclassified_c_Polyangia;f_Unclassified_c_Polyangia
f_Sporolactobacillaceae	55.1932	430.9966	793.2392	1792.6472	219.3127	1838.7217	615.4025	0	914.5284	81.6738	0	0	0	694.205	13.5309	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales G;f_Sporolactobacillaceae
f_Stappiaceae	0	248.6842	1077.3632	1134.9162	236.2098	941.2534	1969.8848	0	267.1994	0	2.0747	92.7811	9.4274	1026.5397	268.719	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Stappiaceae
f_Xanthobacteraceae	106.1014	117.2028	1603.8613	850.2278	273.0445	1283.6886	1024.6259	13.645	452.6211	0	2.3633	295.0744	80.7745	558.7304	528.8993	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Xanthobacteraceae
f_Thermosynergistaceae	0	0	728.4585	1236.9155	206.611	2196.1518	1217.5715	0	187.9136	0	0	0	6.9353	991.0074	0.7402	d_Bacteria;p_Synergistota;c_Synergistia;o_Synergistales;f_Thermosynergistaceae
f_Unclassified_o_UBA796	49.3371	0	1112.4001	1382.0719	129.4382	1905.0333	572.0219	0	386.0576	0	0	0	0	1010.2408	0	d_Bacteria;p_Myxococcota A;c_UBA796;o_UBA796;f_Unclassified_o_UBA796
f_Leptotrichiaceae	0	0	454.4973	0	15.3522	0	22.848	699.7934	64.1427	3059.2375	42.9766	997.0347	975.8176	61.8518	21.374	d_Bacteria;p_Fusobacteriota;c_Fusobacteriia;o_Fusobacteriales;f_Leptotrichiaceae
f_Rhabdochlamydiaceae	38.9735	170.6996	1753.451	880.2185	179.3585	1243.3187	889.5718	0	690.5069	133.8939	2.2771	0	0	404.7366	0.9234	d_Bacteria;p_Chlamydiota;c_Chlamydiia;o_Chlamydiales;f_Rhabdochlamydiaceae
f_Maricaulaceae	100.5152	0	1219.8981	1833.2371	166.1179	955.6513	649.6529	390.6391	129.9514	0	0	15.0406	0	839.6314	2.5281	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Caulobacterales;f_Maricaulaceae
f_UBA932	216.7315	87.1722	828.0102	1050.855	401.3652	314.3565	1475.574	0	1016.1295	28.0903	0	322.1038	74.9073	466.4779	6.4696	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_UBA932
f_Turicibacteraceae	53.5626	751.5298	621.0915	1387.0378	42.0409	1417.186	608.9839	19.328	341.249	103.6915	64.7803	0	16.6722	761.5601	11.8216	d_Bacteria;p_Firmicutes;c_Bacilli;o_Haloplasmatales A;f_Turicibacteraceae
f_Devosiaceae	120.9373	0	660.6957	1157.3854	149.4791	724.2607	669.6045	0	497.4344	8.8768	0	898.5772	35.1231	323.8845	838.6728	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Devosiaceae
f_Nannocystaceae	29.9979	404.8826	1534.6613	546.977	166.1907	1556.9272	626.4525	0	211.2809	175.9941	1.4448	0	0	573.8448	0.2951	d_Bacteria;p_Myxococcota;c_Polyangia;o_Nannocystales;f_Nannocystaceae
f_Akkermansiaceae	0	0	595.6244	1061.0176	268.1338	1223.6946	1192.4937	0	387.5187	0	0	91.9528	0	920.5626	8.1296	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Verrucomicrobiales;f_Akkermansiaceae
f_Halieaceae	15.9775	87.1722	908.8486	873.8001	0	2132.2586	435.1688	0	0	168.946	94.5626	4.0909	242.9686	734.2848	5.076	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Halieaceae
f_Cyclobacteriaceae	8.7178	122.477	1202.5805	917.3316	271.351	614.7487	1012.9688	0	777.183	42.6973	0	21.2421	1.7419	595.1961	27.742	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Cytophagales;f_Cyclobacteriaceae
f_Promineofilaceae	78.8201	487.1873	1057.9635	2220.3241	394.98	504.4921	250.2579	0	133.4871	32.043	2.8755	0	15.8682	288.2152	12.8485	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Promineofilales;f_Promineofilaceae
f_Endozoicomonadaceae	226.3538	1110.2401	451.8317	662.577	300.8585	485.0247	1112.4785	81.2916	391.1085	207.2416	9.7964	0.9787	28.3488	388.9912	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Endozoicomonadaceae
f_Holophagaceae	174.5949	1369.4944	453.9642	476.9916	365.9833	795.6725	488.1413	64.2837	299.5604	294.4639	1.7719	13.5998	14.9095	599.1321	1.0781	d_Bacteria;p_Acidobacteriota;c_Holophagae;o_Holophagales;f_Holophagaceae
f_Unclassified_p_Bacteroidota	32.0967	42.1245	1078.873	781.6889	165.9371	839.5257	724.6756	6.4528	216.7098	0	0	200.3461	0	1256.7761	21.7222	d_Bacteria;p_Bacteroidota;c_Unclassified_p_Bacteroidota;o_Unclassified_p_Bacteroidota;f_Unclassified_p_Bacteroidota
f_Ruminococcaceae	785.3117	304.9219	657.3073	985.3855	258.6474	562.6186	798.7596	161.3946	323.1718	54.4195	177.7299	9.6721	142.299	80.1851	59.8058	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae
f_UBA9959	0	0	894.9855	1326.1758	105.5555	910.9572	791.9296	0	321.8112	0	0	0	0	952.1018	0	d_Bacteria;p_Elusimicrobiota;c_Elusimicrobia;o_Elusimicrobiales;f_UBA9959
f_Hymenobacteraceae	225.3591	849.173	865.2113	651.0571	418.6529	1013.0552	543.3807	12.2354	234.4076	11.4164	0	15.8827	0	381.8165	2.2799	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Cytophagales;f_Hymenobacteraceae
f_PHBI01	53.7686	146.679	754.7575	798.5628	257.5881	1031.4245	404.216	0	249.5557	24.1683	4.0465	0	0	1438.7007	0.0682	d_Bacteria;p_Myxococcota;c_UBA9042;o_PHBI01;f_PHBI01
f_Methylomonadaceae	26.4099	432.2717	682.7942	1493.1279	202.6745	469.2611	757.6572	0	556.581	0	0.5375	63.7558	5.8252	335.0379	46.5334	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Methylococcales;f_Methylomonadaceae
f_Ktedonobacteraceae	162.3902	0	1730.015	182.6865	1017.5554	316.9509	1134.8133	0	2.9942	0	0	4.1077	0	426.3044	57.3357	d_Bacteria;p_Chloroflexota;c_Ktedonobacteria;o_Ktedonobacterales;f_Ktedonobacteraceae
f_Azospirillaceae	77.7251	256.4963	524.0532	763.3744	311.4539	991.0488	683.129	7.5266	471.8503	402.3827	3.9787	58.0265	26.2052	377.7195	3.4162	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Azospirillales;f_Azospirillaceae
f_UBA9042	80.4122	1194.9846	698.79	643.7627	462.1179	688.8007	416.3803	27.4167	98.2991	50.9818	0	0	0	527.1067	0.9266	d_Bacteria;p_Myxococcota;c_UBA9042;o_UBA9042;f_UBA9042
f_Rhodocyclaceae	116.4199	267.9363	469.9139	1211.8943	40.3677	380.4381	54.0641	29.4769	154.493	0	1.0864	1653.1731	9.2558	205.1298	285.4704	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Rhodocyclaceae
f_CAG-826	0	0	81.4347	412.2748	110.3055	356.9814	602.2736	1777.7475	0	0	400.2458	8.3267	1108.5979	8.4676	8.8826	d_Bacteria;p_Firmicutes;c_Bacilli;o_RFN20;f_CAG-826
f_Nitrospinaceae	13.402	0	1121.9178	953.1409	165.0194	561.9488	478.8072	24.6884	517.8763	49.8412	0	0	0	658.1136	0.5156	d_Bacteria;p_Nitrospinota;c_Nitrospinia;o_Nitrospinales;f_Nitrospinaceae
f_Muribaculaceae	402.4216	0	2035.5594	827.2441	70.2497	205.0324	580.4856	17.5014	61.5414	44.8501	17.1655	0.8616	14.2204	37.5111	15.0867	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Muribaculaceae
f_Salinicoccaceae	33.0935	577.8849	711.2727	257.8285	454.0923	701.5826	401.0727	0	350.6296	123.8463	5.81	0	0	572.6683	108.1272	d_Bacteria;p_Firmicutes;c_Bacilli;o_Staphylococcales;f_Salinicoccaceae
f_Unclassified_o_Pseudomonadales	27.9322	0	1187.9361	1530.629	101.6309	277.8796	632.9817	12.2769	23.6572	2.451	0.4072	33.2939	48.4941	209.1072	169.2004	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Unclassified_o_Pseudomonadales
f_Unclassified_p_Nitrospinota	0	0	962.0766	780.8235	41.7824	1216.9819	513.3013	0	212.1084	0	0	0	0	499.686	0	d_Bacteria;p_Nitrospinota;c_Unclassified_p_Nitrospinota;o_Unclassified_p_Nitrospinota;f_Unclassified_p_Nitrospinota
f_A4b	26.4099	0	1057.8274	468.3564	456.837	681.8907	584.2593	0	246.817	50.2321	0	0	0	600.5764	0	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Aggregatilineales;f_A4b
f_Humimicrobiaceae	37.3277	304.9219	683.813	361.7939	34.6873	794.5675	850.5661	104.5044	482.0774	35.4334	0	0	27.6282	426.2763	0.3118	d_Bacteria;p_Actinobacteriota;c_Humimicrobiia;o_Humimicrobiales;f_Humimicrobiaceae
f_Staskawiczbacteraceae	0	0	1141.7688	1038.0758	67.2154	685.77	547.8261	3.2538	58.1349	0	1.4314	0	0	598.3826	0.3768	d_Bacteria;p_Patescibacteria;c_Paceibacteria;o_Paceibacterales;f_Staskawiczbacteraceae
f_NICIL-2	0	0	652.9451	938.6225	122.0348	687.3534	665.3031	0	303.0177	0	10.4337	5.1344	0	738.8359	0	d_Bacteria;p_Bacteroidota;c_Kapabacteria;o_Kapabacteriales;f_NICIL-2
f_Unclassified_o_Clostridiales	60.1211	0	18.5448	0	0	0	42.2901	1935.5045	2.467	0	735.3991	30.2137	1156.6504	33.5234	42.9316	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Clostridiales;f_Unclassified_o_Clostridiales
f_CAG-74	38.876	0	739.2732	512.1179	8.4916	825.528	97.1409	11.5194	40.1409	120.6244	660.1105	199.2878	750.7582	29.1691	12.052	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Christensenellales;f_CAG-74
f_D37C17	0	186.9877	1166.6064	1288.3587	168.4053	92.9639	1042.5209	16.1448	0	0	0	7.7212	0	74.5926	0	d_Bacteria;p_Marinisomatota;c_Marinisomatia;o_SCGC-AAA003-L08;f_D37C17
f_Nanopelagicaceae	719.2626	0	683.8144	190.2807	65.0519	283.7544	181.2864	21.3259	632.4312	19.0613	0	5.2219	51.5005	1041.6241	138.5423	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Nanopelagicales;f_Nanopelagicaceae
f_Unclassified_c_Dehalococcoidia	0	0	388.8386	1040.5873	28.0409	1160.3376	416.6466	0	237.5239	0	2.1591	0	0	732.7131	0	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia;o_Unclassified_c_Dehalococcoidia;f_Unclassified_c_Dehalococcoidia
f_Unclassified_c_Campylobacteria	84.4156	0	71.001	4.9594	2522.051	17.5787	152.8585	33.5012	11.2267	1.3085	3.0513	45.6429	0	1043.8947	10.4763	d_Bacteria;p_Campylobacterota;c_Campylobacteria;o_Unclassified_c_Campylobacteria;f_Unclassified_c_Campylobacteria
f_Methylophagaceae	14.7364	0	573.0531	664.9593	16.944	1376.6939	268.1465	7.4471	405.6782	0	0	27.4774	70.5819	475.1534	37.6088	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Nitrosococcales;f_Methylophagaceae
f_Steroidobacteraceae	0	0	1661.3416	1069.4217	0	1038.9851	0	0	77.29	0	0	25.8375	0	0	4.7155	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Steroidobacterales;f_Steroidobacteraceae
f_F082	0	0	764.4552	388.4293	247.2099	651.6199	342.7186	6.5479	374.7217	0	1.1364	14.496	8.8367	1043.4405	12.2986	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_F082
f_Marinilabiliaceae	5.6191	434.8295	325.9885	896.8789	92.9663	748.3228	274.8614	0	75.1782	0	0	9.058	0	986.3007	0.9996	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Marinilabiliaceae
f_PWTM01	0	0	765.4859	1130.7115	93.0848	753.1252	95.2965	0	393.7877	0	0	0	0	618.458	0	d_Bacteria;p_Verrucomicrobiota;c_Kiritimatiellae;o_PWTM01;f_PWTM01
f_CAG-272	132.4603	496.2005	531.3992	788.8182	228.9856	571.8779	435.2365	125.6886	112.5044	10.5686	21.8917	1.3391	10.8563	351.0987	5.5307	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_CAG-272
f_Haliangiaceae	70.5687	346.9727	758.0383	351.8349	539.7376	578.9342	903.9009	0	47.5288	17.4989	3.0227	0	0	169.1741	0	d_Bacteria;p_Myxococcota;c_Polyangia;o_Haliangiales;f_Haliangiaceae
f_Leptolyngbyaceae	24.3929	0	744.9982	655.7435	141.647	671.2648	751.0937	3.186	356.5666	27.9432	0.1015	0.0999	13.2897	370.5225	1.2775	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_Leptolyngbyales;f_Leptolyngbyaceae
f_UBA1407	0	0	256.2432	1106.3872	0	742.6097	1039.3853	44.1934	52.7275	0	0	0	14.3409	502.8928	0	d_Bacteria;p_Verrucomicrobiota;c_Lentisphaeria;o_UBA1407;f_UBA1407
f_Unclassified_p_Chloroflexota	56.0999	83.4596	1316.9828	253.1452	70.6586	666.7396	626.8192	0	91.1439	0	0	0	5.7657	537.2318	0	d_Bacteria;p_Chloroflexota;c_Unclassified_p_Chloroflexota;o_Unclassified_p_Chloroflexota;f_Unclassified_p_Chloroflexota
f_Tenuifilaceae	0	0	958.7244	837.9569	44.8396	943.2434	459.05	0	75.8762	0	0	0	0	357.4989	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Tenuifilaceae
f_EnvOPS12	0	0	937.8765	943.5957	78.3546	503.5635	434.7524	0	229.6562	0	1.4536	1.3102	0	530.1967	0.5996	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Anaerolineales;f_EnvOPS12
f_Anaplasmataceae	187.9402	2292.3223	69.6098	35.3277	212.043	0	437.5237	7.0735	131.2188	231.8669	6.6281	0	0	38.9308	0.8863	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rickettsiales;f_Anaplasmataceae
f_Cellvibrionaceae	26.8843	0	68.1774	1018.471	131.4714	659.1796	720.0181	0	163.8168	0	6.154	36.4308	0	736.6123	7.4049	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Cellvibrionaceae
f_Treponemataceae	0	48.3621	197.7409	533.3465	64.8856	1111.9629	356.5261	21.879	7.2347	12.6448	0	1.521	25.447	1170.8467	2.1918	d_Bacteria;p_Spirochaetota;c_Spirochaetia;o_Treponematales;f_Treponemataceae
f_SG8-38	25.0255	0	1103.7558	335.7393	125.8589	687.2625	750.2016	0	144.2616	0	0.9751	0	0	378.9522	1.9147	d_Bacteria;p_Myxococcota;c_Polyangia;o_Polyangiales;f_SG8-38
f_Amoebophilaceae	6.1418	0	281.7611	864.4681	134.9205	471.1835	337.2357	0	461.9696	0	0	0	0	924.2247	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Cytophagales;f_Amoebophilaceae
f_UBA2565	0	0	1433.4469	594.4201	16.0561	685.6409	164.376	0	163.0178	0	0	0	0	405.3736	0	d_Bacteria;p_Verrucomicrobiota;c_Lentisphaeria;o_UBA2565;f_UBA2565
f_Carnobacteriaceae	114.5429	0	64.0265	0	30.5212	21.1107	48.641	140.193	6.8073	105.3992	31.107	21.1486	377.3138	72.154	2420.6503	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Carnobacteriaceae
f_Marinococcaceae	0	0	653.7663	222.8512	79.4994	514.5677	374.92	48.5403	67.2632	545.9651	37.0653	296.8114	177.5449	369.7376	0.8689	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales H;f_Marinococcaceae
f_UBA1177	0	0	895.2567	627.7465	68.101	323.6435	1007.7412	0	269.45	0	0	0	0	192.5978	0	d_Bacteria;p_UBP6;c_UBA1177;o_UBA1177;f_UBA1177
f_B-1AR	0	0	458.614	938.1851	145.1388	521.2383	297.1745	0	227.2909	0	0	0	0	752.736	0	d_Bacteria;p_Bacteroidota;c_Ignavibacteria;o_SJA-28;f_B-1AR
f_DEV007	0	0	40.7915	1264.8147	80.1114	964.2714	507.1977	0	265.3756	0	0	0	0	199.3699	0	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Verrucomicrobiales;f_DEV007
f_RZZM01	0	273.1828	431.2781	830.6583	18.0681	584.7361	258.9628	0	146.2219	111.1081	0	0	0	664.6684	0	d_Bacteria;p_Verrucomicrobiota;c_Kiritimatiellae;o_RZYC01;f_RZZM01
f_Unclassified_o_Mycobacteriales	681.0221	992.4907	4.5062	0	70.2415	8.1243	31.8399	71.3703	247.3843	425.9452	9.5625	114.6825	148.2585	45.4639	451.3948	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Unclassified_o_Mycobacteriales
f_Pelagibacteraceae	0	0	594.0963	0	389.3423	787.3725	1055.6666	2.6338	33.0949	0	1.9538	5.695	0	350.0312	1.1388	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Pelagibacterales;f_Pelagibacteraceae
f_UBA868	17.6759	0	126.4252	1238.4784	51.2453	522.8495	584.616	0	288.1308	117.6696	0	0	0	267.6325	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Arenicellales;f_UBA868
f_Unclassified_o_Saccharimonadales	2365.1954	0	0	0	0	0	138.5726	12.2963	483.8245	188.0259	0	0	5.4651	0	10.3327	d_Bacteria;p_Patescibacteria;c_Saccharimonadia;o_Saccharimonadales;f_Unclassified_o_Saccharimonadales
f_Beutenbergiaceae	526.1587	183.1799	0	70.8376	133.299	192.1279	31.3025	10.6757	14.9053	191.1608	0.6949	67.8137	158.5771	856.2775	710.5766	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Beutenbergiaceae
f_PJMF01	30.0702	481.1595	323.7367	952.0426	52.5616	319.0182	409.7283	0	47.2417	68.6206	0	0	0	458.4548	0	d_Bacteria;p_Patescibacteria;c_Microgenomatia;o_UBA1400;f_PJMF01
f_UBA2268	0	0	434.0826	582.8679	115.3638	703.344	367.7558	0	0	0	0	0	0	926.4243	0	d_Bacteria;p_Bacteroidota;c_Kapabacteria;o_Kapabacteriales;f_UBA2268
f_Anaerolineaceae	227.8345	896.173	87.6585	199.2027	0	403.7912	359.9194	0	65.2948	25.5672	1.6523	0	0	821.2716	0	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Anaerolineales;f_Anaerolineaceae
f_Staphylococcaceae	304.2877	223.3623	588.3897	519.9862	0	707.5306	162.7766	0	387.2165	27.7856	15.1072	1.5372	52.0308	0	75.3485	d_Bacteria;p_Firmicutes;c_Bacilli;o_Staphylococcales;f_Staphylococcaceae
f_Unclassified_c_Anaerolineae	39.4805	0	302.6351	697.5885	37.3284	535.0937	229.292	0	385.2184	0	0	0	36.0048	787.1342	0.7048	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Unclassified_c_Anaerolineae;f_Unclassified_c_Anaerolineae
f_Antricoccaceae	1960.8028	480.381	0	0	0	0	0	130.1404	21.6789	27.6441	1.4731	167.4822	132.5255	0	96.9547	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Antricoccaceae
f_PHOS-HE28	0	558.8303	45.9874	914.5794	55.9217	118.8583	525.9457	0	313.4333	16.2347	0	42.0875	0	423.3418	0.0904	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Flavobacteriales;f_PHOS-HE28
f_UBA660	0	0	655.2027	422.3395	72.2336	663.201	563.6958	64.6717	177.3283	0	37.9452	2.3881	53.4169	251.8851	47.5434	d_Bacteria;p_Firmicutes;c_Bacilli;o_RF39;f_UBA660
f_Nanosyncoccaceae	287.4418	821.9931	277.5828	0	98.7074	0	691.1336	485.4029	82.5563	13.9991	40.4349	0	0	192.2289	15.3419	d_Bacteria;p_Patescibacteria;c_Saccharimonadia;o_Saccharimonadales;f_Nanosyncoccaceae
f_Chromatiaceae	22.5991	41.0997	658.5911	83.5975	475.916	41.4613	939.9611	12.441	83.6375	190.0045	0	0	6.1424	344.3749	99.0679	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Chromatiales;f_Chromatiaceae
f_Brachyspiraceae	1036.0801	0	480.3181	0	725.981	442.2066	140.1457	5.3953	0	0	1.7186	12.0407	22.6385	115.8799	2.7828	d_Bacteria;p_Spirochaetota;c_Brachyspirae;o_Brachyspirales;f_Brachyspiraceae
f_UBA7694	0	0	720.1379	246.1342	60.4524	480.3641	788.3162	0	0	0	5.3807	0	0	678.9825	0	d_Bacteria;p_Cyanobacteria;c_Sericytochromatia;o_UBA7694;f_UBA7694
f_Unclassified_o_Gemmatimonadales	0	0	598.0884	679.5738	0	588.4308	413.6494	0	136.7439	0	0	0	0	536.9031	0	d_Bacteria;p_Gemmatimonadota;c_Gemmatimonadetes;o_Gemmatimonadales;f_Unclassified_o_Gemmatimonadales
f_Brevibacillaceae	319.4202	0	0	75.5082	30.0151	0	144.1864	0	2136.7645	57.3315	24.0121	0	0	107.3806	30.959	d_Bacteria;p_Firmicutes;c_Bacilli;o_Brevibacillales;f_Brevibacillaceae
f_Bifidobacteriaceae	567.8373	1142.9975	0	0	20.3108	0	72.6968	12.6558	145.9081	376.7417	7.6231	34.7956	289.0218	0	252.5069	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Bifidobacteriaceae
f_Bradymonadaceae	0	99.7099	602.5358	333.5557	109.8095	604.4487	679.7313	0	29.4569	40.5537	0	0	0	418.1109	0	d_Bacteria;p_Myxococcota;c_Bradymonadia;o_Bradymonadales;f_Bradymonadaceae
f_SZUA-36	45.3809	0	765.1787	489.5405	39.6426	516.6433	575.5616	19.9525	119.2038	0	0	4.7711	9.1225	292.5685	7.6954	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Xanthomonadales;f_SZUA-36
f_GWC2-71-9	0	0	681.5792	905.0997	41.6294	372.5231	361.6771	0	41.9686	0	0	0	0	476.4092	0.2234	d_Bacteria;p_Gemmatimonadota;c_Gemmatimonadetes;o_Gemmatimonadales;f_GWC2-71-9
f_Thalassobaculaceae	0	0	834.7155	454.2973	212.7103	459.1103	290.8106	85.1031	94.3177	0	0	7.0733	0	430.7801	7.8384	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Thalassobaculales;f_Thalassobaculaceae
f_T3Sed10-336	0	0	691.1244	1197.8107	300.1509	268.5986	148.2394	8.6325	76.1859	0	0	0	0	159.5369	0	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Opitutales;f_T3Sed10-336
f_Unclassified_o_Oscillospirales	31.8644	68.1058	861.716	71.9502	0	311.5021	785.3452	15.4313	260.6009	50.0889	71.5452	15.8618	4.1274	255.802	44.9358	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Unclassified_o_Oscillospirales
f_Pyrinomonadaceae	19.7783	470.9495	595.1849	196.3213	131.6421	339.9823	454.4833	0	80.4101	0	6.54	6.8256	0	499.9026	1.9944	d_Bacteria;p_Acidobacteriota;c_Blastocatellia;o_Pyrinomonadales;f_Pyrinomonadaceae
f_UBA994	7.1378	0	534.8521	485.128	56.8081	574.5808	328.3823	8.8615	623.6569	0	0.6191	0	10.1028	112.8404	0.3955	d_Bacteria;p_Firmicutes H;c_UBA994;o_UBA994;f_UBA994
f_Rickettsiaceae	0	0	0	0	292.4766	0	1959.5775	90.6137	257.9735	24.2598	33.2153	0	0	55.5207	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rickettsiales;f_Rickettsiaceae
f_Phormidesmiaceae	80.6724	608.5812	233.8163	265.6721	121.6719	419.7576	335.7273	0	108.889	0	0	0	0	537.5343	0	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_Phormidesmiales;f_Phormidesmiaceae
f_Desulfomicrobiaceae	0	0	54.727	124.3665	0	1051.8558	621.9655	0	561.9732	0	0	9.8202	0	252.1713	0	d_Bacteria;p_Desulfobacterota I;c_Desulfovibrionia;o_Desulfovibrionales;f_Desulfomicrobiaceae
f_Desertifilaceae	10.6391	0	498.6253	293.0863	0	663.4814	584.6608	0	612.5284	0	0	0	0	0	0	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_Cyanobacteriales;f_Desertifilaceae
f_JADFWT01	56.1774	0	395.0523	414.3465	128.9669	448.1701	528.5026	0	265.6009	0	0	0	25.4259	392.3386	0	d_Bacteria;p_Proteobacteria;c_Magnetococcia;o_Magnetococcales;f_JADFWT01
f_PXBB01	0	0	444.2943	509.6938	91.1615	343.5948	62.2183	0	306.0028	0	0	0	0	877.4531	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_PXBB01
f_Desulfovibrionaceae	25.5095	278.3568	556.7228	298.0127	292.4766	159.3667	318.5284	121.3865	52.8285	35.9808	6.2285	38.4265	24.3544	342.8799	6.4073	d_Bacteria;p_Desulfobacterota I;c_Desulfovibrionia;o_Desulfovibrionales;f_Desulfovibrionaceae
