family	S149	S150	S152	S153	S157	S113	S114	S130	S146	S802	S20	S27	S32	S45	S107	taxonomy
f_JAAYNZ01	0	0	0	0	0	0	0	99	0	0	4	5	4	3	3	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_JAAYNZ01
f_HKI-0501	0	0	8	6	1	5	0	0	0	0	0	0	0	0	97	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_HKI-0501
f_Legionellaceae	1	0	8	6	21	11	3	0	7	0	0	0	0	10	48	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Legionellales;f_Legionellaceae
f_Micropepsaceae	2	0	5	13	1	4	2	0	0	0	0	36	0	2	50	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Micropepsales;f_Micropepsaceae
f_S36-B12	12	2	12	6	2	9	5	1	31	1	1	1	4	10	18	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Nanopelagicales;f_S36-B12
f_Thermonemataceae	8	9	10	7	4	20	4	0	16	23	0	0	0	12	1	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Cytophagales;f_Thermonemataceae
f_Burkholderiaceae A	0	0	0	0	0	0	0	0	0	0	0	7	0	0	107	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae A
f_UBA9959	0	0	16	31	3	16	13	0	12	0	0	0	0	22	0	d_Bacteria;p_Elusimicrobiota;c_Elusimicrobia;o_Elusimicrobiales;f_UBA9959
f_Haliangiaceae	4	4	17	8	25	20	20	0	3	2	1	0	0	7	0	d_Bacteria;p_Myxococcota;c_Polyangia;o_Haliangiales;f_Haliangiaceae
f_Rhodomicrobiaceae	0	0	0	0	0	0	0	0	0	0	0	4	0	0	107	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhodomicrobiaceae
f_DSM-45221	0	1	14	6	5	7	0	0	1	0	1	0	0	4	72	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Opitutales;f_DSM-45221
f_Fen-1088	0	0	22	13	9	22	9	0	12	9	0	0	0	14	0	d_Bacteria;p_Myxococcota;c_Polyangia;o_Palsa-1104 A;f_Fen-1088
f_UBA4744	0	0	0	0	0	0	0	0	0	0	0	1	0	0	107	d_Bacteria;p_Actinobacteriota;c_Acidimicrobiia;o_UBA5794;f_UBA4744
f_Phormidesmiaceae	5	4	11	11	10	20	13	0	6	0	0	0	0	28	0	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_Phormidesmiales;f_Phormidesmiaceae
f_SG8-38	2	0	32	11	4	22	13	0	7	0	1	0	0	12	4	d_Bacteria;p_Myxococcota;c_Polyangia;o_Polyangiales;f_SG8-38
f_Solirubrobacteraceae	1	3	0	0	0	2	0	0	4	0	0	98	0	0	0	d_Bacteria;p_Actinobacteriota;c_Thermoleophilia;o_Solirubrobacterales;f_Solirubrobacteraceae
f_UBA9628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	d_Bacteria;p_Elusimicrobiota;c_Elusimicrobia;o_UBA1565;f_UBA9628
f_Acidobacteriaceae	12	5	4	15	1	15	3	24	1	11	4	0	1	7	4	d_Bacteria;p_Acidobacteriota;c_Acidobacteriae;o_Acidobacteriales;f_Acidobacteriaceae
f_CSP1-4	2	0	2	5	2	5	14	0	4	5	0	4	1	11	51	d_Bacteria;p_Chloroflexota;c_Limnocylindria;o_Limnocylindrales;f_CSP1-4
f_Leptospiraceae	0	0	16	25	4	8	13	0	14	0	0	0	0	26	0	d_Bacteria;p_Spirochaetota;c_Leptospirae;o_Leptospirales;f_Leptospiraceae
f_UBA6615	0	0	0	0	0	0	0	0	0	0	0	4	4	0	98	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_UBA6615;f_UBA6615
f_Mycoplasmataceae	0	0	1	0	1	0	1	24	0	0	56	0	9	0	14	d_Bacteria;p_Firmicutes;c_Bacilli;o_Mycoplasmatales;f_Mycoplasmataceae
f_UBA2565	0	0	33	17	1	19	5	0	12	0	0	0	0	19	0	d_Bacteria;p_Verrucomicrobiota;c_Lentisphaeria;o_UBA2565;f_UBA2565
f_Termitinemataceae	4	0	0	0	0	0	0	2	10	0	0	0	0	0	90	d_Bacteria;p_Spirochaetota;c_Spirochaetia;o_Treponematales;f_Termitinemataceae
f_Bacillaceae J	1	2	2	0	10	0	7	5	0	0	73	0	2	1	3	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales C;f_Bacillaceae J
f_Sulfuriferulaceae	0	0	3	0	1	6	1	0	10	0	0	78	0	6	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Sulfuriferulaceae
f_SZUA-36	3	0	12	11	2	15	9	2	6	0	0	2	1	10	32	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Xanthomonadales;f_SZUA-36
f_Sulfurovaceae	1	8	0	0	9	0	0	0	0	0	0	0	0	2	84	d_Bacteria;p_Campylobacterota;c_Campylobacteria;o_Campylobacterales;f_Sulfurovaceae
f_Listeriaceae	0	0	1	12	2	3	1	3	1	0	11	7	36	3	23	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Listeriaceae
f_Chlorobiaceae	1	0	13	9	3	0	0	25	0	0	1	10	3	9	29	d_Bacteria;p_Bacteroidota;c_Chlorobia;o_Chlorobiales;f_Chlorobiaceae
f_RZZM01	0	3	14	22	1	20	7	0	7	7	0	0	0	22	0	d_Bacteria;p_Verrucomicrobiota;c_Kiritimatiellae;o_RZYC01;f_RZZM01
f_Parvularculaceae	0	0	0	7	1	0	1	0	3	0	0	50	0	5	35	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Caulobacterales;f_Parvularculaceae
f_Halobacteroidaceae	2	0	0	0	0	10	0	14	0	0	73	2	0	0	0	d_Bacteria;p_Firmicutes F;c_Halanaerobiia;o_Halobacteroidales;f_Halobacteroidaceae
f_OLB10	0	0	0	8	0	2	0	0	4	0	0	74	0	2	11	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_AKYH767-A;f_OLB10
f_Methylococcaceae	1	0	2	0	7	1	4	2	2	0	1	1	0	1	79	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Methylococcales;f_Methylococcaceae
f_CAG-465	0	0	5	0	2	0	0	11	0	0	1	0	1	0	79	d_Bacteria;p_Firmicutes A;c_Clostridia;o_TANB77;f_CAG-465
f_HT1-32	4	0	0	0	0	0	0	0	0	5	0	4	3	0	82	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodospirillales;f_HT1-32
f_UBA6910	1	0	0	0	0	0	0	0	0	0	0	97	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_UBA6910
f_Anaplasmataceae	14	30	2	1	8	0	9	1	7	18	4	0	0	1	2	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rickettsiales;f_Anaplasmataceae
f_Halobacillaceae	0	0	16	9	2	7	1	2	1	0	30	4	3	16	6	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales D;f_Halobacillaceae
f_Salinisphaeraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Nevskiales;f_Salinisphaeraceae
f_Dethiosulfatibacteraceae	0	0	0	0	0	0	0	2	0	0	0	5	1	0	88	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Tissierellales;f_Dethiosulfatibacteraceae
f_DEV007	0	0	2	35	3	22	11	0	14	0	0	0	0	8	0	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Verrucomicrobiales;f_DEV007
f_Gallionellaceae	0	0	1	0	0	0	0	0	1	0	0	9	0	1	83	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Gallionellaceae
f_Parvibaculaceae	7	0	16	12	1	16	7	0	18	0	1	0	0	16	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Parvibaculales;f_Parvibaculaceae
f_Steroidobacteraceae	0	0	24	13	0	15	0	0	2	0	0	30	0	0	10	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Steroidobacterales;f_Steroidobacteraceae
f_GWC2-71-9	0	0	24	24	3	13	9	0	4	0	0	0	0	15	1	d_Bacteria;p_Gemmatimonadota;c_Gemmatimonadetes;o_Gemmatimonadales;f_GWC2-71-9
f_Anoxybacillaceae	0	0	0	0	0	0	0	14	0	0	7	0	0	0	71	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Anoxybacillaceae
f_DSWW01	5	12	1	1	2	0	3	1	4	19	0	41	0	0	3	d_Bacteria;p_Desulfobacterota;c_DSWW01;o_DSWW01;f_DSWW01
f_Eggerthellaceae	1	3	0	0	3	0	1	0	0	0	1	3	0	0	79	d_Bacteria;p_Actinobacteriota;c_Coriobacteriia;o_Coriobacteriales;f_Eggerthellaceae
f_UBA2268	0	0	10	19	4	28	8	0	0	0	0	0	0	22	0	d_Bacteria;p_Bacteroidota;c_Kapabacteria;o_Kapabacteriales;f_UBA2268
f_Unclassified_o_TANB77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	d_Bacteria;p_Firmicutes A;c_Clostridia;o_TANB77;f_Unclassified_o_TANB77
f_JADFWT01	3	0	13	12	5	14	11	0	16	0	0	0	2	14	0	d_Bacteria;p_Proteobacteria;c_Magnetococcia;o_Magnetococcales;f_JADFWT01
f_Salisediminibacteriaceae	0	1	31	3	10	12	13	0	7	0	0	0	0	12	0	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales H;f_Salisediminibacteriaceae
f_J027	1	0	4	3	1	7	0	0	1	0	0	7	3	1	60	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Aggregatilineales;f_J027
f_Sporanaerobacteraceae	0	0	0	0	0	0	0	0	0	0	1	0	0	0	87	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Tissierellales;f_Sporanaerobacteraceae
f_VadinHA17	4	0	0	0	3	0	3	1	0	0	0	1	0	1	75	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_VadinHA17
f_Unclassified_o_Sphingomonadales	4	0	0	0	0	0	0	0	0	0	0	80	2	0	1	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Unclassified_o_Sphingomonadales
f_Brevibacillaceae	9	0	0	1	1	0	2	0	39	2	5	0	0	2	25	d_Bacteria;p_Firmicutes;c_Bacilli;o_Brevibacillales;f_Brevibacillaceae
f_AG-422-B15	0	0	11	23	4	15	6	0	13	0	0	0	1	13	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Pelagibacterales;f_AG-422-B15
f_DTJE01	2	0	1	0	10	1	8	1	0	2	0	57	0	0	3	d_Bacteria;p_Myxococcota;c_UBA9042;o_DTJE01;f_DTJE01
f_Desulfuribacillaceae	0	0	0	0	0	0	1	76	0	0	2	2	3	1	0	d_Bacteria;p_Firmicutes;c_Bacilli;o_Desulfuribacillales;f_Desulfuribacillaceae
f_UBA4427	7	5	4	0	1	11	1	0	54	0	0	2	0	0	0	d_Bacteria;p_Myxococcota A;c_UBA9160;o_UBA9160;f_UBA4427
f_SIT17	0	0	0	0	0	0	0	9	0	0	8	0	3	0	64	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Tissierellales;f_SIT17
f_Sulfurimonadaceae	0	0	1	6	30	0	0	1	0	0	0	1	0	35	8	d_Bacteria;p_Campylobacterota;c_Campylobacteria;o_Campylobacterales;f_Sulfurimonadaceae
f_Spirosomaceae	16	7	3	2	8	0	3	17	3	0	1	12	5	1	3	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Cytophagales;f_Spirosomaceae
f_WTKA01	0	0	19	16	0	6	6	0	7	0	0	0	0	25	1	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_WTKA01
f_Methyloligellaceae	0	0	0	0	0	0	0	0	0	0	0	12	0	0	67	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Methyloligellaceae
f_UBA1177	0	0	19	12	3	10	17	0	11	0	0	0	0	6	0	d_Bacteria;p_UBP6;c_UBA1177;o_UBA1177;f_UBA1177
f_Microtrichaceae	0	0	0	0	0	1	0	0	1	0	0	10	1	1	64	d_Bacteria;p_Actinobacteriota;c_Acidimicrobiia;o_Acidimicrobiales;f_Microtrichaceae
f_Propionisporaceae	1	0	1	0	0	0	0	39	0	1	25	1	3	0	7	d_Bacteria;p_Firmicutes C;c_Negativicutes;o_Propionisporales;f_Propionisporaceae
f_UBA3637	6	5	7	6	4	8	3	0	22	5	1	1	0	9	1	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_RF32;f_UBA3637
f_Desertifilaceae	1	0	16	9	0	12	8	0	31	0	0	0	0	0	0	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_Cyanobacteriales;f_Desertifilaceae
f_Rickettsiaceae	0	0	0	0	7	0	30	12	9	1	17	0	0	1	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rickettsiales;f_Rickettsiaceae
f_Magnetobacteriaceae	0	21	0	0	2	0	2	21	0	5	25	0	0	0	0	d_Bacteria;p_Nitrospirota;c_Thermodesulfovibrionia;o_Thermodesulfovibrionales;f_Magnetobacteriaceae
f_Unclassified_c_Verrucomicrobiae	1	0	12	11	1	24	8	0	15	0	0	1	0	3	0	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Unclassified_c_Verrucomicrobiae;f_Unclassified_c_Verrucomicrobiae
f_UBA1407	0	0	5	19	0	14	16	7	2	0	0	0	1	12	0	d_Bacteria;p_Verrucomicrobiota;c_Lentisphaeria;o_UBA1407;f_UBA1407
f_Thermosynechococcaceae	0	0	15	10	9	20	6	0	1	0	0	0	0	15	0	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_Thermosynechococcales;f_Thermosynechococcaceae
f_PIVX01	0	0	27	14	2	5	8	0	7	0	0	2	0	11	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_PIVX01;f_PIVX01
f_WHST01	1	0	0	4	0	0	0	0	1	0	0	7	0	0	62	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Streptosporangiales;f_WHST01
f_UBA868	1	0	3	24	2	11	8	0	12	7	0	0	0	7	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Arenicellales;f_UBA868
f_CF-121	1	0	16	3	4	26	6	0	11	0	0	0	0	8	0	d_Bacteria;p_Dormibacterota;c_Dormibacteria;o_CF-121;f_CF-121
f_Desulfobacteraceae	3	7	1	0	12	0	1	9	1	1	0	17	3	4	15	d_Bacteria;p_Desulfobacterota;c_Desulfobacteria;o_Desulfobacterales;f_Desulfobacteraceae
f_Unclassified_o_Treponematales	3	0	0	0	0	0	0	37	0	0	1	4	1	0	28	d_Bacteria;p_Spirochaetota;c_Spirochaetia;o_Treponematales;f_Unclassified_o_Treponematales
f_Anaerolineaceae	17	6	2	4	0	9	8	0	3	1	1	0	0	23	0	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Anaerolineales;f_Anaerolineaceae
f_Synergistaceae	0	0	0	0	0	0	3	11	0	0	31	1	0	0	27	d_Bacteria;p_Synergistota;c_Synergistia;o_Synergistales;f_Synergistaceae
f_Bacillaceae H	0	0	0	0	0	0	0	1	0	0	13	0	0	0	59	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Bacillaceae H
f_UBA12059	0	0	5	20	7	9	7	0	16	0	0	0	0	9	0	d_Bacteria;p_Spirochaetota;c_Spirochaetia;o_Treponematales;f_UBA12059
f_Marinomonadaceae	0	0	0	0	0	0	0	0	0	1	60	4	5	0	3	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Marinomonadaceae
f_UBA8139	1	6	6	10	2	6	11	0	25	3	0	0	0	2	0	d_Bacteria;p_Actinobacteriota;c_Acidimicrobiia;o_Acidimicrobiales;f_UBA8139
f_2013Ark19i	1	0	0	0	1	0	0	0	0	0	0	45	23	0	2	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_2013Ark19i
f_Kineococcaceae	4	0	0	0	0	0	0	0	0	0	0	0	3	0	64	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Kineococcaceae
f_Unclassified_o_Acidobacteriales	20	9	0	0	7	0	5	0	4	12	0	1	0	0	13	d_Bacteria;p_Acidobacteriota;c_Acidobacteriae;o_Acidobacteriales;f_Unclassified_o_Acidobacteriales
f_Unclassified_o_Saccharofermentanales	1	0	0	0	0	0	0	0	0	0	0	0	0	0	70	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Saccharofermentanales;f_Unclassified_o_Saccharofermentanales
f_D2-FULL-39-29	0	0	7	9	1	30	6	0	5	0	0	0	0	13	0	d_Bacteria;p_Firestonebacteria;c_D2-FULL-39-29;o_D2-FULL-39-29;f_D2-FULL-39-29
f_CAG-138	0	2	0	0	1	0	0	9	0	0	33	5	0	0	20	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Christensenellales;f_CAG-138
f_MCWD3	0	0	0	0	0	0	0	52	0	0	6	4	6	2	0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Tissierellales;f_MCWD3
f_Unclassified_p_Firmicutes B	0	0	0	0	0	0	0	35	0	0	20	4	7	1	2	d_Bacteria;p_Firmicutes B;c_Unclassified_p_Firmicutes B;o_Unclassified_p_Firmicutes B;f_Unclassified_p_Firmicutes B
f_UBA922	11	18	0	0	1	0	0	0	6	7	0	0	0	0	26	d_Bacteria;p_Patescibacteria;c_ABY1;o_Magasanikbacterales;f_UBA922
f_Quadrisphaeraceae	4	1	0	0	2	0	0	0	0	0	0	5	5	4	48	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Quadrisphaeraceae
f_2-01-FULL-39-33	0	0	14	20	2	15	3	0	10	0	0	0	0	5	0	d_Bacteria;p_Patescibacteria;c_ABY1;o_2-01-FULL-39-33;f_2-01-FULL-39-33
f_Obscuribacteraceae	0	0	3	7	2	23	18	0	5	0	0	0	0	10	0	d_Bacteria;p_Cyanobacteria;c_Vampirovibrionia;o_Obscuribacterales;f_Obscuribacteraceae
f_WHSQ01	0	0	7	11	0	24	4	0	1	0	0	0	0	10	11	d_Bacteria;p_Actinobacteriota;c_UBA4738;o_CADDZG01;f_WHSQ01
f_Dongiaceae	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Dongiales;f_Dongiaceae
f_Bradymonadaceae	0	3	12	5	4	12	12	0	2	7	0	0	0	10	0	d_Bacteria;p_Myxococcota;c_Bradymonadia;o_Bradymonadales;f_Bradymonadaceae
f_Flammeovirgaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Cytophagales;f_Flammeovirgaceae
f_Pyrinomonadaceae	1	7	10	2	6	4	9	0	4	0	5	5	0	10	4	d_Bacteria;p_Acidobacteriota;c_Blastocatellia;o_Pyrinomonadales;f_Pyrinomonadaceae
f_70-9	0	0	0	0	0	0	0	0	0	0	0	0	0	11	56	d_Bacteria;p_Actinobacteriota;c_Thermoleophilia;o_Solirubrobacterales;f_70-9
f_Caldisalinibacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Tissierellales;f_Caldisalinibacteraceae
f_Cyanobiaceae	27	0	4	6	2	4	5	0	3	4	0	1	0	2	8	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_PCC-6307;f_Cyanobiaceae
f_JAAYBP01	3	0	11	3	1	12	5	0	19	0	0	0	0	12	0	d_Bacteria;p_Actinobacteriota;c_Acidimicrobiia;o_Acidimicrobiales;f_JAAYBP01
f_B-1AR	0	0	8	16	3	8	3	0	6	0	0	0	0	22	0	d_Bacteria;p_Bacteroidota;c_Ignavibacteria;o_SJA-28;f_B-1AR
f_T3Sed10-336	0	0	14	24	10	7	3	1	3	0	0	0	0	4	0	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Opitutales;f_T3Sed10-336
f_HGW-17	1	0	3	6	0	26	10	0	1	0	0	0	0	19	0	d_Bacteria;p_Myxococcota;c_Polyangia;o_HGW-17;f_HGW-17
f_Bacillaceae F	0	0	8	8	1	15	16	0	4	0	1	0	0	13	0	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales H;f_Bacillaceae F
f_Sulfurospirillaceae	2	0	1	2	15	0	3	0	0	0	0	7	0	8	27	d_Bacteria;p_Campylobacterota;c_Campylobacteria;o_Campylobacterales;f_Sulfurospirillaceae
f_Fermentibacteraceae	1	0	3	9	1	23	2	0	12	0	0	0	0	14	0	d_Bacteria;p_Fermentibacterota;c_Fermentibacteria;o_Fermentibacterales;f_Fermentibacteraceae
f_Unclassified_c_Anaerolineae	2	0	6	10	1	11	3	0	13	0	0	0	2	16	1	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Unclassified_c_Anaerolineae;f_Unclassified_c_Anaerolineae
f_JACCYU01	0	2	17	13	3	25	3	0	1	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_JACCYU01;f_JACCYU01
f_UBA12409	0	0	7	10	9	20	7	0	0	0	0	0	0	11	0	d_Bacteria;p_Dependentiae;c_Babeliae;o_Babeliales;f_UBA12409
f_Unclassified_p_Nitrospinota	0	0	14	10	1	18	6	0	6	0	0	0	0	9	0	d_Bacteria;p_Nitrospinota;c_Unclassified_p_Nitrospinota;o_Unclassified_p_Nitrospinota;f_Unclassified_p_Nitrospinota
f_UBA1067	0	0	2	0	0	19	15	0	1	0	0	21	0	1	4	d_Bacteria;p_Verrucomicrobiota;c_Kiritimatiellae;o_RFP12;f_UBA1067
f_Bacillaceae L	0	0	0	0	0	0	0	0	0	0	0	0	1	0	62	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Bacillaceae L
f_UBA12465	1	0	6	1	4	35	3	0	6	0	0	0	0	6	1	d_Bacteria;p_Patescibacteria;c_ABY1;o_BM507;f_UBA12465
f_PXBB01	0	0	9	9	3	7	1	0	12	0	0	0	0	22	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_PXBB01
f_UBA2400	0	0	1	36	0	2	0	0	23	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_UBA2400;f_UBA2400
f_B-17BO	1	0	14	4	4	6	1	0	15	0	0	0	0	17	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_AKYH767;f_B-17BO
f_Verrucomicrobiaceae	6	4	5	0	5	6	6	0	8	9	1	0	0	11	0	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Verrucomicrobiales;f_Verrucomicrobiaceae
f_Unclassified_o_Streptomycetales	1	0	0	0	0	0	0	0	0	0	0	7	0	0	53	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Streptomycetales;f_Unclassified_o_Streptomycetales
f_Gemellaceae	4	3	0	0	0	0	0	0	0	5	0	0	11	0	38	d_Bacteria;p_Firmicutes;c_Bacilli;o_Staphylococcales;f_Gemellaceae
f_UBA7694	0	0	14	6	2	9	10	0	0	0	2	0	0	18	0	d_Bacteria;p_Cyanobacteria;c_Sericytochromatia;o_UBA7694;f_UBA7694
f_Bin18	2	0	3	15	2	23	4	0	4	0	0	0	1	7	0	d_Bacteria;p_Desulfobacterota B;c_Binatia;o_Bin18;f_Bin18
f_HTCC2089	2	0	0	1	0	0	4	0	3	0	0	13	0	2	35	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_HTCC2089
f_Kineosporiaceae	3	0	1	13	3	0	6	0	9	1	0	0	4	1	19	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Kineosporiaceae
f_Cryptosporangiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Cryptosporangiaceae
f_SbA1	1	1	1	5	12	5	8	0	4	0	0	0	1	22	0	d_Bacteria;p_Acidobacteriota;c_Acidobacteriae;o_Acidobacteriales;f_SbA1
f_UBA11654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_UBA11654;f_UBA11654
f_FEB-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	d_Bacteria;p_Acidobacteriota;c_Thermoanaerobaculia;o_Thermoanaerobaculales;f_FEB-10
f_Nitriliruptoraceae	0	0	2	4	0	5	3	0	1	0	0	0	0	0	44	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Nitriliruptorales;f_Nitriliruptoraceae
f_DTU023	0	0	0	0	0	0	0	1	0	1	0	0	0	0	57	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Saccharofermentanales;f_DTU023
f_Nitrincolaceae	0	0	3	4	0	3	2	0	6	0	0	25	0	7	9	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Nitrincolaceae
f_Fastidiosipilaceae	0	1	0	0	0	0	0	0	1	0	1	1	7	0	48	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Saccharofermentanales;f_Fastidiosipilaceae
f_Geminicoccaceae	5	0	5	1	1	4	2	0	2	0	0	35	0	1	3	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Geminicoccales;f_Geminicoccaceae
f_Anaerotignaceae	0	0	3	2	0	4	1	0	2	0	12	1	2	7	24	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Anaerotignaceae
f_Unclassified_c_Negativicutes	0	0	0	0	0	0	2	1	0	0	40	13	1	1	0	d_Bacteria;p_Firmicutes C;c_Negativicutes;o_Unclassified_c_Negativicutes;f_Unclassified_c_Negativicutes
f_Terrimicrobiaceae	1	0	15	7	0	7	11	0	2	0	0	0	0	15	0	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Chthoniobacterales;f_Terrimicrobiaceae
f_CAG-312	0	0	0	0	0	0	0	52	0	0	1	1	3	0	0	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Opitutales;f_CAG-312
f_Micavibrionaceae	2	1	5	8	2	11	4	0	15	0	0	0	0	9	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Micavibrionales;f_Micavibrionaceae
f_DTIZ01	3	10	0	0	3	1	3	0	3	34	0	0	0	0	0	d_Bacteria;p_Armatimonadota;c_CAIYQO01;o_WVXJ01;f_DTIZ01
f_JAAYKL01	0	0	18	1	4	8	5	0	6	0	0	0	0	15	0	d_Bacteria;p_Myxococcota;c_Polyangia;o_JAAYKL01;f_JAAYKL01
f_Usitatibacteraceae	0	0	0	0	0	0	0	0	0	0	0	11	0	0	46	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Usitatibacteraceae
f_UBA1149	0	0	11	11	2	14	7	0	3	0	0	0	0	9	0	d_Bacteria;p_Desulfobacterota B;c_Binatia;o_UBA1149;f_UBA1149
f_Herpetosiphonaceae	3	1	4	0	1	5	4	0	0	0	0	0	0	1	37	d_Bacteria;p_Chloroflexota;c_Chloroflexia;o_Chloroflexales;f_Herpetosiphonaceae
