family	S149	S150	S152	S153	S157	S113	S114	S130	S146	S802	S20	S27	S32	S45	S107	taxonomy
f_Unclassified_o_Bacteroidales	28	19	40	68	13	101	45	0	36	29	3	17	5	67	51	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Unclassified_o_Bacteroidales
f_Cycloclasticaceae	2	0	80	132	17	104	46	2	70	0	3	0	3	60	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Methylococcales;f_Cycloclasticaceae
f_Chromatiaceae	3	1	11	2	16	1	18	1	3	21	0	0	1	8	414	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Chromatiales;f_Chromatiaceae
f_JACQBZ01	1	0	108	101	16	80	51	0	77	0	0	0	1	58	6	d_Bacteria;p_Nitrospirota;c_Nitrospiria;o_JACQBZ01;f_JACQBZ01
f_Turicibacteraceae	19	43	19	34	5	32	17	18	17	33	73	0	1	22	157	d_Bacteria;p_Firmicutes;c_Bacilli;o_Haloplasmatales A;f_Turicibacteraceae
f_Leptolyngbyaceae	5	0	93	80	30	78	55	2	34	5	1	1	3	73	5	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_Leptolyngbyales;f_Leptolyngbyaceae
f_Jiangellaceae	59	0	1	0	0	0	0	10	0	0	1	10	0	0	373	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Jiangellales;f_Jiangellaceae
f_Sphingobacteriaceae	12	3	39	35	21	37	25	1	29	1	5	159	0	56	18	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Sphingobacteriales;f_Sphingobacteriaceae
f_DSM-1321	1	0	1	1	0	1	0	114	0	0	78	21	17	0	205	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales B;f_DSM-1321
f_Unclassified_o_Cyanobacteriales	1	2	58	66	16	91	62	1	54	0	1	3	0	62	16	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_Cyanobacteriales;f_Unclassified_o_Cyanobacteriales
f_Methylophagaceae	3	0	12	21	1	34	7	1	65	0	0	36	12	16	219	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Nitrosococcales;f_Methylophagaceae
f_Unclassified_o_Saccharimonadales	301	0	0	0	0	0	7	2	49	19	0	0	2	0	44	d_Bacteria;p_Patescibacteria;c_Saccharimonadia;o_Saccharimonadales;f_Unclassified_o_Saccharimonadales
f_Reyranellaceae	6	0	0	0	0	0	1	0	3	3	0	40	1	0	365	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Reyranellales;f_Reyranellaceae
f_UBA2999	6	1	2	0	2	0	8	1	0	1	0	0	0	2	392	d_Bacteria;p_Acidobacteriota;c_Vicinamibacteria;o_Vicinamibacterales;f_UBA2999
f_Salinicoccaceae	3	7	22	9	13	31	9	0	26	4	2	0	0	24	265	d_Bacteria;p_Firmicutes;c_Bacilli;o_Staphylococcales;f_Salinicoccaceae
f_Endozoicomonadaceae	27	25	36	46	23	37	49	32	41	32	7	2	3	38	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Endozoicomonadaceae
f_F082	0	0	25	11	56	23	9	7	23	0	5	55	1	96	87	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_F082
f_Azospirillaceae	4	2	19	33	10	31	16	1	36	18	2	195	2	17	9	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Azospirillales;f_Azospirillaceae
f_UBA10799	2	0	0	0	0	0	0	0	0	0	0	0	0	0	389	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Nanopelagicales;f_UBA10799
f_SCOH01	0	0	0	0	0	0	0	0	0	0	0	390	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_SCOH01
f_Maricaulaceae	3	0	32	40	8	18	11	203	5	0	0	32	0	24	11	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Caulobacterales;f_Maricaulaceae
f_Bryobacteraceae	25	59	40	13	19	14	46	5	19	21	2	11	0	25	86	d_Bacteria;p_Acidobacteriota;c_Acidobacteriae;o_Bryobacterales;f_Bryobacteraceae
f_Methylomonadaceae	1	3	23	33	8	22	20	0	35	0	1	75	1	15	147	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Methylococcales;f_Methylomonadaceae
f_Chromobacteriaceae	3	1	1	1	10	1	4	2	1	0	0	259	0	6	95	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Chromobacteriaceae
f_Cyclobacteriaceae	1	1	32	19	8	16	20	0	28	2	0	45	1	14	192	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Cytophagales;f_Cyclobacteriaceae
f_Halieaceae	1	1	13	11	0	31	5	0	0	11	182	8	71	13	22	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Halieaceae
f_Sporolactobacillaceae	8	14	32	50	15	52	19	0	52	18	0	0	0	34	74	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales G;f_Sporolactobacillaceae
f_Butyricicoccaceae	1	2	0	0	1	0	0	3	0	1	295	18	39	0	6	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Butyricicoccaceae
f_Opitutaceae	5	29	27	23	17	24	17	0	33	11	5	137	4	30	0	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Opitutales;f_Opitutaceae
f_Dormibacteraceae	0	0	0	0	2	0	0	0	0	0	0	8	0	0	346	d_Bacteria;p_Dormibacterota;c_Dormibacteria;o_Dormibacterales;f_Dormibacteraceae
f_Polyangiaceae	13	3	53	55	17	55	46	0	34	7	0	0	2	39	30	d_Bacteria;p_Myxococcota;c_Polyangia;o_Polyangiales;f_Polyangiaceae
f_Methylophilaceae	1	0	0	0	0	0	0	0	0	0	0	341	0	0	7	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Methylophilaceae
f_Unclassified_o_Lachnospirales	1	0	28	6	11	29	14	0	38	0	76	0	0	37	107	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Unclassified_o_Lachnospirales
f_Nakamurellaceae	37	2	0	0	0	0	0	0	0	8	5	25	0	0	267	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Nakamurellaceae
f_Staphylococcaceae	20	3	9	7	0	11	2	0	18	3	8	1	5	0	253	d_Bacteria;p_Firmicutes;c_Bacilli;o_Staphylococcales;f_Staphylococcaceae
f_Microscillaceae	1	0	55	64	9	69	20	0	57	0	0	0	4	53	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Cytophagales;f_Microscillaceae
f_Sulfobacillaceae	7	0	78	50	7	61	21	0	65	0	0	0	0	39	1	d_Bacteria;p_Firmicutes E;c_Sulfobacillia;o_Sulfobacillales;f_Sulfobacillaceae
f_Roseiflexaceae	13	16	4	2	8	0	4	1	2	8	0	7	2	0	250	d_Bacteria;p_Chloroflexota;c_Chloroflexia;o_Chloroflexales;f_Roseiflexaceae
f_Unclassified_c_Cyanobacteriia	12	17	32	44	14	54	34	0	70	11	1	1	3	22	0	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_Unclassified_c_Cyanobacteriia;f_Unclassified_c_Cyanobacteriia
f_UBA660	0	0	12	9	2	12	8	33	6	0	87	5	11	10	118	d_Bacteria;p_Firmicutes;c_Bacilli;o_RF39;f_UBA660
f_CAIYMF01	56	4	0	1	0	0	0	3	0	0	0	0	0	0	246	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Nanopelagicales;f_CAIYMF01
f_Bacillaceae D	0	0	0	0	0	0	0	2	0	0	257	3	15	0	30	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales H;f_Bacillaceae D
f_Melioribacteraceae	0	0	55	44	19	75	20	0	38	3	0	0	0	52	0	d_Bacteria;p_Bacteroidota;c_Ignavibacteria;o_Ignavibacteriales;f_Melioribacteraceae
f_Deinococcaceae	143	1	3	0	1	0	0	20	1	1	0	38	5	0	89	d_Bacteria;p_Deinococcota;c_Deinococci;o_Deinococcales;f_Deinococcaceae
f_Marinococcaceae	0	0	10	3	2	8	5	7	2	39	22	179	16	7	2	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales H;f_Marinococcaceae
f_Unclassified_o_Acidimicrobiales	15	0	0	0	0	0	0	1	0	0	0	13	0	0	267	d_Bacteria;p_Actinobacteriota;c_Acidimicrobiia;o_Acidimicrobiales;f_Unclassified_o_Acidimicrobiales
f_Beggiatoaceae	2	1	8	9	14	25	13	0	5	0	0	204	0	11	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Beggiatoales;f_Beggiatoaceae
f_Selenomonadaceae	0	0	1	8	2	0	0	3	12	0	6	252	3	4	0	d_Bacteria;p_Firmicutes C;c_Negativicutes;o_Selenomonadales;f_Selenomonadaceae
f_UBA2200	1	0	0	0	0	0	2	0	0	0	0	282	0	0	0	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_UBA2200;f_UBA2200
f_Microcoleaceae	2	3	43	55	10	32	43	2	43	1	0	0	0	41	6	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_Cyanobacteriales;f_Microcoleaceae
f_Ilumatobacteraceae	3	0	2	7	0	9	3	4	6	0	0	8	0	5	232	d_Bacteria;p_Actinobacteriota;c_Acidimicrobiia;o_Acidimicrobiales;f_Ilumatobacteraceae
f_UBA8363	1	0	20	65	10	66	44	0	5	0	0	15	0	46	0	d_Bacteria;p_Proteobacteria;c_Magnetococcia;o_Magnetococcales;f_UBA8363
f_Desulfovibrionaceae	1	2	11	5	7	3	6	122	2	3	15	34	13	10	35	d_Bacteria;p_Desulfobacterota I;c_Desulfovibrionia;o_Desulfovibrionales;f_Desulfovibrionaceae
f_NBRC-103111	8	9	32	53	24	37	32	0	10	1	2	0	0	49	8	d_Bacteria;p_Firmicutes;c_Bacilli;o_Paenibacillales;f_NBRC-103111
f_CAG-272	7	7	21	27	10	20	9	73	5	1	49	3	4	16	13	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_CAG-272
f_Natronincolaceae	0	0	0	1	0	0	0	0	0	4	7	1	1	0	249	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Peptostreptococcales;f_Natronincolaceae
f_Unclassified_c_Polyangia	26	29	26	41	12	32	36	0	30	9	1	0	0	16	1	d_Bacteria;p_Myxococcota;c_Polyangia;o_Unclassified_c_Polyangia;f_Unclassified_c_Polyangia
f_Unclassified_o_Paenibacillales	0	0	0	0	0	1	0	0	0	0	105	145	0	2	6	d_Bacteria;p_Firmicutes;c_Bacilli;o_Paenibacillales;f_Unclassified_o_Paenibacillales
f_Pleomorphomonadaceae	0	0	0	0	0	0	0	0	0	0	0	246	0	0	13	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Pleomorphomonadaceae
f_CACIAM-22H2	0	0	0	0	0	0	0	0	0	0	0	122	0	0	136	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_CACIAM-22H2;f_CACIAM-22H2
f_UBA2359	0	0	0	0	0	0	0	222	0	0	10	7	19	0	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Chitinophagales;f_UBA2359
f_MES13	0	0	0	0	0	0	0	0	0	0	222	0	0	0	29	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Tissierellales;f_MES13
f_Cardiobacteriaceae	0	2	5	0	1	0	16	15	6	1	100	55	4	4	41	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Cardiobacteriales;f_Cardiobacteriaceae
f_Casimicrobiaceae	0	0	1	4	0	13	0	0	0	0	0	188	0	0	43	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Casimicrobiaceae
f_Unclassified_o_UBA796	5	0	41	46	6	65	17	0	29	0	0	0	0	40	0	d_Bacteria;p_Myxococcota A;c_UBA796;o_UBA796;f_Unclassified_o_UBA796
f_Gottschalkiaceae	0	0	0	0	0	0	0	0	0	0	46	0	0	0	200	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Tissierellales;f_Gottschalkiaceae
f_PHBI01	2	1	40	26	13	38	19	0	18	3	2	0	0	81	1	d_Bacteria;p_Myxococcota;c_UBA9042;o_PHBI01;f_PHBI01
f_Nannocystaceae	3	4	54	27	8	57	25	0	18	12	2	0	0	31	1	d_Bacteria;p_Myxococcota;c_Polyangia;o_Nannocystales;f_Nannocystaceae
f_Marinilabiliaceae	2	6	38	39	9	47	18	0	5	0	0	6	0	68	4	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Marinilabiliaceae
f_Bacillaceae G	0	0	3	0	0	1	4	30	8	0	3	0	0	1	190	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Bacillaceae G
f_Pseudopelobacteraceae	0	0	4	7	2	8	4	0	0	0	0	0	0	9	206	d_Bacteria;p_Desulfobacterota;c_Desulfuromonadia;o_Geobacterales;f_Pseudopelobacteraceae
f_Tepidimicrobiaceae	0	2	4	11	0	5	1	2	0	8	6	0	1	2	197	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Tissierellales;f_Tepidimicrobiaceae
f_Alkalibacillaceae	1	0	0	0	0	0	0	0	0	4	0	1	0	0	231	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales D;f_Alkalibacillaceae
f_Rhabdochlamydiaceae	4	2	52	28	7	46	20	0	42	9	3	0	0	21	2	d_Bacteria;p_Chlamydiota;c_Chlamydiia;o_Chlamydiales;f_Rhabdochlamydiaceae
f_Gemmatimonadaceae	38	31	10	7	2	7	13	0	12	24	0	16	0	5	69	d_Bacteria;p_Gemmatimonadota;c_Gemmatimonadetes;o_Gemmatimonadales;f_Gemmatimonadaceae
f_Aestuariivirgaceae	0	0	0	0	0	0	0	0	0	0	0	107	0	0	121	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Aestuariivirgaceae
f_Vallitaleaceae A	1	0	0	0	0	0	1	39	0	0	165	5	7	2	8	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Vallitaleaceae A
f_Bacillaceae	14	3	0	0	13	0	3	4	30	6	19	2	4	0	129	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Bacillaceae
f_Fervidobacteriaceae	0	0	0	0	0	0	0	0	0	0	202	22	0	0	0	d_Bacteria;p_Thermotogota;c_Thermotogae;o_Thermotogales;f_Fervidobacteriaceae
f_Promineofilaceae	6	7	20	31	15	12	4	0	5	4	2	0	7	13	95	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Promineofilales;f_Promineofilaceae
f_Holophagaceae	11	16	13	23	13	40	9	7	21	20	1	11	1	25	3	d_Bacteria;p_Acidobacteriota;c_Holophagae;o_Holophagales;f_Holophagaceae
f_Muribaculaceae	62	0	25	20	2	6	8	4	5	5	8	1	2	2	63	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Muribaculaceae
f_Kribbellaceae	18	0	8	5	2	19	3	1	4	1	2	8	4	17	120	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Propionibacteriales;f_Kribbellaceae
f_Ferrovibrionaceae	0	0	0	0	0	0	1	0	0	0	0	0	0	1	206	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Ferrovibrionales;f_Ferrovibrionaceae
f_Coprobacillaceae	0	0	0	0	1	0	0	5	0	0	172	3	2	1	23	d_Bacteria;p_Firmicutes;c_Bacilli;o_Erysipelotrichales;f_Coprobacillaceae
f_Brachyspiraceae	69	0	12	0	51	11	3	1	0	0	1	23	2	4	26	d_Bacteria;p_Spirochaetota;c_Brachyspirae;o_Brachyspirales;f_Brachyspiraceae
f_Amoebophilaceae	1	0	20	60	12	32	9	0	37	0	0	0	0	31	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Cytophagales;f_Amoebophilaceae
f_Egibacteraceae	3	1	4	2	6	0	4	1	1	0	2	3	0	4	170	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Euzebyales;f_Egibacteraceae
f_Acidaminobacteraceae	3	0	0	0	0	0	0	0	0	1	0	7	1	0	187	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Peptostreptococcales;f_Acidaminobacteraceae
f_Staskawiczbacteraceae	0	0	51	46	6	36	20	1	5	0	1	0	0	30	3	d_Bacteria;p_Patescibacteria;c_Paceibacteria;o_Paceibacterales;f_Staskawiczbacteraceae
f_Nanosyncoccaceae	14	5	7	0	2	0	14	70	3	1	24	0	0	6	47	d_Bacteria;p_Patescibacteria;c_Saccharimonadia;o_Saccharimonadales;f_Nanosyncoccaceae
f_Thermosynergistaceae	0	0	23	36	10	55	23	0	8	0	0	0	1	36	1	d_Bacteria;p_Synergistota;c_Synergistia;o_Synergistales;f_Thermosynergistaceae
f_UBA5070	2	0	27	43	10	42	19	0	21	0	0	1	0	27	0	d_Bacteria;p_Fibrobacterota;c_Fibrobacteria;o_UBA5070;f_UBA5070
f_Rubrobacteraceae	1	0	5	7	4	1	1	0	2	0	0	3	0	11	156	d_Bacteria;p_Actinobacteriota;c_Rubrobacteria;o_Rubrobacterales;f_Rubrobacteraceae
f_Competibacteraceae	2	0	17	9	2	17	10	0	3	0	0	70	1	12	47	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Competibacterales;f_Competibacteraceae
f_Nanosynbacteraceae	121	1	1	0	0	0	1	0	30	7	0	0	0	0	26	d_Bacteria;p_Patescibacteria;c_Saccharimonadia;o_Saccharimonadales;f_Nanosynbacteraceae
f_Arcobacteraceae	0	0	12	0	79	0	4	0	11	0	4	38	0	21	16	d_Bacteria;p_Campylobacterota;c_Campylobacteria;o_Campylobacterales;f_Arcobacteraceae
f_Trueperaceae	2	0	0	4	0	0	0	0	0	0	1	16	0	0	160	d_Bacteria;p_Deinococcota;c_Deinococci;o_Deinococcales;f_Trueperaceae
f_Nevskiaceae	1	3	22	5	0	1	11	0	3	1	0	85	0	2	46	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Nevskiales;f_Nevskiaceae
f_Hymenobacteraceae	16	8	28	21	18	30	13	2	10	1	0	19	0	10	4	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Cytophagales;f_Hymenobacteraceae
f_Akkermansiaceae	0	0	12	22	9	24	22	0	17	0	0	38	0	22	13	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Verrucomicrobiales;f_Akkermansiaceae
f_Thalassospiraceae	0	0	0	0	0	0	0	0	0	0	0	2	0	0	177	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodospirillales;f_Thalassospiraceae
f_Chitinibacteraceae	1	2	0	0	3	0	0	0	0	7	0	0	0	0	165	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Chitinibacteraceae
f_Neisseriaceae	2	0	0	0	0	0	5	5	14	0	94	26	4	0	28	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Neisseriaceae
f_A4b	1	0	42	18	14	31	13	0	24	2	0	0	0	33	0	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Aggregatilineales;f_A4b
f_PHOS-HE28	0	6	1	12	2	2	9	0	9	1	0	122	0	10	1	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Flavobacteriales;f_PHOS-HE28
f_JAFAQI01	67	0	0	0	0	0	0	0	0	12	0	84	6	0	5	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_JAFAQI01
f_CAG-449	0	0	1	0	0	0	0	0	0	0	0	3	0	0	163	d_Bacteria;p_Firmicutes;c_Bacilli;o_RFN20;f_CAG-449
f_UBA1018	6	1	5	7	3	7	7	0	0	2	0	127	0	0	0	d_Bacteria;p_Bdellovibrionota;c_Bdellovibrionia A;o_UBA1018;f_UBA1018
f_UBA4823	0	0	40	30	4	21	16	0	29	0	0	0	0	24	0	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Anaerolineales;f_UBA4823
f_Sedimentibacteraceae	0	0	0	0	0	0	0	21	0	0	0	0	2	0	138	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Tissierellales;f_Sedimentibacteraceae
f_MWEM01	0	0	0	0	0	0	0	0	0	0	158	3	0	0	0	d_Bacteria;p_Thermotogota;c_Thermotogae;o_MWEM01;f_MWEM01
f_Chitinispirillaceae	1	0	42	17	7	20	18	0	9	0	0	1	0	35	9	d_Bacteria;p_Fibrobacterota;c_Chitinivibrionia;o_Chitinivibrionales;f_Chitinispirillaceae
f_Ketobacteraceae	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Ketobacteraceae
f_UBA11358	0	0	0	0	0	0	0	0	15	0	0	138	0	0	5	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Pedosphaerales;f_UBA11358
f_JABLXJ01	0	0	0	0	0	0	0	0	0	0	5	151	0	0	0	d_Bacteria;p_Firmicutes G;c_SHA-98;o_Ch115;f_JABLXJ01
f_Caldilineaceae	8	9	8	22	7	39	12	0	15	12	0	0	0	23	0	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Caldilineales;f_Caldilineaceae
f_Cellvibrionaceae	1	0	5	14	7	16	13	0	16	0	2	21	0	23	37	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Cellvibrionaceae
f_Coxiellaceae	0	0	30	41	9	27	14	0	5	0	0	0	0	25	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Coxiellales;f_Coxiellaceae
f_Prolixibacteraceae	0	0	4	2	0	0	1	65	0	0	6	0	22	6	45	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Prolixibacteraceae
f_UBA9042	6	15	21	22	17	30	8	3	5	4	0	0	0	17	1	d_Bacteria;p_Myxococcota;c_UBA9042;o_UBA9042;f_UBA9042
f_Nitrospinaceae	1	0	28	21	6	13	13	3	30	3	0	0	0	30	1	d_Bacteria;p_Nitrospinota;c_Nitrospinia;o_Nitrospinales;f_Nitrospinaceae
f_UBA7960	2	0	0	19	0	9	3	48	1	0	8	0	7	17	34	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_UBA7960
f_Thalassobaculaceae	0	0	23	8	7	10	6	27	4	0	0	8	0	11	44	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Thalassobaculales;f_Thalassobaculaceae
f_Desulfitobacteriaceae	0	0	1	0	0	2	0	7	0	0	115	0	4	1	17	d_Bacteria;p_Firmicutes B;c_Desulfitobacteriia;o_Desulfitobacteriales;f_Desulfitobacteriaceae
f_Crocinitomicaceae	0	2	10	0	6	21	4	7	2	1	2	50	0	14	27	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Flavobacteriales;f_Crocinitomicaceae
f_PJMF01	4	11	17	22	5	20	17	0	5	9	0	0	0	35	0	d_Bacteria;p_Patescibacteria;c_Microgenomatia;o_UBA1400;f_PJMF01
f_Magnetospirillaceae	1	0	5	6	1	11	4	0	1	0	0	0	0	0	114	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodospirillales;f_Magnetospirillaceae
f_Unclassified_p_Chloroflexota	6	2	40	11	4	24	15	0	8	0	0	0	1	31	0	d_Bacteria;p_Chloroflexota;c_Unclassified_p_Chloroflexota;o_Unclassified_p_Chloroflexota;f_Unclassified_p_Chloroflexota
f_CAG-508	0	0	0	0	0	0	0	76	0	0	24	1	6	1	32	d_Bacteria;p_Firmicutes A;c_Clostridia;o_TANB77;f_CAG-508
f_Caminicellaceae	0	0	2	0	1	0	0	94	0	0	12	1	20	2	8	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Peptostreptococcales;f_Caminicellaceae
f_UBA994	1	0	22	18	4	23	12	2	50	0	1	0	1	5	1	d_Bacteria;p_Firmicutes H;c_UBA994;o_UBA994;f_UBA994
f_DSM-6294	0	0	1	0	0	2	6	1	9	0	1	2	1	20	95	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_DSM-6294
f_Humimicrobiaceae	2	6	18	8	1	17	25	21	21	4	0	0	2	12	1	d_Bacteria;p_Actinobacteriota;c_Humimicrobiia;o_Humimicrobiales;f_Humimicrobiaceae
f_Euzebyaceae	7	1	0	0	0	0	1	0	0	3	0	2	5	0	118	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Euzebyales;f_Euzebyaceae
f_EnvOPS12	0	0	30	32	4	23	11	0	8	0	2	1	0	24	1	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Anaerolineales;f_EnvOPS12
f_CSBR16-193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	d_Bacteria;p_Patescibacteria;c_Paceibacteria;o_UBA9983 A;f_CSBR16-193
f_Desulforegulaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	d_Bacteria;p_Desulfobacterota;c_Desulfobacteria;o_Desulfobacterales;f_Desulforegulaceae
f_Treponemataceae	0	2	12	28	6	21	9	3	1	3	0	2	5	29	11	d_Bacteria;p_Spirochaetota;c_Spirochaetia;o_Treponematales;f_Treponemataceae
f_CAG-239	3	0	20	10	1	23	4	0	25	0	19	2	0	23	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_RF32;f_CAG-239
f_NICIL-2	0	0	19	24	4	19	13	0	16	0	4	2	0	28	0	d_Bacteria;p_Bacteroidota;c_Kapabacteria;o_Kapabacteriales;f_NICIL-2
f_Pelagibacteraceae	0	0	10	0	61	14	15	1	1	0	1	12	0	9	4	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Pelagibacterales;f_Pelagibacteraceae
f_Stellaceae	0	0	0	0	0	0	1	0	0	1	0	122	0	0	4	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_ATCC43930;f_Stellaceae
f_Proteiniboraceae	0	0	0	0	0	0	1	0	0	0	26	0	0	0	100	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Tissierellales;f_Proteiniboraceae
f_Unclassified_c_Dehalococcoidia	0	0	15	20	2	32	9	0	14	0	2	0	0	33	0	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia;o_Unclassified_c_Dehalococcoidia;f_Unclassified_c_Dehalococcoidia
f_Sphaerochaetaceae	0	6	0	0	4	0	0	0	0	0	0	0	0	3	110	d_Bacteria;p_Spirochaetota;c_Spirochaetia;o_Sphaerochaetales;f_Sphaerochaetaceae
f_UBA6960	2	0	25	0	1	24	11	0	13	0	0	0	0	5	41	d_Bacteria;p_Gemmatimonadota;c_Gemmatimonadetes;o_Longimicrobiales;f_UBA6960
f_UBA6265	0	0	0	0	0	0	0	0	0	0	0	1	0	0	121	d_Bacteria;p_Chloroflexota;c_Chloroflexia;o_Thermomicrobiales;f_UBA6265
f_Borkfalkiaceae	0	0	0	0	0	0	1	1	0	0	18	3	1	0	97	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Christensenellales;f_Borkfalkiaceae
f_SM23-39	2	3	17	3	17	13	14	0	25	0	2	7	0	18	0	d_Bacteria;p_Chlamydiota;c_Chlamydiia;o_Chlamydiales;f_SM23-39
f_Tannerellaceae	0	0	0	0	0	0	0	0	0	0	0	108	2	0	10	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae
