order	S149	S150	S152	S153	S157	S113	S114	S130	S146	S802	S20	S27	S32	S45	S107	taxonomy
o_JAAYKL01	0	0	18	1	4	8	5	0	6	0	0	0	0	15	0	d_Bacteria;p_Myxococcota;c_Polyangia;o_JAAYKL01
o_UBA1149	0	0	11	11	2	14	7	0	3	0	0	0	0	9	0	d_Bacteria;p_Desulfobacterota B;c_Binatia;o_UBA1149
o_Nitrospirales	0	0	8	3	5	17	4	0	16	0	0	0	0	3	0	d_Bacteria;p_Nitrospirota;c_Nitrospiria;o_Nitrospirales
o_GCA-2863065	0	0	6	7	0	0	0	0	0	0	0	0	0	1	42	d_Bacteria;p_Myxococcota;c_UBA9042;o_GCA-2863065
o_PWTM01	0	0	10	13	2	10	1	0	10	0	0	0	0	10	0	d_Bacteria;p_Verrucomicrobiota;c_Kiritimatiellae;o_PWTM01
o_Immundisolibacterales	9	6	0	0	5	0	0	21	4	10	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Immundisolibacterales
o_HRBIN30	0	0	12	23	2	4	2	0	0	0	0	0	0	7	5	d_Bacteria;p_Desulfobacterota B;c_Binatia;o_HRBIN30
o_Caldicellulosiruptorales	0	0	0	0	0	0	0	0	0	0	44	7	0	0	4	d_Bacteria;p_Firmicutes A;c_Thermoanaerobacteria;o_Caldicellulosiruptorales
o_Victivallales	0	0	0	9	2	9	5	5	1	0	16	5	0	3	0	d_Bacteria;p_Verrucomicrobiota;c_Lentisphaeria;o_Victivallales
o_Unclassified_p_Verrucomicrobiota	15	3	16	7	0	0	0	0	2	2	0	0	0	9	0	d_Bacteria;p_Verrucomicrobiota;c_Unclassified_p_Verrucomicrobiota;o_Unclassified_p_Verrucomicrobiota
o_UBA8231	0	0	13	3	0	10	16	0	2	0	0	0	0	9	0	d_Bacteria;p_Latescibacterota;c_UBA2968;o_UBA8231
o_Eremiobacterales	0	0	0	5	0	0	0	0	0	0	0	1	0	0	47	d_Bacteria;p_Eremiobacterota;c_Eremiobacteria;o_Eremiobacterales
o_Xenobiales	0	0	1	15	0	3	3	0	6	0	0	0	0	25	0	d_Bacteria;p_Eremiobacterota;c_Xenobia;o_Xenobiales
o_Moranbacterales	0	0	5	0	2	8	1	12	0	0	25	0	0	0	0	d_Bacteria;p_Patescibacteria;c_Paceibacteria;o_Moranbacterales
o_CSP1-3	0	0	0	0	0	0	0	0	0	0	0	2	0	7	43	d_Bacteria;p_CSP1-3;c_CSP1-3;o_CSP1-3
o_Acidothermales	0	0	0	0	0	0	0	0	1	0	0	5	1	0	45	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Acidothermales
o_Leptospirillales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	d_Bacteria;p_Nitrospirota A;c_Leptospirillia;o_Leptospirillales
o_Syntrophomonadales	1	0	2	0	4	0	2	1	0	0	0	7	3	1	30	d_Bacteria;p_Firmicutes B;c_Syntrophomonadia;o_Syntrophomonadales
o_Desulfotomaculales	0	1	6	19	0	1	2	3	3	14	0	0	0	2	0	d_Bacteria;p_Firmicutes B;c_Desulfotomaculia;o_Desulfotomaculales
o_UBA8477	0	0	2	11	3	8	0	0	19	0	1	0	0	7	0	d_Bacteria;p_Marinisomatota;c_UBA8477;o_UBA8477
o_SpSt-205	0	0	16	2	1	9	0	0	13	0	0	0	0	10	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_SpSt-205
o_UBA3495	1	0	16	12	1	7	6	0	2	0	0	0	0	6	0	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia;o_UBA3495
o_UBA6077	0	0	0	0	0	0	0	0	0	0	0	0	1	0	49	d_Bacteria;p_Chloroflexota;c_UBA6077;o_UBA6077
o_Dehalobacteriales	0	0	0	0	0	0	0	45	0	0	1	1	2	0	1	d_Bacteria;p_Firmicutes B;c_Dehalobacteriia;o_Dehalobacteriales
o_Endomicrobiales	0	0	0	0	0	0	0	3	0	0	47	0	0	0	0	d_Bacteria;p_Elusimicrobiota;c_Endomicrobia;o_Endomicrobiales
o_UBA6777	0	0	15	0	0	11	11	0	6	0	0	0	0	7	0	d_Bacteria;p_Myxococcota;c_UBA6777;o_UBA6777
o_DTU080	2	0	13	6	4	8	2	0	10	0	0	0	0	2	0	d_Bacteria;p_Firmicutes G;c_Limnochordia;o_DTU080
o_S15B-MN24	1	0	9	7	2	13	0	0	15	0	0	0	0	0	0	d_Bacteria;p_Cyanobacteria;c_Sericytochromatia;o_S15B-MN24
o_Ozemobacterales	9	4	4	7	3	5	2	0	5	0	0	0	1	0	5	d_Bacteria;p_Riflebacteria;c_Ozemobacteria;o_Ozemobacterales
o_P2-11E	6	7	4	0	5	1	9	0	8	3	0	0	0	2	0	d_Bacteria;p_Chloroflexota;c_Limnocylindria;o_P2-11E
o_Oligoflexales	0	0	11	6	5	2	5	0	4	0	0	0	0	11	0	d_Bacteria;p_Bdellovibrionota;c_Oligoflexia;o_Oligoflexales
o_JACPHY01	0	0	4	13	0	19	0	0	8	0	0	0	0	0	0	d_Bacteria;p_Patescibacteria;c_ABY1;o_JACPHY01
o_Diplorickettsiales	0	0	8	13	4	4	4	0	1	0	0	0	0	10	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Diplorickettsiales
o_Ardenticatenales	0	0	10	16	3	10	0	0	1	0	0	0	0	4	0	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Ardenticatenales
o_Aneurinibacillales	0	0	0	0	0	0	0	40	0	0	0	3	0	0	0	d_Bacteria;p_Firmicutes;c_Bacilli;o_Aneurinibacillales
o_UBA12015	0	8	0	0	0	1	0	0	19	15	0	0	0	0	0	d_Bacteria;p_Desulfobacterota B;c_Binatia;o_UBA12015
o_UBA6098	0	0	8	14	0	12	3	0	3	0	0	0	0	3	0	d_Bacteria;p_UBP14;c_UBA6098;o_UBA6098
o_GCA-2729495	4	0	8	0	0	0	1	2	1	0	0	27	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_GCA-2729495
o_Unclassified_c_Acidobacteriae	0	0	1	6	0	0	1	0	0	0	0	33	0	0	2	d_Bacteria;p_Acidobacteriota;c_Acidobacteriae;o_Unclassified_c_Acidobacteriae
o_Izemoplasmatales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	d_Bacteria;p_Firmicutes;c_Bacilli;o_Izemoplasmatales
o_Moorellales	0	0	11	10	0	11	1	0	1	0	0	0	0	8	0	d_Bacteria;p_Firmicutes B;c_Moorellia;o_Moorellales
o_SZUA-6	0	0	9	3	1	3	2	0	6	0	0	0	0	17	0	d_Bacteria;p_Spirochaetota;c_Spirochaetia;o_SZUA-6
o_UBA6257	0	0	2	1	3	7	3	0	0	0	0	1	0	22	2	d_Bacteria;p_Patescibacteria;c_Paceibacteria;o_UBA6257
o_Hydrogenedentiales	1	1	15	0	1	4	2	0	13	1	0	0	0	2	0	d_Bacteria;p_Hydrogenedentota;c_Hydrogenedentia;o_Hydrogenedentiales
o_SAR202	0	0	13	2	3	10	7	2	2	0	0	0	0	1	0	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia;o_SAR202
o_Rhodothermales	0	0	7	0	7	15	3	0	0	0	0	0	1	7	0	d_Bacteria;p_Bacteroidota;c_Rhodothermia;o_Rhodothermales
o_Marinisomatales	1	1	8	2	5	8	6	1	6	0	0	1	0	0	0	d_Bacteria;p_Marinisomatota;c_Marinisomatia;o_Marinisomatales
o_UBA12405	1	6	0	0	8	0	3	0	13	2	0	2	0	1	3	d_Bacteria;p_Patescibacteria;c_Microgenomatia;o_UBA12405
o_Ammonifexales	0	0	9	14	4	7	1	0	0	0	0	0	0	4	0	d_Bacteria;p_Firmicutes B;c_Desulfotomaculia;o_Ammonifexales
o_Enterobacterales A	0	0	6	12	1	6	10	0	0	0	0	0	0	4	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales A
o_Absconditabacterales	0	0	5	0	4	9	3	0	2	0	0	0	0	16	0	d_Bacteria;p_Patescibacteria;c_JAEDAM01;o_Absconditabacterales
o_UBA8260	0	0	0	0	0	0	1	0	0	0	0	0	0	0	37	d_Bacteria;p_Dormibacterota;c_Dormibacteria;o_UBA8260
o_UBA101185	5	0	0	0	0	0	0	0	3	5	0	0	0	0	25	d_Bacteria;p_Patescibacteria;c_WWE3;o_UBA101185
o_Kiloniellales	0	0	10	10	0	10	7	0	0	0	0	0	0	1	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Kiloniellales
o_Palsa-1104	0	0	0	1	4	6	11	0	5	0	0	0	0	11	0	d_Bacteria;p_Myxococcota;c_Polyangia;o_Palsa-1104
o_UBA2214	0	0	14	2	0	11	0	0	1	0	0	0	0	8	1	d_Bacteria;p_KSB1;c_UBA2214;o_UBA2214
o_JAFGEY01	0	0	0	0	0	0	0	5	0	0	27	3	2	0	0	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_JAFGEY01
o_J063	0	0	5	6	2	8	7	0	6	0	0	0	0	3	0	d_Bacteria;p_Tectomicrobia;c_Entotheonellia;o_J063
o_Silvanigrellales	0	0	0	0	0	1	1	0	0	0	16	4	3	7	4	d_Bacteria;p_Bdellovibrionota;c_Oligoflexia;o_Silvanigrellales
o_UBA4486	0	0	4	5	1	10	9	0	7	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_UBA4486
o_J137	0	0	0	0	0	0	0	0	0	0	0	33	0	0	3	d_Bacteria;p_Patescibacteria;c_Dojkabacteria;o_J137
o_SHVW01	0	0	1	10	0	9	4	0	10	0	0	0	0	2	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_SHVW01
o_Acidithiobacillales	0	0	0	0	2	0	7	0	0	0	1	25	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Acidithiobacillales
o_UBA3088	0	0	4	12	3	2	6	0	8	0	0	0	0	0	0	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia;o_UBA3088
o_JAEEML01	0	0	0	18	0	8	6	0	1	0	0	0	0	2	0	d_Bacteria;p_Myxococcota;c_XYA12-FULL-58-9;o_JAEEML01
o_Methylomirabilales	0	0	1	6	2	5	4	0	6	0	0	0	0	10	1	d_Bacteria;p_Methylomirabilota;c_Methylomirabilia;o_Methylomirabilales
o_Woeseiales	1	1	3	0	1	0	3	0	3	0	0	0	0	22	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Woeseiales
o_UBA4473	0	0	23	0	0	5	6	0	0	0	0	0	0	0	0	d_Bacteria;p_Patescibacteria;c_Gracilibacteria;o_UBA4473
o_Granulosicoccales	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Granulosicoccales
o_Unclassified_c_Blastocatellia	0	0	3	11	0	15	1	0	0	0	0	0	0	4	0	d_Bacteria;p_Acidobacteriota;c_Blastocatellia;o_Unclassified_c_Blastocatellia
o_SZUA-21	3	1	4	0	8	0	13	0	0	0	0	1	0	2	1	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_SZUA-21
o_UBA4248	1	0	0	0	18	9	0	0	0	0	0	1	0	3	1	d_Bacteria;p_Myxococcota;c_Bradymonadia;o_UBA4248
o_AABM5-25-91	0	0	8	4	3	9	3	0	0	0	0	0	0	6	0	d_Bacteria;p_KSB1;c_UBA2214;o_AABM5-25-91
o_Rokubacteriales	0	0	1	0	0	0	1	0	3	7	0	0	0	0	20	d_Bacteria;p_Methylomirabilota;c_Methylomirabilia;o_Rokubacteriales
o_UBA2241	0	0	0	0	0	0	0	0	3	0	0	0	0	0	28	d_Bacteria;p_Actinobacteriota;c_Thermoleophilia;o_UBA2241
o_GN15	1	0	9	0	2	5	1	0	7	0	0	0	0	6	0	d_Bacteria;p_Zixibacteria;c_MSB-5A5;o_GN15
o_Unclassified_c_Saccharimonadia	0	0	8	0	1	1	2	0	11	0	0	0	0	8	0	d_Bacteria;p_Patescibacteria;c_Saccharimonadia;o_Unclassified_c_Saccharimonadia
o_UBA1381	0	0	0	3	1	16	6	0	0	0	1	0	0	0	3	d_Bacteria;p_Firmicutes A;c_Clostridia;o_UBA1381
o_UBA9968	0	0	15	1	2	0	2	0	2	0	0	0	0	8	0	d_Bacteria;p_Desulfobacterota B;c_Binatia;o_UBA9968
o_B48-G9	5	3	6	0	3	0	1	0	5	3	0	0	1	1	2	d_Bacteria;p_Ratteibacteria;c_UBA8468;o_B48-G9
o_Thiohalomonadales	0	4	0	0	2	0	2	0	0	0	0	3	0	0	18	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Thiohalomonadales
o_Alicyclobacillales	0	0	0	0	0	0	0	0	0	0	26	0	3	0	0	d_Bacteria;p_Firmicutes;c_Bacilli;o_Alicyclobacillales
o_Thermoflexales	2	1	0	1	8	1	9	0	0	1	1	0	0	2	2	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Thermoflexales
o_JACPTQ01	1	0	0	0	0	0	0	0	0	0	0	0	4	0	23	d_Bacteria;p_Myxococcota;c_JACPTQ01;o_JACPTQ01
o_TMED127	0	1	6	1	0	7	2	0	11	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_TMED127
o_UCB3	0	0	13	1	0	2	0	0	3	0	0	0	0	9	0	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_UCB3
o_Entotheonellales	0	0	7	0	4	9	3	0	2	0	0	0	0	3	0	d_Bacteria;p_Tectomicrobia;c_Entotheonellia;o_Entotheonellales
o_Unclassified_c_Gemmatimonadetes	1	2	2	0	1	1	13	0	0	0	1	4	0	1	1	d_Bacteria;p_Gemmatimonadota;c_Gemmatimonadetes;o_Unclassified_c_Gemmatimonadetes
o_Methylacidiphilales	0	1	2	13	2	0	6	1	1	0	0	0	0	0	1	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Methylacidiphilales
o_Monoglobales	0	0	0	9	0	1	0	0	0	0	0	0	0	0	17	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Monoglobales
o_SZUA-336	0	18	1	0	0	0	0	0	0	8	0	0	0	0	0	d_Bacteria;p_Myxococcota A;c_UBA9160;o_SZUA-336
o_Hydrogenothermales	1	0	7	4	8	5	0	0	0	0	0	0	0	2	0	d_Bacteria;p_Aquificota;c_Aquificae;o_Hydrogenothermales
o_UBA6429	2	3	3	0	4	0	4	0	6	2	0	1	0	2	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_UBA6429
o_UBA6099	0	0	2	8	0	13	2	0	2	0	0	0	0	0	0	d_Bacteria;p_UBP15;c_UBA6099;o_UBA6099
o_Unclassified_c_Halanaerobiia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	d_Bacteria;p_Firmicutes F;c_Halanaerobiia;o_Unclassified_c_Halanaerobiia
o_UBA5066	0	0	0	7	0	12	3	0	2	0	0	0	0	2	0	d_Bacteria;p_Acidobacteriota;c_Thermoanaerobaculia;o_UBA5066
o_SS1-B-03-39	0	0	1	15	2	7	1	0	0	0	0	0	0	0	0	d_Bacteria;p_Verrucomicrobiota;c_Kiritimatiellae;o_SS1-B-03-39
o_JC444	1	2	5	1	9	1	3	0	0	2	0	0	0	2	0	d_Bacteria;p_Spirochaetota;c_Spirochaetia;o_JC444
o_Kiritimatiellales	1	0	0	0	2	0	0	0	0	0	0	23	0	0	0	d_Bacteria;p_Verrucomicrobiota;c_Kiritimatiellae;o_Kiritimatiellales
o_JABWCM01	0	0	10	2	1	1	2	0	0	0	0	0	0	10	0	d_Bacteria;p_Myxococcota;c_UBA9042;o_JABWCM01
o_UBA10030	3	1	3	0	5	0	7	1	0	0	0	0	3	2	1	d_Bacteria;p_Bacteroidota;c_UBA10030;o_UBA10030
o_UBA1113	2	2	4	0	3	0	14	0	0	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_UBA1113
o_LBFQ01	1	0	0	22	0	0	1	0	1	0	0	0	0	0	0	d_Bacteria;p_WOR-3;c_Hydrothermia;o_LBFQ01
o_WFRC01	0	0	5	0	1	13	5	0	0	0	0	0	0	1	0	d_Bacteria;p_WOR-3;c_UBA3072;o_WFRC01
o_Unclassified_p_Patescibacteria	5	0	0	0	0	0	0	0	12	0	0	0	0	0	7	d_Bacteria;p_Patescibacteria;c_Unclassified_p_Patescibacteria;o_Unclassified_p_Patescibacteria
o_Unclassified_p_Acidobacteriota	1	0	0	0	0	2	0	0	21	0	0	0	0	0	0	d_Bacteria;p_Acidobacteriota;c_Unclassified_p_Acidobacteriota;o_Unclassified_p_Acidobacteriota
o_Unclassified_c_UBA9042	3	6	2	0	0	0	2	0	3	6	0	1	1	0	0	d_Bacteria;p_Myxococcota;c_UBA9042;o_Unclassified_c_UBA9042
o_Limnochordales	0	0	17	0	2	0	5	0	0	0	0	0	0	0	0	d_Bacteria;p_Firmicutes G;c_Limnochordia;o_Limnochordales
o_SG8-24	0	0	5	0	1	10	0	0	0	0	0	0	0	8	0	d_Bacteria;p_Patescibacteria;c_ABY1;o_SG8-24
o_PGYV01	0	0	1	3	2	9	1	0	2	0	0	0	0	6	0	d_Bacteria;p_Goldbacteria;c_PGYV01;o_PGYV01
o_Veillonellales	0	0	0	0	0	0	0	0	0	0	0	1	0	0	22	d_Bacteria;p_Firmicutes C;c_Negativicutes;o_Veillonellales
o_DSM-22653	1	11	4	0	1	3	0	1	1	1	0	0	0	0	0	d_Bacteria;p_Firmicutes;c_Bacilli;o_DSM-22653
o_JACPQY01	0	0	0	1	0	2	0	0	0	0	0	0	0	20	0	d_Bacteria;p_JACPQY01;c_JACPQY01;o_JACPQY01
o_RBC074	4	2	2	1	2	0	2	1	2	6	0	0	0	1	0	d_Bacteria;p_Acidobacteriota;c_Blastocatellia;o_RBC074
o_UBA10015	1	0	1	2	3	1	4	0	0	0	0	0	0	10	0	d_Bacteria;p_Omnitrophota;c_Koll11;o_UBA10015
o_UBA1151	0	0	0	12	0	3	0	0	7	0	0	0	0	0	0	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia;o_UBA1151
o_Bin61	5	7	1	0	4	0	0	0	1	3	0	0	1	0	0	d_Bacteria;p_Acidobacteriota;c_Vicinamibacteria;o_Bin61
o_Carboxydocellales	1	0	7	6	0	1	0	0	5	0	0	0	0	2	0	d_Bacteria;p_Firmicutes B;c_GCA-003054495;o_Carboxydocellales
o_Nautiliales	0	0	13	0	2	1	2	0	0	0	0	3	0	0	1	d_Bacteria;p_Campylobacterota;c_Campylobacteria;o_Nautiliales
o_LD1-PB3	0	0	2	2	2	10	4	0	2	0	0	0	0	0	0	d_Bacteria;p_Verrucomicrobiota;c_Kiritimatiellae;o_LD1-PB3
o_Petrotogales	0	0	0	0	0	0	0	0	0	0	0	1	2	0	18	d_Bacteria;p_Thermotogota;c_Thermotogae;o_Petrotogales
o_UBA4068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	d_Bacteria;p_Firmicutes B;c_Dehalobacteriia;o_UBA4068
o_UBA5177	0	0	10	0	0	1	1	0	0	0	0	0	0	1	8	d_Bacteria;p_Chloroflexota;c_UBA5177;o_UBA5177
o_GCA-2747355	0	0	0	18	1	1	0	0	0	0	0	0	0	1	0	d_Bacteria;p_Myxococcota;c_Polyangia;o_GCA-2747355
o_UBA7540	0	0	4	3	0	9	5	0	0	0	0	0	0	0	0	d_Bacteria;p_Acidobacteriota;c_Acidobacteriae;o_UBA7540
o_VBWC01	0	0	5	7	0	6	1	0	1	0	0	0	0	1	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_VBWC01
o_CACIAM-69d	2	10	0	0	2	0	3	0	0	2	0	0	0	1	0	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_CACIAM-69d
o_ML615J-28	0	0	2	3	6	4	0	2	1	0	0	0	0	2	0	d_Bacteria;p_Firmicutes;c_Bacilli;o_ML615J-28
o_DTU022	3	1	1	0	1	0	3	0	0	2	0	0	0	9	0	d_Bacteria;p_Firmicutes D;c_Dethiobacteria;o_DTU022
o_Puniceispirillales	0	0	0	0	0	2	6	0	0	0	0	9	0	0	3	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Puniceispirillales
o_Elainellales	1	1	0	0	6	5	3	3	1	0	0	0	0	0	0	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_Elainellales
o_Thiomicrospirales	0	0	0	4	0	0	4	0	0	0	6	0	0	2	3	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Thiomicrospirales
o_MSB-5A5	1	0	0	0	7	1	0	0	2	7	0	0	0	1	0	d_Bacteria;p_Zixibacteria;c_MSB-5A5;o_MSB-5A5
o_Acholeplasmatales	0	0	7	2	0	0	0	0	0	0	0	0	0	1	9	d_Bacteria;p_Firmicutes;c_Bacilli;o_Acholeplasmatales
o_UTPRO1	2	0	12	2	1	2	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Desulfobacterota B;c_Binatia;o_UTPRO1
o_UBA4664	0	0	0	0	13	0	0	0	0	0	0	3	0	1	2	d_Bacteria;p_Patescibacteria;c_Saccharimonadia;o_UBA4664
o_NS11-12g	0	0	1	0	0	9	0	0	0	0	0	0	0	8	1	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_NS11-12g
o_UBA12225	0	0	0	0	1	10	1	0	0	0	0	0	0	6	0	d_Bacteria;p_Chloroflexota;c_UBA2235;o_UBA12225
o_Thermosediminibacterales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	d_Bacteria;p_Firmicutes A;c_Thermosediminibacteria;o_Thermosediminibacterales
o_JACPZX01	4	2	0	0	0	0	2	0	1	9	0	0	0	0	0	d_Bacteria;p_Acidobacteriota;c_Mor1;o_JACPZX01
o_FACHB-261	1	1	2	3	1	1	5	0	1	2	0	0	0	1	0	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_FACHB-261
o_Portnoybacterales	2	1	1	0	6	0	2	0	0	0	0	1	0	4	1	d_Bacteria;p_Patescibacteria;c_Paceibacteria;o_Portnoybacterales
o_4484-171	0	4	1	0	2	0	4	0	0	2	0	0	0	5	0	d_Bacteria;p_Omnitrophota;c_Koll11;o_4484-171
o_UBA7879	1	0	0	0	1	7	5	0	3	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_UBA7879
o_Deferribacterales	0	0	0	0	3	0	0	0	0	0	0	0	0	12	2	d_Bacteria;p_Deferribacterota;c_Deferribacteres;o_Deferribacterales
o_Piscirickettsiales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Piscirickettsiales
o_DRLW01	0	0	4	9	0	0	4	0	0	0	0	0	0	0	0	d_Bacteria;p_KSB1;c_UBA2214;o_DRLW01
o_UBA2466	0	0	12	2	0	0	0	0	3	0	0	0	0	0	0	d_Bacteria;p_Bdellovibrionota;c_FAC87;o_UBA2466
o_4484-113	0	0	0	9	0	0	0	0	8	0	0	0	0	0	0	d_Bacteria;p_4484-113;c_4484-113;o_4484-113
o_RBG-13-44-9	0	0	3	0	1	4	0	0	0	0	0	0	0	9	0	d_Bacteria;p_Calditrichota;c_Calditrichia;o_RBG-13-44-9
o_Unclassified_p_Fibrobacterota	0	1	5	1	4	0	2	2	0	0	2	0	0	0	0	d_Bacteria;p_Fibrobacterota;c_Unclassified_p_Fibrobacterota;o_Unclassified_p_Fibrobacterota
o_Aminicenantales	0	0	0	7	0	0	1	0	1	0	6	0	0	0	1	d_Bacteria;p_Acidobacteriota;c_Aminicenantia;o_Aminicenantales
o_Thermotomaculales	2	0	1	0	9	0	2	0	0	0	0	0	0	1	1	d_Bacteria;p_Acidobacteriota;c_Holophagae;o_Thermotomaculales
o_JACQRZ01	0	0	1	1	0	1	6	0	1	0	0	0	0	6	0	d_Bacteria;p_Patescibacteria;c_ABY1;o_JACQRZ01
o_JABIPA01	0	0	0	0	0	1	0	0	0	0	0	0	0	15	0	d_Bacteria;p_Margulisbacteria;c_Marinamargulisbacteria;o_JABIPA01
o_SZUA-229	0	0	1	6	3	2	3	0	1	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_SZUA-229
o_GWE2-31-10	0	3	1	0	5	0	5	0	0	0	1	0	0	1	0	d_Bacteria;p_Spirochaetota;c_GWE2-31-10;o_GWE2-31-10
o_UBA4975	0	0	2	0	0	8	1	0	4	0	0	0	0	1	0	d_Bacteria;p_Firmicutes D;c_Proteinivoracia;o_UBA4975
o_SURF-5	0	0	0	0	0	12	4	0	0	0	0	0	0	0	0	d_Bacteria;p_Abyssubacteria;c_SURF-5;o_SURF-5
o_UBA727	0	0	0	2	0	4	2	0	0	0	0	0	0	8	0	d_Bacteria;p_Myxococcota;c_UBA727;o_UBA727
o_UMGS1883	0	0	3	2	0	1	0	0	4	0	0	0	0	5	0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_UMGS1883
o_DRI-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	d_Bacteria;p_Firmicutes B;c_Peptococcia;o_DRI-13
o_Chrysiogenales	0	0	0	0	0	0	1	0	0	0	0	0	0	0	14	d_Bacteria;p_Chrysiogenota;c_Chrysiogenetes;o_Chrysiogenales
o_Acidaminococcales	0	0	0	0	0	0	0	0	0	0	0	0	2	0	13	d_Bacteria;p_Firmicutes C;c_Negativicutes;o_Acidaminococcales
o_DSM-16000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_DSM-16000
o_B26-G9	0	0	11	2	0	0	2	0	0	0	0	0	0	0	0	d_Bacteria;p_Omnitrophota;c_Koll11;o_B26-G9
o_2-02-FULL-39-32	0	0	0	3	0	7	0	0	0	0	2	0	0	3	0	d_Bacteria;p_Elusimicrobiota;c_Elusimicrobia;o_2-02-FULL-39-32
o_B64-G9	0	0	0	0	0	7	4	0	1	0	0	0	0	3	0	d_Bacteria;p_Myxococcota;c_B64-G9;o_B64-G9
o_Desulfatiglandales	0	0	0	1	1	2	2	0	0	0	0	0	0	8	0	d_Bacteria;p_Desulfobacterota;c_DSM-4660;o_Desulfatiglandales
o_Syntrophales	0	0	1	0	0	0	1	0	0	0	0	0	0	5	7	d_Bacteria;p_Desulfobacterota;c_Syntrophia;o_Syntrophales
o_MWCZ01	0	0	1	10	1	0	1	0	0	0	0	1	0	0	0	d_Bacteria;p_Latescibacterota;c_MWCZ01;o_MWCZ01
o_UBA5377	6	1	1	0	0	0	2	0	2	1	0	0	0	0	0	d_Bacteria;p_Armatimonadota;c_UBA5377;o_UBA5377
o_Unclassified_c_Kiritimatiellae	2	2	1	0	1	1	0	2	4	0	0	0	0	0	0	d_Bacteria;p_Verrucomicrobiota;c_Kiritimatiellae;o_Unclassified_c_Kiritimatiellae
o_JAAYUB01	0	0	1	3	1	6	1	0	1	0	0	0	0	0	0	d_Bacteria;p_Acidobacteriota;c_UBA6911;o_JAAYUB01
o_UBA828	1	0	2	0	5	1	3	0	0	0	1	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_UBA828
o_Tumebacillales	0	0	0	0	0	12	1	0	0	0	0	0	0	0	0	d_Bacteria;p_Firmicutes;c_Bacilli;o_Tumebacillales
o_SM23-28-2	1	2	0	0	1	6	1	0	0	0	0	0	0	1	0	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia;o_SM23-28-2
o_UBA1369	0	0	0	0	0	0	0	0	0	0	0	1	3	0	8	d_Bacteria;p_Patescibacteria;c_Gracilibacteria;o_UBA1369
