genus	S149	S150	S152	S153	S157	S113	S114	S130	S146	S802	S20	S27	S32	S45	S107	taxonomy
g_RDXV01	0	0	0	26.7829	0	207.7612	0	0	0	0	0	0	0	71.3021	0	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_Cyanobacteriales;f_Nostocaceae;g_RDXV01
g_Gulosibacter	37.7592	0	0	0	27.1878	0	0	0	19.5541	0	0	18.1013	25.1224	0	177.8686	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Microbacteriaceae;g_Gulosibacter
g_Thermotomaculum	28.2778	0	22.2403	0	178.9365	0	53.7399	0	0	0	0	0	0	21.5686	0.5433	d_Bacteria;p_Acidobacteriota;c_Holophagae;o_Thermotomaculales;f_Thermotomaculaceae;g_Thermotomaculum
g_Clostridium X	0	0	0	0	0	0	4.9262	79.5641	0	0	161.117	0	57.9992	0	1.6029	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium X
g_Paenibacillus C	16.6585	52.8759	17.469	0	93.6991	0	21.1055	0	10.2132	12.2201	44.2492	0.77	9.6643	25.4122	0.8088	d_Bacteria;p_Firmicutes;c_Bacilli;o_Paenibacillales;f_Paenibacillaceae;g_Paenibacillus C
g_JAFGHR01	0	0	26.4322	0	0	99.59	127.7378	0	0	0	0	0	0	51.2678	0	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Aggregatilineales;f_Aggregatilineaceae;g_JAFGHR01
g_Methylomarinum	18.8796	179.7782	0	0	53.0962	0	35.8793	0	17.3625	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Methylococcales;f_Methylomonadaceae;g_Methylomarinum
g_SW10	0	0	19.8762	63.1267	88.842	92.6381	0	0	0	0	0	0	0	38.5518	0.4856	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Verrucomicrobiales;f_Akkermansiaceae;g_SW10
g_JABDGZ01	21.1153	0	0	0	89.0758	0	160.5126	0	0	0	0	0	0	32.211	0	d_Bacteria;p_Omnitrophota;c_Koll11;o_UBA10015;f_GCA-002753745;g_JABDGZ01
g_SZUA-41	17.5704	18.5902	36.8507	0	65.8858	0	144.6957	0	0	0	0	0.8121	0	17.8689	0.2251	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_SZUA-21;f_SZUA-21;g_SZUA-41
g_JADJMO01	0	0	64.8172	0	0	16.2301	8.7011	0	14.2844	0	0	0	0	197.7805	0	d_Bacteria;p_Myxococcota;c_Polyangia;o_Polyangiales;f_JADJMO01;g_JADJMO01
g_SZUA-580	11.671	0	0	0	0	182.2101	98.0624	0	9.4908	0	0	0	0	0	0	d_Bacteria;p_Myxococcota;c_Polyangia;o_HGW-17;f_HGW-17;g_SZUA-580
g_QPIN01	0	0	75.4989	35.7684	14.6294	83.3053	65.6944	0	0	0	0.4948	0	0	25.6071	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Methylococcales;f_Methylomonadaceae;g_QPIN01
g_Legionella C	0	0	15.7767	0	282.0734	0	0	0	0	0	0	0	0	0	3.0835	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Legionellales;f_Legionellaceae;g_Legionella C
g_CAJAQL01	0	0	9.6346	10.5291	0	63.5266	11.6402	0	0	0	0	0	0	205.5604	0	d_Bacteria;p_Patescibacteria;c_Paceibacteria;o_UBA6257;f_2-01-FULL-56-20;g_CAJAQL01
g_Sinorhizobium	25.739	0	0	0	0	0	0	0	0	0	0	109.8997	7.0049	0	157.9487	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_Sinorhizobium
g_Shimwellia	0	0	0	0	0	0	0	3.083	0	0	228.522	2.8438	65.2783	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Shimwellia
g_Terracidiphilus	18.8059	0	0	218.7465	0	0	0	0	0	62.0789	0	0	0	0	0	d_Bacteria;p_Acidobacteriota;c_Acidobacteriae;o_Acidobacteriales;f_Acidobacteriaceae;g_Terracidiphilus
g_Levilactobacillus	0	0	47.1093	0	14.0379	0	9.486	18.4433	0	63.518	19.0096	0.953	110.5657	11.4216	4.4899	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_Levilactobacillus
g_Simiduia	0	0	0	0	25.2133	0	0	0	0	0	0	0	0	273.5238	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Cellvibrionaceae;g_Simiduia
g_GCA-012562765	0	0	43.0273	94.0444	6.4108	40.5292	86.6403	0	0	0	0	0	0	27.8186	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales A;f_Enterobacteriaceae A;g_GCA-012562765
g_Breznakibacter	0	0	0	102.488	13.9727	0	0	0	0	0	0	0	0	181.8975	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Marinilabiliaceae;g_Breznakibacter
g_Unclassified_f_TMED113	0	0	0	227.7773	20.7026	21.8139	27.9793	0	0	0	0	0	0	0	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Flavobacteriales;f_TMED113;g_Unclassified_f_TMED113
g_UBA5070	2.0404	0	43.3282	75.4109	14.3458	63.4862	36.8373	0	19.7025	0	0	0.1415	0	42.0197	0	d_Bacteria;p_Fibrobacterota;c_Fibrobacteria;o_UBA5070;f_UBA5070;g_UBA5070
g_Enterobacter A	0	0	0	0	0	0	0	0	0	0	296.9275	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Enterobacter A
g_Phytobacter	0	0	0	0	0	0	0	0	0	0	166.6148	3.9095	125.9778	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Phytobacter
g_Atlantibacter	0	0	0	0	0	0	0	1.2587	0	0	203.4716	4.5383	87.2268	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Atlantibacter
g_Curvibacter	0	74.3608	0	0	0	0	0	0	0	0	0	219.7187	0	0	2.148	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Curvibacter
g_UBA1740	23.8332	151.2984	12.4964	0	55.8561	0	30.1954	0	0	8.7416	0	0	0	12.119	0.9159	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_CAG-272;g_UBA1740
g_Williamsia	0	0	0	84.8811	0	18.2901	70.3786	0	22.7048	0	0	0	0	94.1553	4.4531	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Williamsia
g_Rhodococcus B	47.0317	23.9704	0	0	0	0	0	0	0	58.1675	0	27.0421	22.93	0	115.689	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Rhodococcus B
g_Immundisolibacter	53.2948	112.776	0	0	41.6345	0	0	0	21.7832	65.1587	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Immundisolibacterales;f_Immundisolibacteraceae;g_Immundisolibacter
g_Primorskyibacter	124.4837	0	0	0	0	0	0	0	0	8.6137	1.6539	140.7129	5.2782	0	13.5131	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Primorskyibacter
g_UBA10428	0	0	0	165.5182	0	0	30.4974	0	0	0	0	0	0	97.9215	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_UBA10428;g_UBA10428
g_Unclassified_f_Rhabdochlamydiaceae	11.183	70.9925	0	0	47.176	0	21.2525	0	30.8532	110.7471	0	0	0	0	0.8595	d_Bacteria;p_Chlamydiota;c_Chlamydiia;o_Chlamydiales;f_Rhabdochlamydiaceae;g_Unclassified_f_Rhabdochlamydiaceae
g_PGXB01	0	0	156.6789	0	15.5627	81.99	21.0327	0	0	0	0	0	0	16.883	0	d_Bacteria;p_Zixibacteria;c_MSB-5A5;o_GN15;f_PGXB01;g_PGXB01
g_LZORAL124-64-63	0	0	66.4282	0	0	0	0	0	0	0	0	0	0	225.4772	0	d_Bacteria;p_Krumholzibacteriota;c_Krumholzibacteria;o_LZORAL124-64-63;f_LZORAL124-64-63;g_LZORAL124-64-63
g_Raineyella	75.4757	0	0	0	0	0	0	1.5112	0	0	1.1165	12.2227	0	0	200.0361	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Propionibacteriales;f_Propionibacteriaceae;g_Raineyella
g_Sulfurospirillum	30.7132	0	9.0153	42.4406	120.8886	0	70.3786	0	0	0	0	10.9019	0	0	5.8527	d_Bacteria;p_Campylobacterota;c_Campylobacteria;o_Campylobacterales;f_Sulfurospirillaceae;g_Sulfurospirillum
g_Thiobacillus	0	0	0	0	0	0	0	0	0	0	0	284.9878	3.336	0	1.511	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Thiobacillaceae;g_Thiobacillus
g_JAFGIS01	0	0	23.1585	25.3086	0	43.6277	139.8963	0	40.6187	0	0	0	13.8492	0	2.7689	d_Bacteria;p_Myxococcota;c_Polyangia;o_Polyangiales;f_Polyangiaceae;g_JAFGIS01
g_Unclassified_f_UCB3	0	0	141.4462	11.8907	0	20.4975	0	0	19.0838	0	0	0	0	94.967	0	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_UCB3;f_UCB3;g_Unclassified_f_UCB3
g_Clostridium AN	53.8495	0	0	0	0	0	0	37.9089	0	0	154.5033	0.4934	13.8466	0	27.1783	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium AN
g_SJAQ100	6.497	0	0	0	0	0	25.2045	3.8881	0	0	0.9575	236.0396	12.2232	0	2.7464	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_SJAQ100
g_Rappaport	0	53.3373	18.8551	0	5.3601	0	88.5677	30.6851	0	0	45.9097	18.9832	0	23.2593	2.583	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Cardiobacteriales;f_Cardiobacteriaceae;g_Rappaport
g_MED660	0	0	60.3411	0	17.9808	208.4049	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Myxococcota A;c_UBA9160;o_UBA9160;f_UBA4427;g_MED660
g_Litoribacter	0	0	0	0	64.7824	0	116.7364	0	56.4904	0	0	0	0	46.8524	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Cytophagales;f_Cyclobacteriaceae;g_Litoribacter
g_NORP324	16.8038	0	58.1675	35.4808	0	89.3503	54.2387	0	0	0	0	0	0	30.6644	0	d_Bacteria;p_Myxococcota;c_Polyangia;o_Haliangiales;f_Haliangiaceae;g_NORP324
g_Arctic95D-9	0	0	17.0271	158.168	7.6108	48.1156	20.5716	0	24.8872	0	0	0	0	8.2565	0	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Verrucomicrobiales;f_DEV007;g_Arctic95D-9
g_Haloferula	0	0	35.8901	12.2879	10.0516	17.2924	130.0837	0	46.0164	0	0	0	0	32.7132	0	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Verrucomicrobiales;f_Akkermansiaceae;g_Haloferula
g_Pseudochelatococcus	0	0	0	0	0	0	0	0	0	0	0	187.2767	0	0	97.0452	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Beijerinckiaceae;g_Pseudochelatococcus
g_Friedmanniella	238.3224	11.1827	0	0	0	0	0	18.891	0	0	1.8568	2.2356	0	0	11.6486	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Propionibacteriales;f_Propionibacteriaceae;g_Friedmanniella
g_Amaricoccus	21.8984	0	0	0	0	0	0	0	0	0	0	256.3324	1.9941	0	3.8482	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Amaricoccus
g_UBA6624	0	0	0	181.4892	29.6919	0	40.1282	0	0	0	0	0	0	32.211	0	d_Bacteria;p_UBP7;c_UBA6624;o_UBA6624;f_UBA6624;g_UBA6624
g_Halospina	8.0038	50.8101	37.7696	0	45.0192	0	91.264	0	0	0	1.1796	0	0	48.8387	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Oleiphilaceae;g_Halospina
g_Vagococcus A	11.8287	0	17.4539	0	3.9008	0	5.2718	15.5984	0	0	0.2905	0	189.7342	12.6951	25.1259	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Vagococcaceae;g_Vagococcus A
g_OACT-916	58.4385	0	0	0	0	0	0	15.0269	0	0	0	18.6449	5.2912	0	184.273	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Microbacteriaceae;g_OACT-916
g_Kineothrix	0	0	0	0	114.2576	0	154.4172	0	0	0	0	0.8901	0	0	11.8412	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Kineothrix
g_JADJQN01	16.2371	85.8974	17.0271	0	7.6108	0	10.2858	0	4.9774	131.0206	0	0	0	8.2565	0	d_Bacteria;p_Myxococcota;c_Polyangia;o_Polyangiales;f_JADJQN01;g_JADJQN01
g_Planobacterium	0	0	0	0	0	0	0	2.514	0	0	0	278.0235	0	0	0.5619	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Flavobacteriales;f_Weeksellaceae;g_Planobacterium
g_HGM12619	0	0	0	64.7187	13.2351	55.7821	17.887	0	43.279	0	0	0	0	86.148	0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_UBA644;g_HGM12619
g_JACQEN01	0	0	36.3204	59.5389	16.2344	0	43.8811	0	0	0	0	0	0	123.2825	1.6229	d_Bacteria;p_Desulfobacterota B;c_Binatia;o_HRBIN30;f_JACQEN01;g_JACQEN01
g_Aliihoeflea	0	183.2271	0	0	0	0	0	0	0	0	15.3134	0	0	0	82.1698	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_Aliihoeflea
g_Volucribacter	0	0	28.8042	11.9681	0	7.4536	138.6219	12.3012	2.5379	0	45.3002	30.2831	0	3.3466	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Pasteurellaceae;g_Volucribacter
g_Unclassified_o_Caulobacterales	6.1119	0	0	0	0	0	0	0	0	0	0	247.8697	15.2247	2.1946	9.1592	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Caulobacterales;f_Unclassified_o_Caulobacterales;g_Unclassified_o_Caulobacterales
g_UBA668	0	0	17.9663	98.1721	0	33.8464	43.4127	0	0	0	0	0	0	87.1188	0	d_Bacteria;p_Actinobacteriota;c_Acidimicrobiia;o_Acidimicrobiales;f_Ilumatobacteraceae;g_UBA668
g_Archangium	31.621	0	23.8139	26.0249	110.2181	67.2937	0	0	0	17.397	0	2.1924	0	0	1.6935	d_Bacteria;p_Myxococcota;c_Myxococcia;o_Myxococcales;f_Myxococcaceae;g_Archangium
g_UBA8363	0.635	0	19.9784	70.9582	8.9299	79.0375	53.1019	0	2.9201	0	0	0	0	44.5626	0	d_Bacteria;p_Proteobacteria;c_Magnetococcia;o_Magnetococcales;f_UBA8363;g_UBA8363
g_Paenibacillus D	8.9402	0	42.1884	92.4682	50.2861	13.2463	50.9706	0	0	0	0	0	4.7999	13.6381	3.5296	d_Bacteria;p_Firmicutes;c_Bacilli;o_Paenibacillales;f_Paenibacillaceae;g_Paenibacillus D
g_WHTI01	0	0	33.689	68.1993	0	112.1424	18.8732	0	0	0	0	0	0	46.6737	0.1176	d_Bacteria;p_Actinobacteriota;c_UBA4738;o_CADDZG01;f_WHSQ01;g_WHTI01
g_Cellulosimicrobium	7.5518	0	0	0	0	0	0	4.5193	6.945	190.0994	3.6386	9.4246	47.1311	0	10.2352	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Cellulomonadaceae;g_Cellulosimicrobium
g_JAAFJT01	0	0	0	256.6173	0	0	0	0	0	0	0	0	0	22.7724	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Chitinophagales;f_Saprospiraceae;g_JAAFJT01
g_Tolypothrix A	126.1388	0	0	0	0	0	0	12.5811	0	7.7109	0	125.353	0	0	6.1939	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_Cyanobacteriales;f_Nostocaceae;g_Tolypothrix A
g_Clostridium H	0	0	0	0	0	0	0	52.54	0	0	10.5152	197.9765	6.8982	0	9.6748	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium H
g_ESFC-1	0	0	10.2197	22.3371	18.272	48.1318	0	0	0	0	0	0	0	178.3995	0	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_Cyanobacteriales;f_Spirulinaceae;g_ESFC-1
g_Unclassified_o_Acidimicrobiales	154.6453	0	0	0	0	0	0	6.1169	0	0	0	10.0549	0	0	106.0005	d_Bacteria;p_Actinobacteriota;c_Acidimicrobiia;o_Acidimicrobiales;f_Unclassified_o_Acidimicrobiales;g_Unclassified_o_Acidimicrobiales
g_AG-422-B15	0	0	0	32.4545	53.0962	0	0	0	0	0	0	0	17.7595	172.8027	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Pelagibacterales;f_AG-422-B15;g_AG-422-B15
g_Azohydromonas	9.4451	0	0	0	0	0	0	0	2.1053	0	0	262.6866	0	0	0.8953	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Azohydromonas
g_UBA4427	50.0373	168.4362	11.244	0	0	0	30.0467	0	13.1476	0	0	1.9824	0	0	0	d_Bacteria;p_Myxococcota A;c_UBA9160;o_UBA9160;f_UBA4427;g_UBA4427
g_Edaphobacter	91.1224	160.685	0	0	0	0	0	0	0	22.2814	0	0	0	0	0	d_Bacteria;p_Acidobacteriota;c_Acidobacteriae;o_Acidobacteriales;f_Acidobacteriaceae;g_Edaphobacter
g_UBA6244	0	0	182.8163	0	12.5715	39.7389	16.9902	0	8.2218	0	0	0	0	13.6381	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_F082;g_UBA6244
g_Waddlia	7.0539	0	11.0957	0	59.5144	10.4515	160.8654	0	6.4871	0	0	0	6.6354	10.7606	0.8132	d_Bacteria;p_Chlamydiota;c_Chlamydiia;o_Chlamydiales;f_Waddliaceae;g_Waddlia
g_Pseudactinotalea	81.8925	9.4154	0	0	4.1711	0	0	0	0	3.264	0	9.2708	2.7903	0	162.623	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Beutenbergiaceae;g_Pseudactinotalea
g_Sulfurimonas	0	0	5.7896	114.9349	17.7684	0	0	0	0	0	0	0	0	134.7544	0	d_Bacteria;p_Campylobacterota;c_Campylobacteria;o_Campylobacterales;f_Sulfurimonadaceae;g_Sulfurimonas
g_UBA5536	0	0	4.4658	0	103.797	2.1032	0	5.9465	0	0	1.046	10.4324	0	142.9195	2.2366	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_F082;g_UBA5536
g_CFX10	0	0	66.8681	54.8073	14.9443	110.225	0	0	9.7736	0	0	0	0	16.2122	0	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Aggregatilineales;f_J027;g_CFX10
g_CAJBNH01	0	0	0	93.1972	0	0	20.6063	0	9.9717	0	0	0	0	148.8672	0	d_Bacteria;p_Myxococcota;c_UBA9042;o_UBA9042;f_UBA9042;g_CAJBNH01
g_Haloimpatiens	0	0	0	0	0	0	0	168.9943	0	0	1.2241	0.6581	101.5675	0	0.1824	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Haloimpatiens
g_Aminivibrio	33.5491	35.4963	17.5907	0	94.3521	16.5694	42.5051	6.6924	10.2844	12.3052	1.6481	1.5507	0	0	0	d_Bacteria;p_Synergistota;c_Synergistia;o_Synergistales;f_Aminobacteriaceae;g_Aminivibrio
g_SZUA-265	63.1383	66.8028	0	22.7986	0	0	0	0	38.7098	81.0531	0	0	0	0	0	d_Bacteria;p_Myxococcota;c_Polyangia;o_Polyangiales;f_Polyangiaceae;g_SZUA-265
g_Camelimonas	21.3661	0	0	0	0	0	20.6063	0	0	0	0	150.2452	20.3995	0	59.5814	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Beijerinckiaceae;g_Camelimonas
g_CAG-269	0	0	0	0	0	0	0	234.5241	0	0	7.2341	0	29.6061	0	0.7486	d_Bacteria;p_Firmicutes A;c_Clostridia;o_TANB77;f_CAG-508;g_CAG-269
g_Furfurilactobacillus	0	0	0	0	0	0	0	6.8664	6.9017	123.5895	5.2075	121.0031	4.7063	3.8161	0	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_Furfurilactobacillus
g_Unclassified_c_Saccharimonadia	0	0	82.2573	0	9.1918	9.6852	24.8451	0	66.126	0	0	0	0	79.7731	0	d_Bacteria;p_Patescibacteria;c_Saccharimonadia;o_Unclassified_c_Saccharimonadia;f_Unclassified_c_Saccharimonadia;g_Unclassified_c_Saccharimonadia
g_Unclassified_f_SbA1	0	0	0	58.6944	9.6025	10.1179	38.9328	0	18.8402	0	0	0	0	135.4234	0	d_Bacteria;p_Acidobacteriota;c_Acidobacteriae;o_Acidobacteriales;f_SbA1;g_Unclassified_f_SbA1
g_Chelatococcus	0	0	0	0	38.9067	204.9751	0	0	11.3524	0	0	1.7946	0	0	14.4984	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Beijerinckiaceae;g_Chelatococcus
g_Facklamia A	0	0	0	0	0	0	7.3754	0	0	0	0	2.8265	62.9352	0	198.188	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Aerococcaceae;g_Facklamia A
g_UM-FILTER-40-17	0	96.411	0	0	85.4229	0	57.7238	0	9.3111	22.2814	0	0	0	0	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Flavobacteriales;f_Flavobacteriaceae;g_UM-FILTER-40-17
g_JACPSV01	0	0	0	68.3959	0	137.5535	0	0	0	0	3.9092	0	0	60.6952	0	d_Bacteria;p_Elusimicrobiota;c_Elusimicrobia;o_2-02-FULL-39-32;f_2-02-FULL-39-32;g_JACPSV01
g_JABAZT01	0	0	167.7984	0	0	38.685	63.9805	0	0	0	0	0	0	0	0	d_Bacteria;p_Patescibacteria;c_Gracilibacteria;o_UBA4473;f_UBA4473;g_JABAZT01
g_Marinobacter A	0	0	16.5526	180.8942	14.7973	0	39.9966	0	0	0	0	0	0	16.0527	1.8917	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Oleiphilaceae;g_Marinobacter A
g_Methylococcus	9.6673	0	30.4129	0	95.1573	14.3236	73.4877	11.5706	17.7809	0	1.4247	0	0	14.7472	0.743	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Methylococcales;f_Methylococcaceae;g_Methylococcus
g_Thermosporothrix	22.8436	0	54.4091	29.206	84.6494	20.5961	20.5468	0	1.4204	0	0	0	0	35.3422	0	d_Bacteria;p_Chloroflexota;c_Ktedonobacteria;o_Ktedonobacterales;f_Ktedonobacteraceae;g_Thermosporothrix
g_UBA1672	0	0	23.1585	0	20.7026	65.4416	55.9585	0	81.2374	0	0	0	0	22.4591	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Micavibrionales;f_Micavibrionaceae;g_UBA1672
g_VGWB01	0	0	48.3114	0	64.7824	0	145.9205	9.19	0	0	0	0	0	0	0.5901	d_Bacteria;p_Bacteroidota;c_UBA10030;o_UBA10030;f_UBA10030;g_VGWB01
g_UBA1368	17.072	0	53.7079	0	96.025	0	64.8881	10.2166	0	0	0	0	0	26.043	0.6561	d_Bacteria;p_Firmicutes B;c_Syntrophomonadia;o_Syntrophomonadales;f_Syntrophomonadaceae;g_UBA1368
g_Granulicella A	0	0	0	23.6793	0	142.8668	26.178	0	12.6679	0	0	0	0	63.0396	0	d_Bacteria;p_Acidobacteriota;c_Acidobacteriae;o_Acidobacteriales;f_Acidobacteriaceae;g_Granulicella A
g_Kaistia	10.2309	0	0	0	11.1785	0	0	0	0	0	0	40.3254	18.7738	0	186.9246	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Kaistiaceae;g_Kaistia
g_CAG-170	38.7673	94.7668	0	0	0	0	0	8.9335	10.2964	69.8107	6.5833	1.6528	21.0636	0	15.059	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Oscillospiraceae;g_CAG-170
g_RXIW01	0	0	0	27.5864	0	190.2169	0	0	0	0	0	0	0	48.9608	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Competibacterales;f_Competibacteraceae;g_RXIW01
g_Propionibacterium	12.5372	30.5203	0	0	0	0	0	0	35.9837	29.4607	1.8833	0.7595	24.3862	0	131.2054	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Propionibacteriales;f_Propionibacteriaceae;g_Propionibacterium
g_SpSt-583	13.2625	42.0968	20.8617	0	18.6495	0	151.2268	0	0	0	0	0	0	20.2317	0	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Anaerolineales;f_UBA6663;g_SpSt-583
g_UBA3470	0	0	0	0	0	265.831	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodospirillales;f_Casp-alpha2;g_UBA3470
g_Palsa-288	0	0	45.585	62.2717	10.1878	75.1421	27.5372	0	0	0	0	0	0	44.2084	0.5568	d_Bacteria;p_Acidobacteriota;c_Acidobacteriae;o_Acidobacteriales;f_Acidobacteriaceae;g_Palsa-288
g_JABHXA01	0	0	0	0	220.1549	0	37.1919	0	0	0	0	8.1412	0	0	0	d_Bacteria;p_Marinisomatota;c_Marinisomatia;o_SCGC-AAA003-L08;f_JACNLC01;g_JABHXA01
g_Exiguobacterium A	0	0	0	0	4.1481	0	0	7.0614	0	0	248.6793	0	5.5499	0	0	d_Bacteria;p_Firmicutes;c_Bacilli;o_Exiguobacterales;f_Exiguobacteraceae;g_Exiguobacterium A
g_Profundibacter	13.5614	0	116.7293	0	0	27.488	0	0	0	1.0329	0	54.168	0.883	0	51.28	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Profundibacter
g_UBA6099	0	0	19.9547	87.2296	0	122.1749	24.1086	0	11.6665	0	0	0	0	0	0	d_Bacteria;p_UBP15;c_UBA6099;o_UBA6099;f_UBA6099;g_UBA6099
g_Unclassified_f_SZUA-254	39.3004	41.5813	20.6063	0	36.8422	0	49.7917	0	0	0	0	0	36.9689	39.968	0	d_Bacteria;p_Bacteroidota;c_UBA10030;o_UBA10030;f_SZUA-254;g_Unclassified_f_SZUA-254
g_Leifsonia A	38.8122	0	0	58.6944	24.0062	75.8844	0	2.1153	0	0	0	7.5699	0	0	57.529	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Microbacteriaceae;g_Leifsonia A
