order	S149	S150	S152	S153	S157	S113	S114	S130	S146	S802	S20	S27	S32	S45	S107	taxonomy
o_Leptolyngbyales	24.3929	0	744.9982	655.7435	141.647	671.2648	751.0937	3.186	356.5666	27.9432	0.1015	0.0999	13.2897	370.5225	1.2775	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_Leptolyngbyales
o_Arenicellales	17.6759	0	270.9831	1402.7313	80.5429	617.6653	584.616	0	337.7073	117.6696	0	0	0	306.5633	6.5596	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Arenicellales
o_Unclassified_p_Chloroflexota	56.0999	83.4596	1316.9828	253.1452	70.6586	666.7396	626.8192	0	91.1439	0	0	0	5.7657	537.2318	0	d_Bacteria;p_Chloroflexota;c_Unclassified_p_Chloroflexota;o_Unclassified_p_Chloroflexota
o_Vicinamibacterales	71.5347	98.266	246.4167	321.6328	181.4686	781.8741	1410.3099	20.4455	136.2732	3.3995	0	2.0985	0	209.2485	61.3034	d_Bacteria;p_Acidobacteriota;c_Vicinamibacteria;o_Vicinamibacterales
o_XYA12-FULL-58-9	93.0149	573.3585	230.2256	1112.8554	332.83	362.7895	201.9665	0	121.5713	104.7871	0	2.2527	0	370.1166	0	d_Bacteria;p_Myxococcota;c_XYA12-FULL-58-9;o_XYA12-FULL-58-9
o_UBA2565	0	0	1433.4469	594.4201	16.0561	685.6409	164.376	0	163.0178	0	0	0	0	405.3736	0	d_Bacteria;p_Verrucomicrobiota;c_Lentisphaeria;o_UBA2565
o_UBA1177	0	0	895.2567	627.7465	68.101	323.6435	1007.7412	0	269.45	0	0	0	0	192.5978	0	d_Bacteria;p_UBP6;c_UBA1177;o_UBA1177
o_Babeliales	0	0	618.618	379.3748	102.707	1181.7173	180.7468	0	0	0	11.9502	11.707	18.2943	239.4913	599.7945	d_Bacteria;p_Dependentiae;c_Babeliae;o_Babeliales
o_SJA-28	0	0	458.614	938.1851	145.1388	521.2383	297.1745	0	227.2909	0	0	0	0	752.736	0	d_Bacteria;p_Bacteroidota;c_Ignavibacteria;o_SJA-28
o_RZYC01	0	273.1828	431.2781	830.6583	18.0681	584.7361	258.9628	0	146.2219	111.1081	0	0	0	664.6684	0	d_Bacteria;p_Verrucomicrobiota;c_Kiritimatiellae;o_RZYC01
o_Leptospirales	0	0	473.3835	1167.3548	65.8756	519.2253	418.1709	0	187.7663	0	0	0	0	430.008	0	d_Bacteria;p_Spirochaetota;c_Leptospirae;o_Leptospirales
o_Chitinivibrionales	2.4588	0	915.0904	258.3759	55.7472	760.6556	646.4472	0	236.1046	0	7.2716	0.277	15.9644	308.3878	5.3471	d_Bacteria;p_Fibrobacterota;c_Chitinivibrionia;o_Chitinivibrionales
o_Bradymonadales	0	99.7099	602.5358	333.5557	109.8095	604.4487	945.4403	0	29.4569	40.5537	0	0	0	418.1109	0	d_Bacteria;p_Myxococcota;c_Bradymonadia;o_Bradymonadales
o_UBA1400	30.0702	481.1595	323.7367	952.0426	52.5616	319.0182	409.7283	0	47.2417	68.6206	0	0	0	458.4548	0	d_Bacteria;p_Patescibacteria;c_Microgenomatia;o_UBA1400
o_UBA9983 A	0	0	0	1569.2798	151.1034	285.5851	0	0	99.5495	0	0	0	0	1005.0062	20.3015	d_Bacteria;p_Patescibacteria;c_Paceibacteria;o_UBA9983 A
o_Longimicrobiales	49.7066	0	1203.7372	0	18.0681	775.4094	408.0336	0	233.6697	0	0	19.1483	0	341.249	19.8856	d_Bacteria;p_Gemmatimonadota;c_Gemmatimonadetes;o_Longimicrobiales
o_Unclassified_c_Anaerolineae	39.4805	0	302.6351	697.5885	37.3284	535.0937	229.292	0	385.2184	0	0	0	36.0048	787.1342	0.7048	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Unclassified_c_Anaerolineae
o_RF39	0	0	655.2027	422.3395	72.2336	663.201	563.6958	64.6717	177.3283	0	37.9452	2.3881	53.4169	251.8851	47.5434	d_Bacteria;p_Firmicutes;c_Bacilli;o_RF39
o_Brachyspirales	1036.0801	0	480.3181	0	725.981	442.2066	140.1457	5.3953	0	0	1.7186	12.0407	22.6385	115.8799	2.7828	d_Bacteria;p_Spirochaetota;c_Brachyspirae;o_Brachyspirales
o_UBA7694	0	0	720.1379	246.1342	60.4524	480.3641	788.3162	0	0	0	5.3807	0	0	678.9825	0	d_Bacteria;p_Cyanobacteria;c_Sericytochromatia;o_UBA7694
o_Brevibacillales	319.4202	0	0	75.5082	30.0151	0	144.1864	0	2136.7645	57.3315	24.0121	0	0	107.3806	30.959	d_Bacteria;p_Firmicutes;c_Bacilli;o_Brevibacillales
o_Geobacterales	30.2845	123.9227	310.562	495.8632	137.8155	530.8288	412.0141	0	20.9843	14.4004	0	2.5586	0	811.9155	28.0246	d_Bacteria;p_Desulfobacterota;c_Desulfuromonadia;o_Geobacterales
o_Desulfarculales	36.6505	0	337.0717	909.513	65.1163	383.6808	617.347	0	80.4891	0	0	0	0	486.2214	0	d_Bacteria;p_Desulfobacterota;c_Desulfarculia;o_Desulfarculales
o_Thalassobaculales	0	0	834.7155	454.2973	212.7103	459.1103	290.8106	85.1031	94.3177	0	0	7.0733	0	430.7801	7.8384	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Thalassobaculales
o_UBA9160	109.0357	405.0003	408.0298	0	29.2976	935.3782	139.6361	0	526.8563	0	0	2.2527	0	300.205	0	d_Bacteria;p_Myxococcota A;c_UBA9160;o_UBA9160
o_Ectothiorhodospirales	0	0	466.6521	590.0223	31.4934	619.2129	520.726	0	39.969	0	0	0	0	546.3913	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Ectothiorhodospirales
o_Pyrinomonadales	19.7783	470.9495	595.1849	196.3213	131.6421	339.9823	454.4833	0	80.4101	0	6.54	6.8256	0	499.9026	1.9944	d_Bacteria;p_Acidobacteriota;c_Blastocatellia;o_Pyrinomonadales
o_Gastranaerophilales	0	109.3544	391.2958	164.2529	123.5904	785.6849	794.2976	51.3342	24.7882	57.1838	0	0	0	272.5158	0	d_Bacteria;p_Cyanobacteria;c_Vampirovibrionia;o_Gastranaerophilales
o_Balneolales	54.9757	699.8684	332.8488	658.323	164.0945	0	241.7779	8.6325	62.6519	0	0	34.5157	13.8141	496.1474	0	d_Bacteria;p_Bacteroidota;c_Rhodothermia;o_Balneolales
o_UBA994	7.1378	0	534.8521	485.128	56.8081	574.5808	328.3823	8.8615	623.6569	0	0.6191	0	10.1028	112.8404	0.3955	d_Bacteria;p_Firmicutes H;c_UBA994;o_UBA994
o_Phormidesmiales	80.6724	608.5812	233.8163	265.6721	121.6719	419.7576	335.7273	0	108.889	0	0	0	0	537.5343	0	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_Phormidesmiales
o_Bacillales D	84.5697	0	509.6979	529.7004	93.6609	336.9969	239.79	7.2804	36.015	165.083	35.7536	10.1157	21.4111	432.2342	143.3552	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales D
o_UBA1018	58.5258	49.8888	293.9948	782.1514	298.8351	239.3104	479.2347	0	35.8608	17.392	0	90.9767	0	281.6034	4.107	d_Bacteria;p_Bdellovibrionota;c_Bdellovibrionia A;o_UBA1018
o_Chthoniobacterales	13.1662	0	532.0239	282.104	27.0357	288.0165	485.7045	0	36.4918	0	0	0	0	860.939	26.9828	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Chthoniobacterales
o_Bacillales	156.8269	217.4147	206.1593	0	276.625	53.8433	475.8415	158.6045	655.7559	70.9531	28.4867	1.8337	27.896	55.5207	156.7661	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales
o_Ardenticatenales	0	0	578.6927	1052.0569	105.5555	569.3483	0	0	29.7696	0	0	0	0	187.017	0	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Ardenticatenales
o_Desulfobulbales	136.6191	409.622	231.1085	175.0636	156.0319	114.4266	289.5786	0	447.8542	99.9602	0	11.7009	0	378.2882	2.9802	d_Bacteria;p_Desulfobacterota;c_Desulfobulbia;o_Desulfobulbales
o_Diplorickettsiales	0	0	456.4029	842.7001	138.749	200.204	284.0913	0	29.3483	0	0	0	0	460.9263	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Diplorickettsiales
o_UBA2214	0	0	978.76	158.8728	0	756.6079	0	0	35.9644	0	0	0	0	451.8676	0.7659	d_Bacteria;p_KSB1;c_UBA2214;o_UBA2214
o_Beggiatoales	19.5575	65.4957	385.9653	228.1892	235.639	580.1731	466.4391	0	46.9496	0	0	149.9775	0	185.0588	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Beggiatoales
o_PCC-6307	218.8111	0	353.1293	601.861	38.7037	347.4271	549.5197	0	67.8765	30.8284	0	3.6915	0	142.6516	1.9134	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_PCC-6307
o_Legionellales	16.3261	0	345.6604	299.8362	486.3469	475.9752	164.2564	0	158.3743	0	0	0	0	355.3322	52.8471	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Legionellales
o_Marinisomatales	38.7041	211.1672	540.1369	97.8113	279.7455	510.0733	513.5311	18.2325	140.3424	0	0	4.3598	0	0	0	d_Bacteria;p_Marinisomatota;c_Marinisomatia;o_Marinisomatales
o_JAAYKL01	0	0	971.8937	61.3504	82.5967	310.2812	236.3363	0	134.8114	0	0	0	0	545.4386	0	d_Bacteria;p_Myxococcota;c_Polyangia;o_JAAYKL01
o_UBA8477	0	0	147.4961	727.8254	119.6943	556.4692	0	0	505.3663	0	2.0974	0	0	279.1896	0	d_Bacteria;p_Marinisomatota;c_UBA8477;o_UBA8477
o_BM507	82.7235	0	379.2106	26.6845	66.7127	1308.0518	87.7097	0	77.0422	93.8402	0	0	0	190.3566	0.2573	d_Bacteria;p_Patescibacteria;c_ABY1;o_BM507
o_HGW-17	16.3261	0	61.1872	434.6264	0	771.7652	452.5599	0	20.0059	0	0	0	0	549.9626	0	d_Bacteria;p_Myxococcota;c_Polyangia;o_HGW-17
o_JACCYU01	0	293.358	527.7522	420.3586	105.3711	699.9635	215.7493	0	14.6396	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_JACCYU01
o_Nitrospirales	0	0	405.8014	174.6927	155.7987	820.0785	255.2007	0	333.4332	0	0	0	0	124.2157	0	d_Bacteria;p_Nitrospirota;c_Nitrospiria;o_Nitrospirales
o_WVXJ01	60.9459	1108.3889	0	0	99.824	53.8433	204.3915	0	84.4594	656.8811	0	0	0	0	0	d_Bacteria;p_Armatimonadota;c_CAIYQO01;o_WVXJ01
o_Micavibrionales	15.8078	73.1206	135.0504	483.5204	45.8275	582.4246	386.6543	0	263.3432	0	0	0	0	259.4919	1.1674	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Micavibrionales
o_Competibacterales	28.5967	0	281.2716	377.2634	20.1196	642.0424	514.1442	0	25.5343	0	0	93.5194	10.7785	231.3913	19.7373	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Competibacterales
o_Rhodothermales	0	0	429.7601	0	251.8443	821.9829	229.292	0	0	0	0	0	10.6765	497.1581	0	d_Bacteria;p_Bacteroidota;c_Rhodothermia;o_Rhodothermales
o_Bdellovibrionales	13.772	0	410.7036	194.9755	204.917	229.3734	153.4855	0	164.6145	13.0973	0	2.1706	0	844.1942	0	d_Bacteria;p_Bdellovibrionota;c_Bdellovibrionia;o_Bdellovibrionales
o_Unclassified_c_Verrucomicrobiae	12.0045	0	370.2452	419.2547	18.7594	673.5859	296.6457	0	307.763	0	0	1.3522	0	83.9028	0	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Unclassified_c_Verrucomicrobiae
o_Thermosynechococcales	0	0	532.5605	392.0468	201.5796	472.2719	250.2542	0	6.944	0	0	0	0	309.0512	0	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_Thermosynechococcales
o_UBA3495	15.4817	0	691.3536	568.6549	25.3576	287.2264	311.5208	0	45.3848	0	0	0	0	213.8356	0	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia;o_UBA3495
o_Fimbriimonadales	0	0	498.829	0	27.9608	770.5461	131.3096	0	503.8949	0	0	0	0	212.7764	0	d_Bacteria;p_Armatimonadota;c_Fimbriimonadia;o_Fimbriimonadales
o_Obscuribacterales	0	0	126.4252	267.5985	51.2453	700.022	574.0908	0	98.195	0	0	0	0	308.4378	0	d_Bacteria;p_Cyanobacteria;c_Vampirovibrionia;o_Obscuribacterales
o_HRBIN30	0	0	475.9084	1032.0619	50.0975	153.0467	108.3226	0	0	0	0	0	0	246.0484	1.7435	d_Bacteria;p_Desulfobacterota B;c_Binatia;o_HRBIN30
o_Ozemobacterales	116.0437	244.3431	306.1944	608.8446	86.8547	376.5626	190.5929	0	112.0281	0	0	0	11.3192	0	2.2158	d_Bacteria;p_Riflebacteria;c_Ozemobacteria;o_Ozemobacterales
o_UBA1113	30.9633	168.9338	339.1159	0	145.91	0	1298.8546	0	0	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_UBA1113
o_Euzebyales	214.0435	208.1555	279.6457	158.8728	255.0416	0	389.0503	12.2253	35.9644	35.3718	2.5829	13.9045	58.2942	225.9338	65.8555	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Euzebyales
o_Palsa-1104 A	0	0	395.5863	204.8525	75.5978	730.3181	220.523	0	73.3627	111.708	0	0	0	126.0856	0	d_Bacteria;p_Myxococcota;c_Polyangia;o_Palsa-1104 A
o_Ammonifexales	0	0	449.802	795.0203	121.5487	344.1969	62.2183	0	0	0	0	0	0	161.5147	0	d_Bacteria;p_Firmicutes B;c_Desulfotomaculia;o_Ammonifexales
o_SZUA-336	0	1695.835	46.518	0	0	0	0	0	0	131.3762	0	0	0	0	0	d_Bacteria;p_Myxococcota A;c_UBA9160;o_SZUA-336
o_Xenobiales	0	0	35.1589	625.8285	0	114.2213	157.3643	0	140.3424	0	0	0	0	776.7845	0	d_Bacteria;p_Eremiobacterota;c_Xenobia;o_Xenobiales
o_SZUA-6	0	0	367.7436	139.282	41.0821	120.6018	83.1093	0	208.5535	0	0	0	0	863.299	0	d_Bacteria;p_Spirochaetota;c_Spirochaetia;o_SZUA-6
o_DTU080	30.6463	0	536.6239	307.6119	142.4442	370.2624	102.7771	0	212.3497	0	0	0	0	85.3271	0	d_Bacteria;p_Firmicutes G;c_Limnochordia;o_DTU080
o_JACQBZ01	1.4257	0	414.8063	440.7722	37.364	302.3024	243.8548	0	152.1379	0	0	0	1.0748	179.9793	0.2525	d_Bacteria;p_Nitrospirota;c_Nitrospiria;o_JACQBZ01
o_Fermentibacterales	7.421	0	59.9736	392.6097	12.1549	574.5767	49.7747	0	123.4085	0	0	0	0	527.1773	0	d_Bacteria;p_Fermentibacterota;c_Fermentibacteria;o_Fermentibacterales
o_Micropepsales	13.7509	0	289.3463	854.7962	35.1852	227.7393	144.0846	0	0	0	0	31.1882	0	93.5085	11.8429	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Micropepsales
o_UBA4486	0	0	186.072	264.2787	34.2032	457.6684	581.8027	0	167.5112	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_UBA4486
o_2-01-FULL-39-33	0	0	360.267	584.7869	31.2923	379.7674	96.1075	0	132.3797	0	0	0	0	103.9536	0	d_Bacteria;p_Patescibacteria;c_ABY1;o_2-01-FULL-39-33
o_UBA6777	0	0	310.2589	0	0	178.3286	836.3356	0	50.8598	0	0	0	0	302.1914	0	d_Bacteria;p_Myxococcota;c_UBA6777;o_UBA6777
o_UBA6098	0	0	221.4129	440.2629	0	637.4667	168.8911	0	69.7898	0	0	0	0	130.8701	0	d_Bacteria;p_UBP14;c_UBA6098;o_UBA6098
o_Erysipelotrichales	22.712	0	91.2806	129.6462	6.7589	224.5166	86.2089	261.1449	0	9.9644	142.8141	8.5782	161.9815	8.9813	487.5108	d_Bacteria;p_Firmicutes;c_Bacilli;o_Erysipelotrichales
o_D2-FULL-39-29	0	0	143.4962	409.5445	12.4639	605.0532	153.1204	0	52.7275	0	0	0	0	262.6902	0	d_Bacteria;p_Firestonebacteria;c_D2-FULL-39-29;o_D2-FULL-39-29
o_Unclassified_c_Blastocatellia	0	0	112.3345	515.8753	0	801.274	46.6156	0	0	0	0	0	0	155.0453	0	d_Bacteria;p_Acidobacteriota;c_Blastocatellia;o_Unclassified_c_Blastocatellia
o_Victivallales	0	0	0	594.0929	77.7334	588.4308	124.2681	8.3994	34.186	0	6.5304	2.0085	0	161.0709	0	d_Bacteria;p_Verrucomicrobiota;c_Lentisphaeria;o_Victivallales
o_Methylomirabilales	0	0	52.5856	358.4998	63.9452	258.6821	261.8581	0	162.309	0	0	0	0	424.8538	0.5761	d_Bacteria;p_Methylomirabilota;c_Methylomirabilia;o_Methylomirabilales
o_Selenomonadales	0	0	47.061	266.1984	35.6111	0	0	7.6169	180.78	0	15.3121	872.9214	12.1889	137.7259	0	d_Bacteria;p_Firmicutes C;c_Negativicutes;o_Selenomonadales
o_UBA9968	0	0	855.7555	64.8231	69.3745	0	142.0457	0	58.6967	0	0	0	0	368.741	0	d_Bacteria;p_Desulfobacterota B;c_Binatia;o_UBA9968
o_Dehalococcoidales	124.2297	372.2704	177.0817	321.9325	21.5335	226.4889	88.1806	20.8371	18.2192	0	0	19.7469	0	128.7624	0	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia;o_Dehalococcoidales
o_PGYV01	0	0	69.9114	238.3091	85.0139	619.0428	87.0338	0	71.9289	0	0	0	0	338.9007	0	d_Bacteria;p_Goldbacteria;c_PGYV01;o_PGYV01
o_Chlorobiales	6.844	0	392.7711	543.5253	43.599	0	0	117.76	0	0	1.1445	21.1607	17.8562	352.1503	5.8577	d_Bacteria;p_Bacteroidota;c_Chlorobia;o_Chlorobiales
o_Hydrogenothermales	8.9794	0	525.8555	341.4284	117.6592	369.5459	0	0	0	0	0	0	0	121.3868	0	d_Bacteria;p_Aquificota;c_Aquificae;o_Hydrogenothermales
o_SpSt-205	0	0	387.0888	108.2086	27.3372	431.8323	0	0	123.8652	0	0	0	0	394.0176	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_SpSt-205
o_JACIZP01	1.8333	0	333.3356	319.7886	46.5369	276.9022	276.6257	0	63.5048	0	0	0	0	153.6048	0	d_Bacteria;p_KSB1;c_UBA2214;o_JACIZP01
o_Desulfotomaculales	0	25.463	240.2916	864.5939	0	39.4019	99.7142	4.6347	61.8064	62.1374	0	0	0	64.7128	0	d_Bacteria;p_Firmicutes B;c_Desulfotomaculia;o_Desulfotomaculales
o_Thermodesulfovibrionales	0	943.8593	0	0	105.0528	0	121.4261	84.2777	0	152.4903	23.5715	0	0	0	0	d_Bacteria;p_Nitrospirota;c_Thermodesulfovibrionia;o_Thermodesulfovibrionales
o_PIVX01	0	0	544.4818	325.0555	26.8056	91.8125	177.4643	0	88.0724	0	0	1.3724	0	164.0494	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_PIVX01
o_UBA8231	0	0	324.2542	72.456	0	335.457	473.3596	0	21.8694	0	0	0	0	183.6007	0	d_Bacteria;p_Latescibacterota;c_UBA2968;o_UBA8231
o_Oligoflexales	0	0	281.2716	174.3234	170.721	50.3145	222.627	0	126.1952	0	0	0	0	358.2065	0	d_Bacteria;p_Bdellovibrionota;c_Oligoflexia;o_Oligoflexales
o_UBA1149	0	0	264.4959	300.5317	29.2394	331.1954	209.5385	0	37.1084	0	0	0	0	174.8404	0	d_Bacteria;p_Desulfobacterota B;c_Binatia;o_UBA1149
o_Coriobacteriales	105.4964	181.4796	50.818	104.5057	87.8928	0	91.6194	78.3252	24.0638	17.3818	400.3057	18.2038	22.5391	0	164.294	d_Bacteria;p_Actinobacteriota;c_Coriobacteriia;o_Coriobacteriales
o_AABM5-25-91	0	0	333.6463	189.5516	76.0727	369.2911	155.7604	0	0	0	0	0	0	202.1718	0	d_Bacteria;p_KSB1;c_UBA2214;o_AABM5-25-91
o_Moorellales	0	0	342.0089	376.9919	0	338.7678	41.5935	0	15.9945	0	0	0	0	200.9591	0	d_Bacteria;p_Firmicutes B;c_Moorellia;o_Moorellales
o_JC444	17.4696	232.1586	276.3191	53.4727	332.3335	46.3011	226.8198	0	0	47.7064	0	0	0	76.0439	0	d_Bacteria;p_Spirochaetota;c_Spirochaetia;o_JC444
o_SZUA-365	0	0	0	1249.3176	0	0	0	0	56.5622	0	0	0	0	0	0	d_Bacteria;p_Bacteroidota;c_SZUA-365;o_SZUA-365
o_TMED127	0	68.2323	374.0622	70.8376	0	429.359	155.2252	0	205.3818	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_TMED127
o_Saccharofermentanales	5.7857	20.5844	0	595.1473	57.9031	93.6959	177.8367	4.3075	78.7148	8.696	0.4318	0.9676	19.9085	192.3551	33.1899	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Saccharofermentanales
o_4484-171	0	521.1786	64.3334	0	78.2308	0	320.3583	0	0	45.4226	0	0	0	259.884	0	d_Bacteria;p_Omnitrophota;c_Koll11;o_4484-171
o_AKYH767-A	0	0	156.0604	566.7007	47.4432	122.674	97.1409	0	128.2855	0	0	41.6866	0	100.7385	5.243	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_AKYH767-A
o_Bacillales C	20.5949	224.7284	104.8462	0	326.1732	0	453.0302	21.6469	0	0	27.9082	0	31.05	44.824	0.2745	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales C
o_Nevskiales	16.3261	267.2225	303.0557	78.2602	0	172.5646	263.8455	0	21.2592	15.5263	0	59.5806	0	22.2589	29.3309	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Nevskiales
o_RBG-13-44-9	0	0	283.469	0	57.4508	371.8556	0	0	0	0	0	0	0	522.1718	0	d_Bacteria;p_Calditrichota;c_Calditrichia;o_RBG-13-44-9
o_Unclassified_p_Verrucomicrobiota	181.5235	198.076	307.6547	338.7234	0	0	0	0	33.5409	23.0174	0	0	0	139.8167	0	d_Bacteria;p_Verrucomicrobiota;c_Unclassified_p_Verrucomicrobiota;o_Unclassified_p_Verrucomicrobiota
o_CF-121	5.5292	0	238.3188	54.8937	36.2251	574.4629	111.2574	0	84.2861	0	0	0	0	110.9232	0	d_Bacteria;p_Dormibacterota;c_Dormibacteria;o_CF-121
o_Palsa-1104	0	0	0	33.2748	108.6859	233.0724	401.2964	0	75.325	0	0	0	0	359.6522	0	d_Bacteria;p_Myxococcota;c_Polyangia;o_Palsa-1104
o_SAR202	0	0	354.0049	95.7665	75.3558	287.4741	313.9017	26.2729	21.1988	0	0	0	0	37.1545	0	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia;o_SAR202
o_Magasanikbacterales	79.5216	907.0065	0	0	18.9041	0	0	0	87.7496	106.0021	0	0	0	0	4.6596	d_Bacteria;p_Patescibacteria;c_ABY1;o_Magasanikbacterales
o_JAEEML01	0	0	0	645.8613	0	248.551	235.8774	0	16.245	0	0	0	0	51.0268	0	d_Bacteria;p_Myxococcota;c_XYA12-FULL-58-9;o_JAEEML01
o_Limnochordales	0	0	829.0706	0	59.304	0	303.5653	0	0	0	0	0	0	0	0	d_Bacteria;p_Firmicutes G;c_Limnochordia;o_Limnochordales
o_Bin18	12.2837	0	52.3192	334.9552	21.7509	468.7555	82.3904	0	34.0457	0	0	0	4.6299	142.0693	0	d_Bacteria;p_Desulfobacterota B;c_Binatia;o_Bin18
o_Absconditabacterales	0	0	168.0311	0	70.2024	415.6932	100.1196	0	37.3834	0	0	0	0	359.4686	0	d_Bacteria;p_Patescibacteria;c_JAEDAM01;o_Absconditabacterales
o_UBA3088	0	0	139.4199	475.2447	63.5766	68.5843	260.3488	0	143.4431	0	0	0	0	0	0	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia;o_UBA3088
o_P2-11E	60.3993	384.4569	108.4724	0	82.4406	23.241	286.4302	0	97.2163	28.7201	0	0	0	43.819	0	d_Bacteria;p_Chloroflexota;c_Limnocylindria;o_P2-11E
o_Kiloniellales	0	0	271.1811	308.1276	0	266.8022	236.3181	0	0	0	0	0	0	21.9095	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Kiloniellales
o_Thermoflexales	41.7645	75.1392	0	42.1549	180.4589	36.5012	604.2353	0	0	13.0973	1.5763	0	0	105.8899	0.8129	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Thermoflexales
o_UBA10030	54.9757	99.9812	165.1046	0	165.5857	0	483.1244	10.1195	0	0	0	0	41.4422	79.7685	0.634	d_Bacteria;p_Bacteroidota;c_UBA10030;o_UBA10030
o_GN15	16.6903	0	375.352	0	52.6947	205.1617	51.9201	0	161.9068	0	0	0	0	215.3242	0	d_Bacteria;p_Zixibacteria;c_MSB-5A5;o_GN15
o_UBA12015	0	499.906	0	0	0	38.2617	0	0	359.4434	163.3824	0	0	0	0	0	d_Bacteria;p_Desulfobacterota B;c_Binatia;o_UBA12015
o_UBA6257	0	0	99.63	26.2261	139.6272	158.9612	219.3273	0	0	0	0	3.2009	0	410.2596	1.6773	d_Bacteria;p_Patescibacteria;c_Paceibacteria;o_UBA6257
o_DSM-22653	12.7186	763.3126	109.9516	0	20.832	115.903	0	5.9914	17.6256	12.0955	0	0	0	0	0	d_Bacteria;p_Firmicutes;c_Bacilli;o_DSM-22653
o_UBA5066	0	0	0	503.6516	0	172.6633	236.4949	0	40.0985	0	0	0	0	102.3208	0	d_Bacteria;p_Acidobacteriota;c_Thermoanaerobaculia;o_UBA5066
o_DRLW01	0	0	218.9082	559.649	0	0	272.522	0	0	0	0	0	0	0	0	d_Bacteria;p_KSB1;c_UBA2214;o_DRLW01
o_XYD2-FULL-50-16	0	0	0	1039.3482	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_SAR324;c_SAR324;o_XYD2-FULL-50-16
o_WFRC01	0	0	202.2521	0	24.5943	517.3643	251.7866	0	0	0	0	0	0	32.6811	0	d_Bacteria;p_WOR-3;c_UBA3072;o_WFRC01
o_Acholeplasmatales	0	0	711.4516	230.9663	0	0	0	0	0	0	0	0	0	82.1146	2.621	d_Bacteria;p_Firmicutes;c_Bacilli;o_Acholeplasmatales
o_UBA4802	0	0	472.4483	0	57.4508	371.8556	0	0	48.6082	0	0	0	0	76.3409	0	d_Bacteria;p_Spirochaetota;c_UBA4802;o_UBA4802
o_UBA2400	0	0	14.5719	596.0599	0	28.6732	0	0	385.7209	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_UBA2400
o_SZUA-229	0	0	64.3334	438.5902	117.3462	126.5891	240.2687	0	33.0949	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_SZUA-229
o_UBA12405	13.6464	446.7245	0	0	178.8133	0	137.2964	0	179.8212	25.9558	0	3.0744	0	29.701	1.2082	d_Bacteria;p_Patescibacteria;c_Microgenomatia;o_UBA12405
o_Limnocylindrales	12.3635	0	23.1256	127.0613	14.0606	113.1272	415.0407	0	63.006	40.5097	0	2.5287	8.5682	177.1915	8.8843	d_Bacteria;p_Chloroflexota;c_Limnocylindria;o_Limnocylindrales
o_Methylacidiphilales	0	44.9457	44.3841	690.7203	27.6894	0	174.4035	4.083	12.0113	0	0	0	0	0	0.2431	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Methylacidiphilales
