family	S149	S150	S152	S153	S157	S113	S114	S130	S146	S802	S20	S27	S32	S45	S107	taxonomy
f_NBRC-103111	49.2254	175.3982	564.1382	685.8755	445.7108	502.1679	615.6243	0	101.9815	7.1927	1.8409	0	0	743.1526	5.7831	d_Bacteria;p_Firmicutes;c_Bacilli;o_Paenibacillales;f_NBRC-103111
f_GCA-2862545	331.1074	975.2964	418.7239	332.1254	133.4455	332.5612	365.1881	0	165.9209	479.4923	4.122	0	0.8158	325.0491	0	d_Bacteria;p_Myxococcota A;c_UBA796;o_UBA796;f_GCA-2862545
f_Opitutaceae	57.7069	1289.5716	268.8447	392.043	212.0471	354.7576	406.1292	0	290.1596	125.6536	6.506	58.4584	29.6408	326.4305	0	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Opitutales;f_Opitutaceae
f_Caldilineaceae	85.8198	369.0788	226.4207	673.7033	146.6204	1031.3712	295.3616	0	188.0889	124.2792	0	0	0	599.7995	0	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Caldilineales;f_Caldilineaceae
f_Acutalibacteraceae	52.2705	454.0213	103.9067	622.4954	40.9712	1096.1138	105.4364	207.9937	131.7347	183.7699	183.3237	146.6975	71.0477	228.814	73.7649	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae
f_Rhodanobacteraceae	199.9994	841.5487	440.3838	526.1456	99.1721	203.7934	316.4894	9.939	59.6896	281.1825	2.6499	223.7398	30.0348	371.0886	94.6764	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Xanthomonadales;f_Rhodanobacteraceae
f_Polyangiaceae	118.6015	94.0419	619.8678	457.5919	179.2231	622.3574	745.5135	0	275.9215	81.0531	0	0	21.9217	469.7435	7.2337	d_Bacteria;p_Myxococcota;c_Polyangia;o_Polyangiales;f_Polyangiaceae
f_CAG-826	0	0	33.9924	165.5182	67.6976	142.6627	243.9792	1614.4637	0	0	368.4299	7.3275	988.9329	4.2427	8.2682	d_Bacteria;p_Firmicutes;c_Bacilli;o_RFN20;f_CAG-826
f_Unclassified_o_Clostridiales	42.9787	0	7.741	0	0	0	17.1316	1757.7308	1.1704	0	676.9415	26.5881	1031.7984	16.7969	39.9622	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Clostridiales;f_Unclassified_o_Clostridiales
f_Xanthobacteraceae	75.8486	48.7437	669.4814	341.3455	167.5752	513.0084	415.0728	12.3917	214.7221	0	2.1754	259.6657	72.0554	279.9517	492.318	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Xanthobacteraceae
f_Devosiaceae	86.4543	0	275.7866	464.6617	91.7396	289.4408	271.2547	0	235.9814	7.3422	0	790.7487	31.3318	162.2822	780.666	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Devosiaceae
f_Unclassified_c_Polyangia	143.8011	633.6128	294.4026	607.2582	154.5085	382.314	572.9187	0	262.1959	66.9465	1.4782	0	0	210.0926	0.3854	d_Bacteria;p_Myxococcota;c_Polyangia;o_Unclassified_c_Polyangia;f_Unclassified_c_Polyangia
f_Stappiaceae	0	103.4257	449.7114	455.6408	144.9687	376.1589	797.9942	0	126.7586	0	1.9098	81.6475	8.4098	514.3474	250.133	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Stappiaceae
f_Sporolactobacillaceae	39.4559	179.2479	331.1128	719.7036	134.5985	734.8196	249.2976	0	433.8496	67.5545	0	0	0	347.8312	12.5951	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales G;f_Sporolactobacillaceae
f_Carnobacteriaceae	81.8832	0	26.7258	0	18.7317	8.4366	19.7043	127.3165	3.2293	87.1784	28.6342	18.6108	336.5855	36.1527	2253.2261	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Carnobacteriaceae
f_UBA932	154.9346	36.2542	345.6268	421.8924	246.3293	125.6282	597.7504	0	482.0488	23.2342	0	283.4516	66.8216	233.7286	6.0222	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_UBA932
f_Rhodocyclaceae	83.2249	111.4325	196.1508	486.5457	24.7748	152.0368	21.9012	26.7695	73.291	0	1	1454.7938	8.2567	102.7802	265.7258	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Rhodocyclaceae
f_Maricaulaceae	71.8552	0	509.2081	735.9995	101.9513	381.9128	263.1724	354.7594	61.6486	0	0	13.2357	0	420.697	2.3532	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Caulobacterales;f_Maricaulaceae
f_Thermosynergistaceae	0	0	304.0721	496.591	126.8031	877.6616	493.2344	0	89.1457	0	0	0	6.1867	496.544	0.6891	d_Bacteria;p_Synergistota;c_Synergistia;o_Synergistales;f_Thermosynergistaceae
f_Unclassified_o_UBA796	35.2696	0	464.3364	554.8678	79.4399	761.3202	231.7243	0	183.1446	0	0	0	0	506.1808	0	d_Bacteria;p_Myxococcota A;c_UBA796;o_UBA796;f_Unclassified_o_UBA796
f_Ruminococcaceae	561.3948	126.8145	274.3722	395.608	158.7393	224.8427	323.575	146.5707	153.3117	45.0117	163.602	8.5114	126.9389	40.1767	55.6694	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae
f_Rhabdochlamydiaceae	27.8609	70.9925	731.9229	353.386	110.0774	496.8751	360.3628	0	327.5744	110.7471	2.0961	0	0	202.7932	0.8595	d_Bacteria;p_Chlamydiota;c_Chlamydiia;o_Chlamydiales;f_Rhabdochlamydiaceae
f_Turicibacteraceae	38.2902	312.5549	259.2551	556.8614	25.8017	566.3588	246.6975	17.5528	161.8875	85.7659	59.6308	0	14.8725	381.5795	11.0039	d_Bacteria;p_Firmicutes;c_Bacilli;o_Haloplasmatales A;f_Turicibacteraceae
f_Halieaceae	11.4218	36.2542	379.3702	350.8092	0	852.1276	176.2855	0	0	139.7396	87.0458	3.6	216.7419	367.9132	4.7249	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Halieaceae
f_Holophagaceae	124.8124	569.5612	189.4931	191.5003	224.6144	317.9795	197.7445	58.3793	142.1106	243.5587	1.6311	11.9679	13.3001	300.1949	1.0036	d_Bacteria;p_Acidobacteriota;c_Holophagae;o_Holophagales;f_Holophagaceae
f_Endozoicomonadaceae	161.8133	461.7395	188.6029	266.0083	184.6454	193.8334	450.6616	73.8251	185.5407	171.4148	9.0177	0.8612	25.2888	194.9039	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Endozoicomonadaceae
f_Nannocystaceae	21.4445	168.3873	640.5961	219.5978	101.996	622.2044	253.774	0	100.2311	145.5692	1.33	0	0	287.5247	0.2747	d_Bacteria;p_Myxococcota;c_Polyangia;o_Nannocystales;f_Nannocystaceae
f_Akkermansiaceae	0	0	248.6246	425.9724	164.5614	489.0326	483.0755	0	183.8377	0	0	80.9185	0	461.2476	7.5673	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Verrucomicrobiales;f_Akkermansiaceae
f_CAG-74	27.7913	0	308.5863	205.6027	5.2115	329.9108	39.3515	10.4613	19.0427	99.7715	607.6377	175.3735	669.7193	14.6152	11.2185	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Christensenellales;f_CAG-74
f_Cyclobacteriaceae	6.2321	50.9371	501.9794	368.286	166.5359	245.6758	410.3505	0	368.6933	35.316	0	18.693	1.5538	298.2228	25.8232	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Cytophagales;f_Cyclobacteriaceae
f_Unclassified_p_Bacteroidota	22.9449	17.5192	450.3416	313.8288	101.8403	335.5048	293.5639	5.8601	102.8065	0	0	176.3048	0	629.7073	20.2198	d_Bacteria;p_Bacteroidota;c_Unclassified_p_Bacteroidota;o_Unclassified_p_Bacteroidota;f_Unclassified_p_Bacteroidota
f_Promineofilaceae	56.3461	202.6171	441.6136	891.4053	242.4105	201.6133	101.3787	0	63.3259	26.5036	2.6469	0	14.1553	144.4101	11.9598	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Promineofilales;f_Promineofilaceae
f_Ktedonobacteraceae	116.0877	0	722.1403	73.3441	624.5028	126.665	459.7093	0	1.4204	0	0	3.6147	0	213.5997	53.3701	d_Bacteria;p_Chloroflexota;c_Ktedonobacteria;o_Ktedonobacterales;f_Ktedonobacteraceae
f_Azospirillaceae	55.5632	106.6746	218.7495	306.476	191.1482	396.0589	276.7334	6.8353	223.8444	332.821	3.6624	51.0634	23.3765	189.2562	3.1799	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Azospirillales;f_Azospirillaceae
f_Hymenobacteraceae	161.1022	353.1639	361.1552	261.3834	256.9393	404.8535	220.1218	11.1116	111.2023	9.4428	0	13.9768	0	191.3091	2.1222	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Cytophagales;f_Hymenobacteraceae
f_PHBI01	38.4375	61.0026	315.0498	320.6033	158.0892	412.1945	163.7466	0	118.3885	19.9902	3.7249	0	0	720.8606	0.0635	d_Bacteria;p_Myxococcota;c_UBA9042;o_PHBI01;f_PHBI01
f_Unclassified_c_Campylobacteria	60.3461	0	29.6371	1.9911	1547.8549	7.0251	61.9225	30.4241	5.3259	1.0823	2.8087	40.1658	0	523.0431	9.7517	d_Bacteria;p_Campylobacterota;c_Campylobacteria;o_Unclassified_c_Campylobacteria;f_Unclassified_c_Campylobacteria
f_UBA9959	0	0	373.5836	532.4268	64.7824	364.0514	320.8082	0	152.6663	0	0	0	0	477.0503	0	d_Bacteria;p_Elusimicrobiota;c_Elusimicrobia;o_Elusimicrobiales;f_UBA9959
f_Methylomonadaceae	18.8796	179.7782	285.011	599.454	124.3872	187.5337	306.9246	0	264.0404	0	0.4948	56.1051	5.1964	167.8707	43.3149	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Methylococcales;f_Methylomonadaceae
f_UBA9042	57.4842	496.984	291.6879	258.4548	283.615	275.2696	168.6744	24.8985	46.6328	42.1684	0	0	0	264.1067	0.8625	d_Bacteria;p_Myxococcota;c_UBA9042;o_UBA9042;f_UBA9042
f_Unclassified_o_Mycobacteriales	486.8415	412.7685	1.881	0	43.1092	3.2468	12.8982	64.8151	117.3584	352.3102	8.8024	100.9207	132.2551	22.7797	420.1741	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Unclassified_o_Mycobacteriales
f_Unclassified_o_Saccharimonadales	1690.8044	0	0	0	0	0	56.1353	11.1669	229.5249	155.5211	0	0	4.8752	0	9.618	d_Bacteria;p_Patescibacteria;c_Saccharimonadia;o_Saccharimonadales;f_Unclassified_o_Saccharimonadales
f_Nanopelagicaceae	514.1784	0	285.4368	76.393	39.9242	113.3985	73.4385	19.3671	300.0235	15.7661	0	4.5953	45.9414	521.9054	128.96	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Nanopelagicales;f_Nanopelagicaceae
f_Beutenbergiaceae	376.1344	76.183	0	28.4395	81.8094	76.7813	12.6805	9.6951	7.071	158.114	0.6397	59.6762	141.4598	429.0375	661.4296	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Beutenbergiaceae
f_Antricoccaceae	1401.7167	199.7864	0	0	0	0	0	118.1872	10.2844	22.8652	1.356	147.3845	118.2204	0	90.2489	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Antricoccaceae
f_Salinicoccaceae	23.6575	240.3375	296.8984	103.5118	278.6894	280.3778	162.4733	0	166.3376	102.4365	5.3481	0	0	286.9353	100.6486	d_Bacteria;p_Firmicutes;c_Bacilli;o_Staphylococcales;f_Salinicoccaceae
f_Nitrospinaceae	9.5807	0	468.3093	382.6625	101.2771	224.575	193.9633	22.4208	245.679	41.2249	0	0	0	329.7476	0.4799	d_Bacteria;p_Nitrospinota;c_Nitrospinia;o_Nitrospinales;f_Nitrospinaceae
f_Muribaculaceae	287.6786	0	849.6802	332.1181	43.1142	81.9384	235.1529	15.8939	29.195	37.0966	15.801	0.7582	12.6854	18.7949	14.0432	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Muribaculaceae
f_Marinococcaceae	0	0	272.8942	89.4693	48.7911	205.6399	151.8789	44.0819	31.9095	451.5817	34.1189	261.1943	158.3802	185.2569	0.8088	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales H;f_Marinococcaceae
f_Unclassified_o_Pseudomonadales	19.9679	0	495.8665	614.5098	62.3738	111.0507	256.4189	11.1493	11.2229	2.0273	0.3748	29.2987	43.2596	104.7731	157.4977	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Unclassified_o_Pseudomonadales
f_A4b	18.8796	0	441.5568	188.0335	280.374	272.5082	236.6816	0	117.0893	41.5482	0	0	0	300.9186	0	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Aggregatilineales;f_A4b
f_Humimicrobiaceae	26.6844	126.8145	285.4362	145.2513	21.2886	317.5379	344.5617	94.9058	228.6961	29.3079	0	0	24.6459	213.5856	0.2902	d_Bacteria;p_Actinobacteriota;c_Humimicrobiia;o_Humimicrobiales;f_Humimicrobiaceae
f_Bifidobacteriaceae	405.9292	475.3631	0	0	12.4653	0	29.4493	11.4934	69.2183	311.6127	7.0172	30.6202	257.824	0	235.0423	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Bifidobacteriaceae
f_NICIL-2	0	0	272.5514	376.8338	74.8962	274.6913	269.5122	0	143.7507	0	9.6043	4.5183	0	370.1935	0	d_Bacteria;p_Bacteroidota;c_Kapabacteria;o_Kapabacteriales;f_NICIL-2
f_Unclassified_p_Nitrospinota	0	0	401.5886	313.4814	25.643	486.35	207.9368	0	100.6236	0	0	0	0	250.3675	0	d_Bacteria;p_Nitrospinota;c_Unclassified_p_Nitrospinota;o_Unclassified_p_Nitrospinota;f_Unclassified_p_Nitrospinota
f_CAG-272	94.6917	206.3656	221.8159	316.691	140.535	228.5431	176.3129	114.1442	53.3718	8.7416	20.1515	1.1784	9.6844	175.9179	5.1481	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_CAG-272
f_F082	0	0	319.0978	155.9448	151.7198	260.4109	138.8342	5.9465	177.7669	0	1.046	12.7565	7.8828	522.8155	11.448	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_F082
f_Staskawiczbacteraceae	0	0	476.5955	416.7618	41.252	274.0585	221.9226	2.9549	27.579	0	1.3176	0	0	299.8194	0.3507	d_Bacteria;p_Patescibacteria;c_Paceibacteria;o_Paceibacterales;f_Staskawiczbacteraceae
f_Methylophagaceae	10.5346	0	239.203	266.9648	10.399	550.1766	108.6253	6.7631	192.4525	0	0	24.1801	62.9631	238.0755	35.0076	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Nitrosococcales;f_Methylophagaceae
f_Anaplasmataceae	134.3526	953.3575	29.0564	14.1832	130.1368	0	177.2395	6.4238	62.2498	191.783	6.1012	0	0	19.5063	0.825	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rickettsiales;f_Anaplasmataceae
f_Brachyspiraceae	740.6613	0	200.4937	0	445.5553	176.7218	56.7726	4.8998	0	0	1.582	10.5959	20.1948	58.0616	2.5903	d_Bacteria;p_Spirochaetota;c_Brachyspirae;o_Brachyspirales;f_Brachyspiraceae
f_Unclassified_c_Dehalococcoidia	0	0	162.3084	417.7701	17.2095	463.7128	168.7822	0	112.6806	0	1.9874	0	0	367.1257	0	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia;o_Unclassified_c_Dehalococcoidia;f_Unclassified_c_Dehalococcoidia
f_Haliangiaceae	50.4473	144.303	316.4192	141.253	331.2524	231.3631	366.1675	0	22.5475	14.4738	2.7824	0	0	84.7646	0	d_Bacteria;p_Myxococcota;c_Polyangia;o_Haliangiales;f_Haliangiaceae
f_D37C17	0	77.7666	486.9632	517.2442	103.3552	37.1517	422.322	14.6619	0	0	0	6.7947	0	37.3746	0	d_Bacteria;p_Marinisomatota;c_Marinisomatia;o_SCGC-AAA003-L08;f_D37C17
f_Marinilabiliaceae	4.0169	180.8419	136.0737	360.0748	57.0561	299.0568	111.3455	0	35.6643	0	0	7.9711	0	494.1856	0.9305	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Marinilabiliaceae
f_PWTM01	0	0	319.528	453.9527	57.1288	300.9761	38.6043	0	186.8117	0	0	0	0	309.8782	0	d_Bacteria;p_Verrucomicrobiota;c_Kiritimatiellae;o_PWTM01;f_PWTM01
f_Leptolyngbyaceae	17.4378	0	310.9761	263.2648	86.9328	268.2617	304.2657	2.8934	169.1542	23.1126	0.0934	0.0879	11.8552	185.6502	1.1891	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_Leptolyngbyales;f_Leptolyngbyaceae
f_Nanosyncoccaceae	205.4832	341.86	115.8682	0	60.5795	0	279.9761	440.8192	39.1645	11.579	37.2206	0	0	96.3162	14.2808	d_Bacteria;p_Patescibacteria;c_Saccharimonadia;o_Saccharimonadales;f_Nanosyncoccaceae
f_Unclassified_p_Chloroflexota	40.1041	34.7101	549.733	101.6316	43.3652	266.4532	253.9225	0	43.2384	0	0	0	5.1433	269.1798	0	d_Bacteria;p_Chloroflexota;c_Unclassified_p_Chloroflexota;o_Unclassified_p_Chloroflexota;f_Unclassified_p_Chloroflexota
f_Steroidobacteraceae	0	0	693.4748	429.3464	0	415.216	0	0	36.6662	0	0	22.737	0	0	4.3893	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Steroidobacterales;f_Steroidobacteraceae
f_UBA1407	0	0	106.9606	444.1871	0	296.7737	421.0517	40.1343	25.0138	0	0	0	12.7929	251.9743	0	d_Bacteria;p_Verrucomicrobiota;c_Lentisphaeria;o_UBA1407;f_UBA1407
f_Treponemataceae	0	20.1134	82.5407	214.1255	39.8221	444.3806	144.4276	19.8694	3.4321	10.4588	0	1.3385	22.7002	586.6524	2.0402	d_Bacteria;p_Spirochaetota;c_Spirochaetia;o_Treponematales;f_Treponemataceae
f_Cellvibrionaceae	19.2188	0	28.4585	408.891	80.6878	263.432	291.6771	0	77.7142	0	5.6648	32.0592	0	369.0794	6.8928	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Cellvibrionaceae
f_EnvOPS12	0	0	391.487	378.8304	48.0885	201.2422	176.1168	0	108.9482	0	1.3381	1.153	0	265.6549	0.5581	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Anaerolineales;f_EnvOPS12
f_Amoebophilaceae	4.3906	0	117.6123	347.0626	82.8046	188.3019	136.6131	0	219.157	0	0	0	0	463.0825	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Cytophagales;f_Amoebophilaceae
f_Tenuifilaceae	0	0	400.1893	336.419	27.5194	376.9542	185.9597	0	35.9954	0	0	0	0	179.1247	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Tenuifilaceae
f_SG8-38	17.8899	0	460.7281	134.791	77.2432	274.6549	303.9043	0	68.4373	0	0.8976	0	0	189.8739	1.7822	d_Bacteria;p_Myxococcota;c_Polyangia;o_Polyangiales;f_SG8-38
f_Chromatiaceae	16.1554	17.093	274.9081	33.5623	292.0833	16.5694	380.7753	11.2983	39.6774	157.1576	0	0	5.4794	172.5489	92.2159	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Chromatiales;f_Chromatiaceae
f_Brevibacillaceae	228.3435	0	0	30.3147	18.4211	0	58.4095	0	1013.6748	47.4203	22.1034	0	0	53.803	28.8178	d_Bacteria;p_Firmicutes;c_Bacilli;o_Brevibacillales;f_Brevibacillaceae
f_RZZM01	0	113.6144	180.0235	333.4888	11.0889	233.6817	104.905	0	69.3672	91.9004	0	0	0	333.0319	0	d_Bacteria;p_Verrucomicrobiota;c_Kiritimatiellae;o_RZYC01;f_RZZM01
f_B-1AR	0	0	191.434	376.6582	89.0758	208.3057	120.3845	0	107.8261	0	0	0	0	377.1581	0	d_Bacteria;p_Bacteroidota;c_Ignavibacteria;o_SJA-28;f_B-1AR
f_UBA2565	0	0	598.3473	238.645	9.8541	274.0069	66.5882	0	77.3352	0	0	0	0	203.1123	0	d_Bacteria;p_Verrucomicrobiota;c_Lentisphaeria;o_UBA2565;f_UBA2565
f_Staphylococcaceae	217.5258	92.8945	245.6048	208.7616	0	282.7548	65.9403	0	183.6944	22.9822	13.9063	1.3527	46.4145	0	70.137	d_Bacteria;p_Firmicutes;c_Bacilli;o_Staphylococcales;f_Staphylococcaceae
f_Pelagibacteraceae	0	0	247.9868	0	238.9505	314.6625	427.6473	2.3919	15.7001	0	1.7985	5.0116	0	175.383	1.0601	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Pelagibacterales;f_Pelagibacteraceae
f_UBA1177	0	0	373.6967	252.0247	41.7955	129.3396	408.2328	0	127.8263	0	0	0	0	96.5011	0	d_Bacteria;p_UBP6;c_UBA1177;o_UBA1177;f_UBA1177
f_Anaerolineaceae	162.8718	372.7108	36.5903	79.975	0	161.3696	145.8022	0	30.9757	21.1473	1.5209	0	0	411.4979	0	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Anaerolineales;f_Anaerolineaceae
f_UBA868	12.636	0	52.7722	497.2185	31.4507	208.9496	236.8261	0	136.6884	97.3276	0	0	0	134.0972	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Arenicellales;f_UBA868
f_DEV007	0	0	17.0271	507.7919	49.1667	385.3577	205.4642	0	125.8934	0	0	0	0	99.8942	0	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Verrucomicrobiales;f_DEV007
f_UBA2268	0	0	181.1941	234.0071	70.802	281.0817	148.9767	0	0	0	0	0	0	464.1846	0	d_Bacteria;p_Bacteroidota;c_Kapabacteria;o_Kapabacteriales;f_UBA2268
f_UBA660	0	0	273.4938	169.5589	44.3318	265.0391	228.3514	58.7317	84.124	0	34.9289	2.1015	47.6509	126.207	44.2551	d_Bacteria;p_Firmicutes;c_Bacilli;o_RF39;f_UBA660
f_Unclassified_c_Anaerolineae	28.2234	0	126.3255	280.0646	22.9095	213.8428	92.8855	0	182.7465	0	0	0	32.1183	394.3934	0.6561	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Unclassified_c_Anaerolineae;f_Unclassified_c_Anaerolineae
f_PJMF01	21.4962	200.1102	135.1337	382.2216	32.2586	127.4912	165.9796	0	22.4113	56.7579	0	0	0	229.7086	0	d_Bacteria;p_Patescibacteria;c_Microgenomatia;o_UBA1400;f_PJMF01
f_PHOS-HE28	0	232.4128	19.196	367.1811	34.3207	47.5001	213.059	0	148.6918	13.4281	0	37.0371	0	212.1153	0.0841	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Flavobacteriales;f_PHOS-HE28
f_Unclassified_o_Oscillospirales	22.7788	28.3246	359.6962	28.8862	0	124.4875	318.1409	14.0139	123.6283	41.4298	65.858	13.9584	3.6819	128.1695	41.8278	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Unclassified_o_Oscillospirales
f_Thalassobaculaceae	0	0	348.4257	182.3892	130.5464	183.4771	117.8065	77.2865	44.7441	0	0	6.2245	0	215.8422	7.2962	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Thalassobaculales;f_Thalassobaculaceae
f_Deinococcaceae	1035.1157	9.2866	50.3659	0	12.5715	0	0	80.846	8.2218	4.0361	0	30.2713	44.0417	0	20.1976	d_Bacteria;p_Deinococcota;c_Deinococci;o_Deinococcales;f_Deinococcaceae
f_UBA7694	0	0	300.5989	98.8168	37.1014	191.9708	319.3444	0	0	0	4.953	0	0	340.204	0	d_Bacteria;p_Cyanobacteria;c_Sericytochromatia;o_UBA7694;f_UBA7694
f_Bradymonadaceae	0	41.4685	251.5096	133.9144	67.3932	241.5596	275.357	0	13.9743	33.543	0	0	0	209.4943	0	d_Bacteria;p_Myxococcota;c_Bradymonadia;o_Bradymonadales;f_Bradymonadaceae
f_Desulfovibrionaceae	18.236	115.7662	232.3864	119.6447	179.5013	63.6887	129.0349	110.2373	25.0617	29.7607	5.7334	33.8153	21.7255	171.7998	5.9642	d_Bacteria;p_Desulfobacterota I;c_Desulfovibrionia;o_Desulfovibrionales;f_Desulfovibrionaceae
f_Unclassified_o_Gemmatimonadales	0	0	249.6532	272.8321	0	235.1582	167.5681	0	64.8709	0	0	0	0	269.0151	0	d_Bacteria;p_Gemmatimonadota;c_Gemmatimonadetes;o_Gemmatimonadales;f_Unclassified_o_Gemmatimonadales
f_Rickettsiaceae	0	0	0	0	179.5013	0	793.8187	82.291	122.3819	20.0659	30.5749	0	0	27.8186	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rickettsiales;f_Rickettsiaceae
f_DTIZ01	43.5683	460.9696	0	0	61.2648	21.5177	82.7984	0	40.0673	543.3232	0	0	0	0	0	d_Bacteria;p_Armatimonadota;c_CAIYQO01;o_WVXJ01;f_DTIZ01
f_SZUA-36	32.4414	0	319.3998	196.5384	24.3298	206.4693	233.1582	18.1199	56.5499	0	0	4.1986	8.1378	146.5913	7.1631	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Xanthomonadales;f_SZUA-36
f_T3Sed10-336	0	0	288.4881	480.8914	184.2112	107.3417	60.0513	7.8396	36.1424	0	0	0	0	79.9359	0	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Opitutales;f_T3Sed10-336
f_Pyrinomonadaceae	14.1389	195.864	248.4412	78.8182	80.7925	135.8692	184.1098	0	38.1463	0	6.0202	6.0065	0	250.476	1.8565	d_Bacteria;p_Acidobacteriota;c_Blastocatellia;o_Pyrinomonadales;f_Pyrinomonadaceae
f_GWC2-71-9	0	0	284.5038	363.3752	25.5491	148.8737	146.5143	0	19.9098	0	0	0	0	238.7047	0.208	d_Bacteria;p_Gemmatimonadota;c_Gemmatimonadetes;o_Gemmatimonadales;f_GWC2-71-9
f_Phormidesmiaceae	57.6702	253.1038	97.5992	106.6608	74.6735	167.7503	136.0021	0	51.6566	0	0	0	0	269.3314	0	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_Phormidesmiales;f_Phormidesmiaceae
f_PXBB01	0	0	185.4567	204.6295	55.9485	137.3129	25.2045	0	145.1668	0	0	0	0	439.6476	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_PXBB01
f_UBA994	5.1026	0	223.2572	194.7669	34.8647	229.6232	133.0266	8.0476	295.861	0	0.5699	0	9.0123	56.5386	0.3682	d_Bacteria;p_Firmicutes H;c_UBA994;o_UBA994;f_UBA994
f_JADFWT01	40.1595	0	164.9021	166.3499	79.1507	179.105	214.0948	0	126.0003	0	0	0	22.6814	196.5811	0	d_Bacteria;p_Proteobacteria;c_Magnetococcia;o_Magnetococcales;f_JADFWT01
f_Crocinitomicaceae	0	80.216	159.2062	0	106.6104	368.8285	94.7157	39.7781	17.6216	13.9039	3.7245	31.9537	0	251.2285	4.1712	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Flavobacteriales;f_Crocinitomicaceae
f_Phreatobacteraceae	197.1989	0	0	0	0	0	0	8.7109	0	44.5064	1.153	825.5143	22.3543	0	68.1998	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Phreatobacteraceae
